,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30
AccountsPayableAndAccruedLiabilities,,,6665.000,,-280.000,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,240.000,280.000,,,,,,,,,,
AccountsPayableAndOtherAccruedLiabilities,,,,,,,,,,1377.000,2659.000,3935.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,1250.000
AdditionalPaidInCapital,519820.000,519820.000,,519820.000,519820.000,519820.000,519820.000,519820.000,519820.000,519820.000,519820.000,519820.000
Assets,192506.000,184738.000,,156277.000,117552.000,79761.000,71100.000,59729.000,52638.000,106241.000,97326.000,85789.000
AssetsCurrent,192506.000,164738.000,,136277.000,92735.000,54189.000,45528.000,34157.000,22681.000,26241.000,17326.000,5789.000
CapitalUnitsAuthorized,,,,,,76000000.000,76000000.000,,,,,
Cash,,,,,,54189.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,192506.000,164738.000,150313.000,136277.000,92735.000,54189.000,45528.000,34157.000,22681.000,26241.000,17326.000,5789.000
ClassOfWarrantOrRightOutstanding,,,,775000.000,,,,,,,,
CommonStockSharesOutstanding,,12180000.000,,,,12180000.000,,,,,,
CommonStockValue,12180.000,12180.000,,12180.000,12180.000,12180.000,12180.000,12180.000,12180.000,12180.000,12180.000,12180.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-339734.000,-347542.000,,-375723.000,-414448.000,-452239.000,-460900.000,-472271.000,-479362.000,-534136.000,-544333.000,
Investments,,-20000.000,,,,,,,,,,
Liabilities,240.000,280.000,,,,,,,,108377.000,109659.000,112185.000
LiabilitiesAndStockholdersEquity,192506.000,184738.000,,156277.000,117552.000,79761.000,71100.000,59729.000,52638.000,106241.000,97326.000,85789.000
LiabilitiesCurrent,240.000,,,,,,,,,81377.000,82659.000,85185.000
LongTermDebt,,,,,,,,,,27000.000,27000.000,27000.000
MineralRights,,20000.000,,20000.000,24817.000,25572.000,25572.000,25572.000,29957.000,80000.000,80000.000,80000.000
OtherAssets,,,,,24817.000,25572.000,25572.000,25572.000,29957.000,80000.000,,
OtherNotesPayable,,,,,,,,,,80000.000,,
PrepaidExpense,5500.000,,,,,,,,,,,
RelatedPartyDepositLiabilities,,,,,,,,,,80000.000,80000.000,80000.000
RetainedEarningsAccumulatedDeficit,,-347542.000,,,,,,,,,,-558396.000
StockholdersEquity,192266.000,184458.000,,156277.000,117552.000,79761.000,71100.000,59729.000,52638.000,-2136.000,-12333.000,-26396.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,192266.000,184458.000,,,,,,,,-2136.000,-12333.000,-26396.000
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,,,,,12180000.000,,,,,,,
