,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,-1899000.000,,,,,,,,,,,,,,,,,,,,,
AccretionOfDiscount,,1834000.000,1835000.000,,1899000.000,1964000.000,1965000.000,,2034000.000,2105000.000,2105000.000,,2179000.000,2255000.000,2255000.000,,3199000.000,4985000.000,5034000.000,,,,,,,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,61000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,3563000.000,,,,2061000.000,,,,2427000.000,,,,7920000.000,,,,3405000.000,,,,-21955000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,,,,,1572000.000,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,1468000.000,,,,,,,,,,,,,,,,,,,,,
AmortizationOfFinancingCosts,,326000.000,326000.000,,326000.000,326000.000,326000.000,325000.000,326000.000,326000.000,326000.000,325000.000,326000.000,326000.000,326000.000,325000.000,442000.000,675000.000,675000.000,693000.000,673000.000,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,2359000.000,,,,2505000.000,,,,3641000.000,,,,5866000.000,,,,3201000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,0.000,,,,,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-15334000.000,,,,-73583000.000,,,,18845000.000,,,,-106261000.000,,,,258633000.000,,,,14100000.000,,,,-265001000.000,
CommonStockDividendsPerShareDeclared,0.100,0.100,0.100,0.100,0.100,0.100,0.100,1.600,0.100,0.100,0.100,0.100,0.100,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.300,0.300,0.300,0.300
ComprehensiveIncomeNetOfTax,,17077000.000,25733000.000,,11667000.000,9673000.000,236378000.000,15389000.000,-12114000.000,9331000.000,25702000.000,11886000.000,-2249000.000,79671000.000,12976000.000,11154000.000,29060000.000,32615000.000,24388000.000,30035000.000,28323000.000,40138000.000,104280000.000,132403000.000,33711000.000,52457000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,-12748000.000,8699000.000,25152000.000,16184000.000,-2943000.000,78882000.000,12099000.000,16436000.000,28327000.000,31968000.000,23656000.000,34978000.000,27403000.000,39173000.000,103337000.000,138752000.000,32733000.000,51502000.000
ConcentrationRiskPercentage1,,,,,,,,,0.830,,,,0.960,,,,0.980,,,,0.980,,,,0.950,
CostOfGoodsSold,,,,,,,15600000.000,,,,,,,,,,,,,,,,,,,
CostsAndExpenses,,40066000.000,44302000.000,,49900000.000,54297000.000,70791000.000,69045000.000,62407000.000,55000000.000,61495000.000,61703000.000,57885000.000,65862000.000,62281000.000,60833000.000,59134000.000,59973000.000,55021000.000,58758000.000,59408000.000,52832000.000,51589000.000,64719000.000,60562000.000,54831000.000
DeferredIncomeTaxExpenseBenefit,10775000.000,,,,3977000.000,,,,-10594000.000,,,,-7593000.000,,,,-6559000.000,,,,-11291000.000,,,,-21444000.000,
DeferredRevenueRevenueRecognized,,,,,-56865000.000,,,,,,,,,,,,44157000.000,,,,,,,,,
DeferredRevenueRevenueRecognized1,,,,,,,,,,,,,,,,,,,,,34594000.000,,,,78921000.000,
DepreciationDepletionAndAmortization,5842000.000,,,,6287000.000,,,,7979000.000,,,,9351000.000,,,,11640000.000,,,,12876000.000,,,,14528000.000,
DilutiveSecurities,,,-0.010,,0.000,0.000,-0.050,0.000,0.000,0.000,-0.010,0.020,0.000,-0.020,0.000,0.050,-0.010,-0.020,0.000,0.070,-0.010,-0.020,-0.060,0.260,-0.050,-0.050
Dividends,,,,,4469000.000,,,,4115000.000,,,,4045000.000,,,,7232000.000,,,,6923000.000,,,,10404000.000,
DividendsCommonStockCash,,,,,4469000.000,4348000.000,4095000.000,65643000.000,4115000.000,4118000.000,4119000.000,4031000.000,,8291000.000,7666000.000,,7232000.000,7243000.000,7183000.000,7068000.000,6923000.000,6861000.000,10285000.000,10290000.000,10404000.000,10413000.000
EarningsPerShareBasic,0.520,0.380,0.580,0.490,0.240,0.220,5.610,0.240,-0.300,0.220,0.650,0.360,-0.050,1.950,0.340,0.410,0.790,0.910,0.680,0.930,0.800,1.160,3.050,3.940,0.980,1.510
EarningsPerShareDiluted,0.510,0.370,0.570,0.490,0.240,0.220,5.560,0.240,-0.300,0.220,0.640,0.360,-0.050,1.930,0.340,0.400,0.780,0.890,0.680,0.920,0.790,1.140,2.990,3.860,0.930,1.460
EffectiveIncomeTaxRateContinuingOperations,,,,,0.344,,,,-0.474,,,,-0.362,,,,-0.384,,,,-0.341,,,,0.052,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,564000.000,,,,1468000.000,,,,140000.000,,,,1130000.000,,,,1539000.000,,,,0.000,,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,,,,,,,,,,,,,,,,,,,46000.000,,,,0.000,
GainLossRelatedToLitigationSettlement,,,,,,,,,,,,,,23600000.000,23600000.000,,,,,,,,,,,
ImpairmentOfInvestments,1301000.000,,,,0.000,,,,6669000.000,,,,0.000,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,36364000.000,26426000.000,29004000.000,32814000.000,16671000.000,15090000.000,360511000.000,16362000.000,-24524000.000,15591000.000,46178000.000,24274000.000,-4005000.000,124770000.000,12174000.000,20589000.000,46008000.000,50832000.000,37279000.000,46896000.000,41219000.000,22377000.000,152920000.000,205755000.000,31154000.000,78618000.000
IncomeTaxExpenseBenefit,13025000.000,9270000.000,2798000.000,10047000.000,5741000.000,5417000.000,124842000.000,830000.000,-11621000.000,6985000.000,20068000.000,10404000.000,-1450000.000,46658000.000,-461000.000,7361000.000,17676000.000,18877000.000,13491000.000,14577000.000,14068000.000,-16652000.000,49397000.000,69978000.000,-1624000.000,27074000.000
IncomeTaxesPaid,,,,,,,,,,,,,,,,,12714000.000,,,,14423000.000,,,,2990000.000,
IncreaseDecreaseInAccountsPayable,-950000.000,,,,-1479000.000,,,,-3537000.000,,,,-14619000.000,,,,-4379000.000,,,,-1232000.000,,,,2516000.000,
IncreaseDecreaseInAccountsReceivable,-11056000.000,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,-858000.000,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccruedTaxesPayable,,,,,1167000.000,,,,-2722000.000,,,,-4475000.000,,,,11561000.000,,,,12001000.000,,,,28529000.000,
IncreaseDecreaseInDeferredCharges,-42000.000,,,,-125000.000,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInDeferredRevenue,17338000.000,,,,17718000.000,,,,11569000.000,,,,14498000.000,,,,72503000.000,,,,80440000.000,,,,185000000.000,
IncreaseDecreaseInEmployeeRelatedLiabilities,-14537000.000,,,,-9634000.000,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherAccruedLiabilities,2658000.000,,,,-974000.000,,,,-20120000.000,,,,-1417000.000,,,,-19476000.000,,,,-19356000.000,,,,-9805000.000,
IncreaseDecreaseInOtherOperatingAssets,1340000.000,,,,-2181000.000,,,,847000.000,,,,-1800000.000,,,,3485000.000,,,,1344000.000,,,,13486000.000,
IncreaseDecreaseInReceivables,,,,,2950000.000,,,,-118362000.000,,,,-23784000.000,,,,51367000.000,,,,60740000.000,,,,174069000.000,
InterestExpense,,,,,,,,,3798000.000,3869000.000,3869000.000,,3943000.000,4019000.000,4019000.000,,5474000.000,8151000.000,8332000.000,,8489000.000,,,,,
InterestExpenseDebt,,1438000.000,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpenseDebtExcludingAmortization,,,1437000.000,,1438000.000,1438000.000,1438000.000,1436000.000,1438000.000,1438000.000,1438000.000,1436000.000,1438000.000,1438000.000,1438000.000,1436000.000,1833000.000,2491000.000,2623000.000,2621000.000,2623000.000,,,,,
InterestPaid,,,,,,,,,,,,,,,,,2875000.000,,,,5245000.000,,,,2370000.000,
InvestmentIncomeInterestAndDividend,-942000.000,-3381000.000,-3149000.000,,-2734000.000,-2484000.000,-2708000.000,,-9480000.000,2899000.000,-2950000.000,,-3964000.000,,,,,,,,,,,,,
LitigationSettlementAmount,,,,,,,,,,,,,,14500000.000,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,-1396000.000,,,,-28264000.000,,,,349000.000,,,,-1295000.000,,,,234752000.000,,,,-277467000.000,,,,-32165000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-1396000.000,,,,-28264000.000,,,,349000.000,,,,-1295000.000,,,,234752000.000,,,,-277467000.000,,,,-32165000.000,
NetCashProvidedByUsedInInvestingActivities,-8731000.000,,,,-19614000.000,,,,-57742000.000,,,,-102107000.000,,,,22110000.000,,,,275334000.000,,,,-206981000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-8731000.000,,,,-19614000.000,,,,-57742000.000,,,,-102107000.000,,,,22110000.000,,,,275334000.000,,,,-206981000.000,
NetCashProvidedByUsedInOperatingActivities,-5207000.000,,,,-25705000.000,,,,76238000.000,,,,-2859000.000,,,,1771000.000,,,,16233000.000,,,,-25855000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-5207000.000,,,,-25705000.000,,,,76238000.000,,,,-2859000.000,,,,1771000.000,,,,16233000.000,,,,-25855000.000,
