,2015-10-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AllocatedShareBasedCompensationExpense,15539000.000,22134000.000,27896000.000,28235000.000,38403000.000,32219000.000
AmortizationOfIntangibleAssets,326000.000,326000.000,342000.000,376000.000,356000.000,376000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,67056000.000,72812000.000,73648000.000,71896000.000,-145740000.000,68343000.000
AvailableForSaleSecuritiesGrossRealizedGains,,,104000.000,65000.000,,
CapitalExpendituresIncurredButNotYetPaid,,9448000.000,,,,9685000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-318646000.000,,,,-14918000.000
ComprehensiveIncomeNetOfTax,,-62652000.000,-59505000.000,-79367000.000,-44104000.000,-62257000.000
CostOfGoodsAndServicesSold,51053000.000,46935000.000,56847000.000,69322000.000,79175000.000,63548000.000
CostOfGoodsSold,41995000.000,34042000.000,42847000.000,54725000.000,62536000.000,46645000.000
CostOfServices,9058000.000,12893000.000,14000000.000,14597000.000,16639000.000,16903000.000
Depreciation,8500000.000,10100000.000,11600000.000,13200000.000,13900000.000,14400000.000
DepreciationAndAmortization,,10432000.000,,,,14825000.000
EarningsPerShareBasicAndDiluted,-0.760,-0.340,-0.310,-0.400,-0.210,-0.300
GeneralAndAdministrativeExpense,29022000.000,21482000.000,19630000.000,22810000.000,20730000.000,20096000.000
GrossProfit,80311000.000,93012000.000,106367000.000,127634000.000,148685000.000,119083000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-55750000.000,-62504000.000,-59444000.000,-78372000.000,-42859000.000,-61410000.000
IncomeTaxExpenseBenefit,751000.000,955000.000,106000.000,441000.000,385000.000,964000.000
IncomeTaxesPaid,,1323000.000,,,,790000.000
IncreaseDecreaseInAccountsPayable,,166000.000,,,,-3982000.000
IncreaseDecreaseInAccountsReceivable,,-28593000.000,,,,-36571000.000
IncreaseDecreaseInDeferredRevenue,,20653000.000,,,,8398000.000
IncreaseDecreaseInInventories,,2623000.000,,,,16105000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,2744000.000,,,,3944000.000
IncreaseDecreaseInRestrictedCash,,-706000.000,,,,0.000
LeaseAndRentalExpense,,10500000.000,,,,
LitigationSettlementAmount,,,,-30000000.000,,
NetCashProvidedByUsedInFinancingActivities,,18403000.000,,,,16423000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,18403000.000,,,,16423000.000
NetCashProvidedByUsedInInvestingActivities,,-343809000.000,,,,-17040000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-343809000.000,,,,-17040000.000
NetCashProvidedByUsedInOperatingActivities,,6760000.000,,,,-14301000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,6760000.000,,,,-14301000.000
NetIncomeLoss,-56501000.000,-63459000.000,-59550000.000,-78813000.000,-43244000.000,-62374000.000
NonoperatingIncomeExpense,-171000.000,1282000.000,37000.000,-192000.000,500000.000,1995000.000
OperatingExpenses,135890000.000,156798000.000,165848000.000,205814000.000,192044000.000,182488000.000
OperatingIncomeLoss,-55579000.000,-63786000.000,-59481000.000,-78180000.000,-43359000.000,-63405000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,807000.000,45000.000,-554000.000,-860000.000,117000.000
OtherNoncashIncomeExpense,,-484000.000,,,,-451000.000
PaymentsOfStockIssuanceCosts,,0.000,,,,
PaymentsToAcquireAvailableForSaleSecuritiesDebt,,343466000.000,,,,55976000.000
PaymentsToAcquirePropertyPlantAndEquipment,,24376000.000,,,,12769000.000
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlans,,15079000.000,,,,14166000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,,,,,,46321000.000
