,2011-12-31
BusinessCombinationIntegrationRelatedCosts,48014.000
CashPeriodIncreaseDecrease,912690.000
EarningsPerShareBasicAndDiluted,-0.030
GeneralAndAdministrativeExpense,457506.000
IncreaseDecreaseInAccountsPayable,21448.000
IncreaseDecreaseInAccruedLiabilities,64739.000
IncreaseDecreaseInDueToAffiliates,44189.000
IncreaseDecreaseInPrepaidExpense,16892.000
InvestmentIncomeInterest,84008.000
NetCashProvidedByUsedInFinancingActivities,144335976.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,144335976.000
NetCashProvidedByUsedInInvestingActivities,-143115258.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-143115258.000
NetCashProvidedByUsedInOperatingActivities,-308028.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-308028.000
NetIncomeLoss,-421512.000
OperatingIncomeLoss,-505520.000
PaymentsOfStockIssuanceCosts,4189024.000
ProceedsFromIssuanceInitialPublicOffering,143750000.000
ProceedsFromIssuanceOfWarrants,5000000.000
RepaymentsOfRelatedPartyDebt,225000.000
