,2011-09-30,2011-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,80083.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,16547.000,
Assets,35243.000,
CashAndCashEquivalentsAtCarryingValue,713.000,706.000
CommonStockIncludingAdditionalPaidInCapital,1013994.000,
CommonStockParOrStatedValuePerShare,0.000,
CommonStockSharesAuthorized,20000000.000,
CommonStockSharesIssued,19516250.000,
CommonStockSharesOutstanding,19516250.000,
CommonStockValue,1952.000,
CommonStockholdersEquity,-135784.000,
DueToRelatedPartiesCurrentAndNoncurrent,90944.000,
Liabilities,171027.000,
LiabilitiesAndStockholdersEquity,35243.000,
PrepaidExpenseCurrent,34530.000,
RetainedEarningsAccumulatedDeficit,-1168277.000,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-135784.000,
