,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2017-03-31
AdjustmentForAmortization,,,,,,8333.000,,,
AmortizationOfDebtDiscountPremium,,,,,,117610.000,87165.000,139748.000,11349.000
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,-294402.000,-165175.000,-330933.000,-357622.000
BusinessAcquisitionsProFormaRevenue,,,,,,7115.000,2302506.000,1795769.000,3223404.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,2867.000,,,,167798.000,,,
CostOfRevenue,,,,630.000,,82.000,,,
DepreciationAndAmortization,,,,,,,,,180966.000
EarningsPerShareBasic,,-0.090,0.000,-0.040,-0.040,0.000,,,
EarningsPerShareDiluted,,-0.090,0.000,-0.040,-0.040,0.000,,,
GeneralAndAdministrativeExpense,158032.000,8547325.000,50467.000,2378134.000,2317718.000,167148.000,,,
GrossProfit,,,,2281.000,,7033.000,,,937777.000
IncomeLossFromContinuingOperations,-148481.000,-8547325.000,-50467.000,-2375853.000,,-160115.000,,,
IncomeLossFromSubsidiariesBeforeTax,-148481.000,-8547325.000,-62945.000,-2411256.000,-2382454.000,-290235.000,,,
IncomeTaxExpenseBenefit,,,,,,,,,46.000
IncreaseDecreaseInAccountsPayable,,76136.000,,,,-13179.000,,,
IncreaseDecreaseInAccountsReceivable,,,,,,3907.000,,,
IncreaseDecreaseInAccruedLiabilities,,-8479.000,,,,3981.000,,,
IncreaseDecreaseInDeferredRevenue,,,,,,-619.000,,,
InterestExpense,,,-12478.000,35403.000,,130120.000,,,289608.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,-8408000.000,,,,0.000,,,
NetCashProvidedByUsedInFinancingActivities,,74535.000,,,,338000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,74535.000,,,,338000.000,,,
NetCashProvidedByUsedInOperatingActivities,,-71668.000,,,,-170202.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-71668.000,,,,-170202.000,,,
NetIncomeLoss,-148481.000,-8547325.000,-62945.000,-2411256.000,-2382454.000,-290235.000,,,-587953.000
OperatingExpenses,158032.000,8547325.000,50467.000,2378134.000,2317718.000,167148.000,,,
OtherExpenses,,,-12478.000,-35403.000,,-130120.000,,,
ProceedsFromConvertibleDebt,,,,,,8500.000,,,
ProceedsFromIssuanceOfCommonStock,,,,,,5000.000,,,
ProceedsFromNotesPayable,,74535.000,,,,,,,
ProceedsFromRelatedPartyDebt,,,,,,0.000,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,,-3000.000,,,-104500.000
RepaymentsOfConvertibleDebt,,,,,,25000.000,,,
Revenues,9551.000,,,2911.000,,7115.000,,,2493241.000
SalesRevenueNet,9551.000,,,2911.000,,7115.000,,,2493241.000
StockIssuedDuringPeriodSharesAcquisitions,,,,,,150000000.000,,,
StockIssuedDuringPeriodSharesNewIssues,,,,,,5882.000,,,
StockIssuedDuringPeriodSharesOther,,,,,,495000.000,,,
StockIssuedDuringPeriodValueAcquisitions,,,,,,51380.000,2000000.000,2000000.000,2000000.000
WeightedAverageNumberOfDilutedSharesOutstanding,137361600.000,93664279.000,78282931.000,67303998.000,-161512708.000,167059562.000,,,
WeightedAverageNumberOfSharesOutstandingBasic,137361600.000,93664279.000,78282931.000,67303998.000,-161512708.000,167059562.000,,,
