,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,51000.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,2819000.000,6864000.000,9849000.000,10568000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,28000.000,17000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,4783000.000,2966000.000,3145000.000,4169000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,100000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,100000.000
CapitalExpendituresIncurredButNotYetPaid,90000.000,81000.000,,
CapitalLeaseObligationsIncurred,,,1732000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,25583000.000,66531000.000,18228000.000,-130428000.000
ComprehensiveIncomeNetOfTax,-3483000.000,-55005000.000,-132376000.000,-110318000.000
ConversionOfStockAmountConverted1,76420000.000,0.000,,
CostsAndExpenses,71609000.000,96461000.000,135109000.000,119833000.000
DeferredIncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,0.000,200000.000,400000.000,400000.000
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,,0.500,,
DepreciationAndAmortization,703000.000,742000.000,1419000.000,1589000.000
Dividends,0.000,,,
EarningsPerShareBasic,-0.220,-1.670,-3.320,-1.930
EarningsPerShareBasicAndDiluted,-0.220,-1.670,-3.320,-1.930
EarningsPerShareDiluted,-0.220,-1.670,-3.320,-1.930
EffectiveIncomeTaxRateContinuingOperations,-0.111,-0.002,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,-1.407,-0.443,-0.400,-0.401
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,-0.183,-0.052,0.012,-0.019
EffectiveIncomeTaxRateReconciliationOtherAdjustments,0.015,0.001,,0.000
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.052,0.049,0.052,0.045
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,1.158,0.136,0.018,-0.033
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,28000.000,17000.000,,
GainLossOnDispositionOfAssets1,,-2000.000,-27000.000,
GeneralAndAdministrativeExpense,14042000.000,20866000.000,23900000.000,28372000.000
ImpairmentOfLongLivedAssetsHeldForUse,0.000,0.000,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-3134000.000,-54896000.000,-132376000.000,-110212000.000
IncomeTaxExpenseBenefit,349000.000,109000.000,0.000,0.000
IncomeTaxesPaid,,963000.000,,
IncreaseDecreaseInAccountsPayable,1641000.000,3611000.000,-3647000.000,341000.000
IncreaseDecreaseInAccountsReceivable,31838000.000,-31592000.000,-1813000.000,-239000.000
IncreaseDecreaseInAccruedLiabilities,2304000.000,411000.000,4292000.000,4673000.000
IncreaseDecreaseInDeferredRevenue,-22573000.000,-23721000.000,7558000.000,-1900000.000
IncreaseDecreaseInOtherNoncurrentAssets,433000.000,-606000.000,178000.000,-106000.000
IncreaseDecreaseInOtherNoncurrentLiabilities,-1379000.000,-46000.000,-44000.000,-182000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,1495000.000,419000.000,1638000.000,1542000.000
InterestIncomeOther,74000.000,95000.000,94000.000,1531000.000
LicenseAndServicesRevenue,68482000.000,41411000.000,2560000.000,8007000.000
NetCashProvidedByUsedInFinancingActivities,79947000.000,104110000.000,131336000.000,131357000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,79947000.000,104110000.000,131336000.000,131357000.000
NetCashProvidedByUsedInInvestingActivities,-630000.000,-2216000.000,-40183000.000,-165414000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-630000.000,-2216000.000,-40183000.000,-165414000.000
NetCashProvidedByUsedInOperatingActivities,-53734000.000,-35363000.000,-72925000.000,-96371000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-53734000.000,-35363000.000,-72925000.000,-96371000.000
NetIncomeLoss,-3483000.000,-55005000.000,-132376000.000,-110212000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-3747000.000,-55005000.000,-132376000.000,
NonoperatingIncomeExpense,-7000.000,154000.000,173000.000,1614000.000
OperatingIncomeLoss,-3127000.000,-55050000.000,-132549000.000,-111826000.000
