,2011-09-30,2011-12-30,2012-03-30,2012-06-30,2012-09-28,2012-12-28,2013-03-29,2013-06-30,2013-09-27,2013-12-27,2014-03-28,2014-09-26,2014-12-26,2015-03-27,2015-09-25,2015-12-25,2016-03-25,2016-09-30,2016-12-30,2017-03-31
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,155000.000,,,,3050000.000,,,-312000.000,,,734000.000,,,,,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,-1765000.000,,,,1748000.000,,,1503000.000,,,1797000.000,,,819000.000,,
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,,,,,,,,,,,,364000.000,,,6000.000,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,909000.000,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,,,,,,,,52000.000,,,740000.000,,,,,
AllocatedShareBasedCompensationExpense,,,,,909000.000,984000.000,892000.000,1047000.000,1155000.000,1243000.000,1115000.000,1167000.000,1209000.000,1370000.000,1269000.000,1511000.000,1498000.000,1457000.000,2286000.000,1786000.000
AmortizationOfFinancingCosts,,,,,,,,,,,,,,,,,,180000.000,,
AmortizationOfIntangibleAssets,,,,,230000.000,227000.000,570000.000,567000.000,691000.000,681000.000,755000.000,713000.000,1014000.000,905000.000,840000.000,1076000.000,3162000.000,2716000.000,2617000.000,2813000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,1444000.000,2236000.000,2230000.000,-3786000.000,1475000.000,2227000.000,2153000.000,1189000.000,2098000.000,1832000.000,821000.000,1423000.000,1916000.000,1611000.000,1130000.000,965000.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,,,,,1240000.000,1606000.000,0.000,0.000,0.000
BusinessCombinationSeparatelyRecognizedTransactionsAdditionalDisclosuresAcquisitionCostExpensed,,,,,,,,,,,,,,,,,435000.000,0.000,0.000,0.000
CapitalLeaseObligationsIncurred,,,,,284000.000,,,,0.000,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,2299000.000,,,,-1709000.000,,,,3852000.000,,,1215000.000,,,15853000.000,,,-6123000.000,,
ComprehensiveIncomeNetOfTax,,,,,4353000.000,4086000.000,3187000.000,24594000.000,2464000.000,3132000.000,1402000.000,3481000.000,4006000.000,5173000.000,4500000.000,3934000.000,-14293000.000,3612000.000,3968000.000,4496000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,12000.000,19000.000,18000.000,16000.000,-27000.000,7000.000,2000.000,4000.000,5000.000,5000.000,4000.000,2000.000,-65000.000,-20000.000,10000.000,39000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,4365000.000,4105000.000,3205000.000,24610000.000,2491000.000,3125000.000,1400000.000,3477000.000,4001000.000,5168000.000,4496000.000,3932000.000,-14228000.000,3632000.000,3978000.000,4535000.000
CostOfReimbursableExpense,30280000.000,31482000.000,25983000.000,30434000.000,33070000.000,29216000.000,26762000.000,32066000.000,25322000.000,31461000.000,32755000.000,30406000.000,43390000.000,29783000.000,35296000.000,46361000.000,36877000.000,56546000.000,71306000.000,60999000.000
CostOfServices,60162000.000,61173000.000,62910000.000,62261000.000,63686000.000,64564000.000,70446000.000,69849000.000,78398000.000,76389000.000,80127000.000,81190000.000,82599000.000,83486000.000,82984000.000,93676000.000,104030000.000,103676000.000,105613000.000,107071000.000
CostOfServicesAmortization,,,,,,,,,,,,,,,,,3162000.000,2716000.000,2617000.000,2813000.000
CostOfServicesDepreciation,,,,,,,,,,,,,,,,,1942000.000,1788000.000,1754000.000,1701000.000
CostsAndExpenses,58213000.000,69617000.000,72228000.000,72675000.000,72399000.000,71851000.000,80778000.000,81567000.000,89345000.000,86147000.000,90651000.000,91493000.000,93635000.000,94621000.000,93247000.000,105742000.000,144728000.000,119019000.000,121026000.000,122875000.000
CurrentIncomeTaxExpenseBenefit,,,,,,,,,,,,,,,,,,-294000.000,,
DeferredCompensationArrangementWithIndividualFairValueOfSharesIssued,,,,,11000.000,,,,11000.000,,,13000.000,,,12000.000,,,25000.000,,
DeferredIncomeTaxExpenseBenefit,,,,,0.000,,,,352000.000,,,59000.000,,,-181000.000,,,380000.000,,
DeferredTaxExpenseFromStockOptionsExercised,,,,,,,,,,,,,,,,,,,27000.000,0.000
DepreciationDepletionAndAmortization,1362000.000,1434000.000,1231000.000,1481000.000,1538000.000,1593000.000,1828000.000,1944000.000,2176000.000,2250000.000,2161000.000,2265000.000,2641000.000,2208000.000,2264000.000,2780000.000,5104000.000,4504000.000,4371000.000,4514000.000
EarningsPerShareBasic,0.680,0.190,0.140,0.200,0.150,0.140,0.110,0.860,0.080,0.100,0.050,0.120,0.130,0.170,0.150,0.130,-0.460,0.120,0.130,0.140
EarningsPerShareDiluted,0.660,0.180,0.130,0.190,0.150,0.140,0.100,0.840,0.080,0.100,0.050,0.110,0.130,0.170,0.140,0.130,-0.460,0.120,0.130,0.140
EffectOnFutureEarningsAmount,801000.000,,,,,,,,,,,,,,,,,,,
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,0.406,,,0.416,,0.271,0.413,,0.411,0.321,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,0.350,,,0.350,,,0.350,,,0.350,,
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,,,,,35000.000,111000.000,0.000,15000.000,,,,,,,31000.000,,,0.000,,
EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,,,,,12000.000,1000.000,0.000,-9000.000,,,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,155000.000,,,,3050000.000,,,52000.000,,,740000.000,,,0.000,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,,,155000.000,,,,0.000,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,,,,,,,,,-375000.000,,,,,,524000.000,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilitySettlements,,,,,,,,,0.000,,,,,,50000.000,,,,,
FederalIncomeTaxExpenseBenefitContinuingOperations,,,,,-33000.000,,,,,,,,,,,,,,,
GainLossRelatedToLitigationSettlement,11224000.000,-163000.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,
GeneralAndAdministrativeExpense,7548000.000,6847000.000,8087000.000,8543000.000,7175000.000,5694000.000,8096000.000,9774000.000,8771000.000,7508000.000,8363000.000,8038000.000,8395000.000,8927000.000,7999000.000,8046000.000,9523000.000,10839000.000,11042000.000,11290000.000
GoodwillImpairmentLoss,,,,,,,,,,,,,,,,,24465000.000,,,0.000
GoodwillPeriodIncreaseDecrease,,,,,0.000,,,,2180000.000,,,992000.000,,,0.000,,,0.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,15359000.000,4717000.000,3289000.000,5923000.000,4494000.000,4319000.000,3314000.000,6097000.000,4162000.000,5157000.000,2489000.000,5961000.000,6845000.000,7076000.000,7645000.000,6374000.000,-24186000.000,5390000.000,6481000.000,6200000.000
IncomeLossFromEquityMethodInvestments,0.000,270000.000,0.000,0.000,,0.000,0.000,,,,,,,,,,,,,
IncomeTaxExpenseBenefit,-3298000.000,-206000.000,-571000.000,145000.000,-234000.000,215000.000,231000.000,-18198000.000,1702000.000,2068000.000,1060000.000,2480000.000,2848000.000,1916000.000,3157000.000,2439000.000,-9954000.000,1731000.000,2473000.000,1663000.000
IncreaseDecreaseInAccountsPayable,5575000.000,,,,-2452000.000,,,,-4754000.000,,,-1764000.000,,,-444000.000,,,9884000.000,,
IncreaseDecreaseInAccountsReceivable,7771000.000,,,,8469000.000,,,,2062000.000,,,8651000.000,,,-3205000.000,,,19660000.000,,
IncreaseDecreaseInDeferredRevenue,-4438000.000,,,,-2555000.000,,,,2545000.000,,,125000.000,,,334000.000,,,-2890000.000,,
IncreaseDecreaseInEmployeeRelatedLiabilities,8725000.000,,,,5082000.000,,,,5522000.000,,,6497000.000,,,7909000.000,,,-1560000.000,,
IncreaseDecreaseInIncomeTaxes,,,,,-448000.000,,,,-2630000.000,,,1687000.000,,,-1514000.000,,,-589000.000,,
IncreaseDecreaseInIncomeTaxesReceivable,2513000.000,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInInsuranceSettlementsReceivable,,,,,652000.000,,,,11442000.000,,,1688000.000,,,-8000.000,,,152000.000,,
IncreaseDecreaseInOtherAccruedLiabilities,-2160000.000,,,,713000.000,,,,8772000.000,,,2230000.000,,,-653000.000,,,60000.000,,
IncreaseDecreaseInOtherNoncurrentAssets,,,,,-184000.000,,,,-1285000.000,,,-27000.000,,,-168000.000,,,-1705000.000,,
IncreaseDecreaseInOtherOperatingAssets,-36000.000,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,2979000.000,,,,3449000.000,,,,3307000.000,,,3867000.000,,,3852000.000,,,1158000.000,,
IncreaseDecreaseInPrepaidInsurance,,,,,,,,,,,,-674000.000,,,-563000.000,,,-529000.000,,
IncreaseDecreaseOfRestrictedInvestments,-2833000.000,,,,-1099000.000,,,,-1347000.000,,,2163000.000,,,-252000.000,,,-224000.000,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,979000.000,597000.000,656000.000,-1474000.000,729000.000,417000.000,475000.000,399000.000,202000.000,355000.000,683000.000,401000.000,0.000,452000.000,515000.000,643000.000
InsuranceRecoveries,220000.000,518000.000,554000.000,-678000.000,1744000.000,913000.000,1068000.000,789000.000,12300000.000,305000.000,5008000.000,4844000.000,641000.000,753000.000,742000.000,1031000.000,146000.000,637000.000,644000.000,1140000.000
InterestExpense,181000.000,175000.000,228000.000,84000.000,112000.000,80000.000,78000.000,67000.000,92000.000,38000.000,22000.000,31000.000,21000.000,73000.000,28000.000,461000.000,1073000.000,845000.000,841000.000,1201000.000
InterestIncomeOther,,,,,,,,,,,,,,,,137000.000,189000.000,278000.000,286000.000,391000.000
NetCashProvidedByUsedInFinancingActivities,845000.000,,,,2375000.000,,,,5948000.000,,,1143000.000,,,3427000.000,,,-1947000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,845000.000,,,,2375000.000,,,,5948000.000,,,1143000.000,,,3427000.000,,,-1947000.000,,
NetCashProvidedByUsedInInvestingActivities,-6517000.000,,,,-269000.000,,,,-3171000.000,,,-2426000.000,,,-1962000.000,,,-990000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-6517000.000,,,,-269000.000,,,,-3171000.000,,,-2426000.000,,,-1962000.000,,,-990000.000,,
NetCashProvidedByUsedInOperatingActivities,7971000.000,,,,-3815000.000,,,,1075000.000,,,2498000.000,,,14388000.000,,,-3186000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,7971000.000,,,,-3815000.000,,,,1075000.000,,,2498000.000,,,14388000.000,,,-3186000.000,,
NetIncomeLoss,18688000.000,5211000.000,3881000.000,5795000.000,4272000.000,4123000.000,3101000.000,24779000.000,2487000.000,3096000.000,1431000.000,3485000.000,4002000.000,5165000.000,4492000.000,3937000.000,-14297000.000,3639000.000,3998000.000,4498000.000
NetIncomeLossAttributableToNoncontrollingInterest,-31000.000,-18000.000,-21000.000,-17000.000,-12000.000,-19000.000,-18000.000,-16000.000,27000.000,7000.000,-2000.000,-4000.000,-5000.000,-5000.000,-4000.000,-2000.000,65000.000,20000.000,10000.000,39000.000
NetIncomeLossAvailableToCommonStockholdersBasic,18688000.000,5211000.000,3881000.000,5795000.000,,,,,,,,,,,,,,,,
OperatingIncomeLoss,15540000.000,4892000.000,3517000.000,6007000.000,4606000.000,4399000.000,3392000.000,6164000.000,4254000.000,5195000.000,2511000.000,5992000.000,6866000.000,7149000.000,7673000.000,6698000.000,-23302000.000,5957000.000,7036000.000,7010000.000
OtherComprehensiveIncomeLossNetOfTax,,,,,105000.000,1000.000,122000.000,-153000.000,31000.000,36000.000,-29000.000,-4000.000,4000.000,8000.000,8000.000,-3000.000,4000.000,-27000.000,-30000.000,-2000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax,,,,,,,,,-28000.000,,,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,,,,,-19000.000,4000.000,0.000,,,,,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeTax,,,,,,,,,-11000.000,,,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesBeforeTax,,,,,,,,,,3000.000,67000.000,-4000.000,-3000.000,2000.000,-25000.000,-5000.000,-2000.000,0.000,0.000,0.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesTax,,,,,,,,,,1000.000,28000.000,-2000.000,-1000.000,1000.000,-10000.000,-2000.000,-1000.000,0.000,0.000,0.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,,,,,,,,,79000.000,64000.000,19000.000,-10000.000,3000.000,15000.000,-12000.000,-11000.000,5000.000,-44000.000,-48000.000,-4000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,,,124000.000,-3000.000,122000.000,,,,,,,,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,,,,,,,,,31000.000,26000.000,9000.000,-4000.000,1000.000,6000.000,-5000.000,-5000.000,2000.000,-17000.000,-18000.000,-2000.000
OtherNoncashIncomeExpense,1075000.000,,,,52000.000,,,,465000.000,,,24000.000,,,-594000.000,,,342000.000,,
OtherPaymentsToAcquireBusinesses,644000.000,,,,0.000,,,,306000.000,,,1628000.000,,,359000.000,,,,,
OtherSignificantNoncashTransactionValueOfConsiderationGiven1,,,,,0.000,,,,1931000.000,,,494000.000,,,0.000,,,,,
PaymentsForEnvironmentalLiabilities,118000.000,,,,72000.000,,,,651000.000,,,-2443000.000,,,22000.000,,,33000.000,,
PaymentsForProceedsFromPreviousAcquisition,,,,,,,,,,,,,,,,,,-2957000.000,,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,729000.000,,,,597000.000,,,,0.000,,,1435000.000,,,1527000.000,,,0.000,,
PaymentsToAcquireBusinessesNetOfCashAcquired,3449000.000,,,,0.000,,,,2388000.000,,,1498000.000,,,0.000,,,,,
PaymentsToAcquireInterestInSubsidiariesAndAffiliates,8000.000,,,,13000.000,,,,0.000,,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,3078000.000,,,,729000.000,,,,1561000.000,,,1436000.000,,,2039000.000,,,1625000.000,,
PaymentsToAcquireRestrictedInvestments,-401000.000,,,,-469000.000,,,,-728000.000,,,,,,,,,,,
PreferredStockDividendsAndOtherAdjustments,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
ProceedsFromIssuanceOfLongTermDebt,2381000.000,,,,4259000.000,,,,4904000.000,,,5247000.000,,,5632000.000,,,,,
ProceedsFromIssuanceOfOtherLongTermDebt,,,,,,,,,,,,,,,,,,4865000.000,,
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,,,,,3000.000,,,,0.000,,,,,,31000.000,,,0.000,,
ProceedsFromSaleOfLandHeldForUse,,,,,0.000,,,,,,,,,,,,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,11000.000,,,,4000.000,,,,50000.000,,,17000.000,,,11000.000,,,123000.000,,
ProceedsFromSaleOfRealEstateHeldforinvestment,250000.000,,,,,,,,,,,,,,,,,,,
ProceedsFromSaleOfRestrictedInvestments,,,,,,,,,,,,491000.000,,,66000.000,,,512000.000,,
ProceedsFromStockOptionsExercised,,,,,,,,,,,51000.000,,,,,,,,,
ProfitLoss,18657000.000,5193000.000,3860000.000,5778000.000,4260000.000,4104000.000,3083000.000,24763000.000,2460000.000,3089000.000,1429000.000,3481000.000,3997000.000,5160000.000,4488000.000,3935000.000,-14232000.000,3659000.000,4008000.000,4537000.000
ProvisionForDoubtfulAccounts,365000.000,0.000,0.000,390000.000,0.000,0.000,408000.000,0.000,,,0.000,,,,,,,616000.000,,
RepaymentsOfLinesOfCredit,,,,,,,,,0.000,,,,,,,,,,,
RepaymentsOfLongTermCapitalLeaseObligations,,,,,112000.000,,,,203000.000,,,146000.000,,,74000.000,,,0.000,,
RepaymentsOfLongTermDebt,807000.000,,,,1333000.000,,,,1497000.000,,,947000.000,,,1016000.000,,,1406000.000,,
RepaymentsOfOtherLongTermDebt,,,,,,,,,,,,,,,,,,8363000.000,,
Revenues,103735000.000,105378000.000,101118000.000,,,,,,,,,,,,,,,,,
SalesRevenueNet,103735000.000,105378000.000,101118000.000,,,,,,,,,,,,,,,,,
SalesRevenueServicesGross,,,,,108286000.000,104470000.000,109806000.000,118955000.000,106574000.000,122592000.000,120836000.000,123025000.000,143228000.000,130777000.000,135459000.000,157743000.000,158130000.000,180851000.000,198662000.000,189724000.000
SalesRevenueServicesNet,73455000.000,73896000.000,75135000.000,79294000.000,75216000.000,75254000.000,83044000.000,86889000.000,81252000.000,91131000.000,88081000.000,92619000.000,99838000.000,100994000.000,100163000.000,111382000.000,121253000.000,124305000.000,127356000.000,128725000.000
ShareBasedCompensation,1499000.000,,,,909000.000,,,,1155000.000,,,1167000.000,,,1269000.000,,,1457000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardMaximumNumberOfSharesPerEmployee,,,,,100000.000,,,,,,,,,,100000.000,,,100000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,,,,,32000.000,89000.000,0.000,8000.000,,,20000.000,,,,87000.000,,,0.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,,,,,,,,,,,,189000.000,,,10000.000,,,1000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,,,1000.000,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,,3.950,,,,,,,,,,2.960,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,,,,,,,,,,,,11.170,,,3.780,,,9.800,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,,,3.640,,,,,,,,,,,,,,,
StateAndLocalIncomeTaxExpenseBenefitContinuingOperations,,,,,201000.000,,,,,,,,,,,,,,,
StockIssued1,266000.000,,,,0.000,,,,295000.000,,,0.000,,,,,,,,
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,,9000.000,,,,,,,,,,11000.000,,,,,
StockIssuedDuringPeriodValueAcquisitions,,,,,,,,,295000.000,,,,,,,,,,,
StockIssuedDuringPeriodValueShareBasedCompensation,,,,,,,,,1155000.000,,,1167000.000,,,1269000.000,,,1457000.000,,
StockIssuedDuringPeriodValueStockOptionsExercised,,,,,35000.000,,,,,,,,,,31000.000,,,,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,,,,,,,,,,,,,,,,,,1344000.000,,
VariableInterestEntityFinancialOrOtherSupportAmount,,,,,1273000.000,,,,1473000.000,,,3992000.000,,,4054000.000,,,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,,,,,,,,,,,,,,,24000.000,147000.000,188000.000
