,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,2089000.000,2300000.000,2754000.000,2703000.000,2122000.000,2584000.000,2215000.000,2612000.000,702000.000,2074000.000,944000.000,1288000.000,1582000.000
AccountsReceivableNetCurrent,14254000.000,18854000.000,21146000.000,37869000.000,20643000.000,28949000.000,28186000.000,47436000.000,24400000.000,33493000.000,30125000.000,53861000.000,27466000.000
AccruedLiabilitiesAndOtherLiabilities,11442000.000,12883000.000,14881000.000,16754000.000,14480000.000,16867000.000,19055000.000,23029000.000,18118000.000,22714000.000,22197000.000,28479000.000,21579000.000
AccruedLiabilitiesCurrent,,,,4022000.000,,,,5781000.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,3932000.000,,,,5519000.000,,,,7443000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-22000.000,47000.000,-542000.000,-326000.000,-446000.000,610000.000,67000.000,-331000.000,893000.000,48000.000,379000.000,-479000.000,1645000.000
AdditionalPaidInCapital,,,,,164711000.000,166744000.000,169828000.000,172326000.000,175711000.000,179574000.000,185583000.000,189335000.000,197237000.000
AdditionalPaidInCapitalCommonStock,158092000.000,159087000.000,160484000.000,162478000.000,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,139000.000,178000.000,200000.000,149000.000,149000.000,207000.000,525000.000,156000.000,274000.000,358000.000,349000.000,372000.000,429000.000
Assets,144506000.000,143344000.000,141668000.000,156847000.000,141818000.000,143593000.000,144645000.000,165144000.000,149811000.000,153728000.000,155874000.000,181838000.000,168142000.000
AssetsCurrent,141916000.000,140439000.000,137981000.000,152526000.000,136018000.000,136597000.000,136338000.000,156402000.000,140827000.000,144571000.000,146098000.000,171319000.000,156578000.000
AssetsFairValueDisclosure,,47000.000,,,,,,,,,,,
