,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-05-07,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableCurrent,0.000,,568.000,,0.000,,,,,3800.000,
AccountsPayableRelatedPartiesCurrent,,,,,,,7694.000,11547.000,14485.000,14485.000,23206.000
Assets,21884.000,22617.000,20569.000,18442.000,0.000,,0.000,0.000,0.000,0.000,0.000
Cash,21884.000,22617.000,20569.000,18442.000,0.000,,0.000,0.000,0.000,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,,,20569.000,18442.000,,,,,0.000,0.000,0.000
CommonStockOtherSharesOutstanding,30000000.000,,,,30000000.000,,30000000.000,30000000.000,30000000.000,,30000000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,,0.001
CommonStockSharesAuthorized,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,,70000000.000,70000000.000,70000000.000,,70000000.000
CommonStockSharesIssued,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,,30000000.000,30000000.000,30000000.000,,30000000.000
CommonStockSharesOutstanding,,30000000.000,30000000.000,30000000.000,,,,,,,
CommonStockValue,30000.000,30000.000,30000.000,30000.000,30000.000,,30000.000,30000.000,30000.000,30000.000,30000.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,4783.000,7383.000,9999.000,,,,,,,,
Liabilities,,,,,,,,,,18285.000,23206.000
LiabilitiesAndStockholdersEquity,21884.000,22617.000,20569.000,18442.000,0.000,,0.000,0.000,0.000,0.000,
OperatingLossCarryforwards,-4783.000,,,,-30000.000,,,,-44485.000,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,,0.001
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,,5000000.000,5000000.000,5000000.000,,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,
RetainedEarningsAccumulatedDeficit,,,,-11558.000,-30000.000,,-37694.000,-41547.000,-44485.000,-48285.000,-53206.000
StockholdersEquity,21884.000,22617.000,20001.000,18442.000,0.000,,-7694.000,-11547.000,-14485.000,-18285.000,-23206.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,-18285.000,
StockholdersEquityNoteSubscriptionsReceivable,3333.000,0.000,0.000,0.000,0.000,,,,,,
