,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-08-09,2012-11-07,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndNotesReceivableNet,,,,,,,,237000.000,,,195000.000,195000.000,,,0.000,0.000,,,,,,,,,
AccountsPayableCurrent,5682000.000,5037000.000,7041000.000,4825000.000,6092000.000,,,4154000.000,4101000.000,5719000.000,6784000.000,4996000.000,5342000.000,4979000.000,4800000.000,4252000.000,7375000.000,6398000.000,4339000.000,2683000.000,5617000.000,6427000.000,5188000.000,5223000.000,5912000.000
AccountsPayableOtherCurrent,,,,,,,,,,,,,,3277000.000,60000.000,,,,,,,,,,
AccountsReceivableNet,,,,,,,,,,,,100000.000,,,,200000.000,,,,,,,,,
AccountsReceivableNetCurrent,178000.000,129000.000,161000.000,304000.000,258000.000,,,324000.000,173000.000,246000.000,402000.000,423000.000,189000.000,221000.000,234000.000,504000.000,378000.000,336000.000,272000.000,369000.000,219000.000,116000.000,72000.000,298000.000,178000.000
AccruedLiabilitiesCurrent,10308000.000,9516000.000,9949000.000,10514000.000,7629000.000,,,6348000.000,7101000.000,7411000.000,7598000.000,5796000.000,6182000.000,7404000.000,7568000.000,6356000.000,6001000.000,6699000.000,7804000.000,6221000.000,4698000.000,5383000.000,5112000.000,5605000.000,4991000.000
AccruedProfessionalFeesCurrent,,,,,,,,993000.000,,,,1013000.000,,,,992000.000,,,,614000.000,,,,634000.000,
AccruedRentCurrent,,,,,,,,144000.000,,,,150000.000,,,,147000.000,,,,76000.000,,,,219000.000,
AccruedRentCurrentAndNoncurrent,,,,,,,,,200000.000,,,,,,,,,,,,,,,,
AccruedRoyaltiesCurrent,,,,,,,,252000.000,,,,104000.000,,,,105000.000,,,,68000.000,,,,75000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,73640000.000,,,,71972000.000,,,,73065000.000,,,,72673000.000,,,,72028000.000,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,427000.000,,,,,,,,,,,,339000.000,,,,307000.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,-1104000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1287000.000,-1267000.000,-604000.000,-427000.000,-1233000.000,,,-677000.000,-1621000.000,-1475000.000,-646000.000,-743000.000,-680000.000,-115000.000,-288000.000,-109000.000,133000.000,-141000.000,323000.000,686000.000,1273000.000,2190000.000,3597000.000,1834000.000,4213000.000
AdditionalPaidInCapital,42146000.000,42251000.000,42329000.000,42408000.000,42455000.000,,,42614000.000,42567000.000,42626000.000,42556000.000,42592000.000,42654000.000,41410000.000,41344000.000,40672000.000,40442000.000,40408000.000,40435000.000,40494000.000,38904000.000,37825000.000,39164000.000,38190000.000,35873000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,100000.000,100000.000,100000.000,100000.000,140000.000,280000.000,300000.000,300000.000,200000.000,200000.000,200000.000,200000.000,300000.000,400000.000,400000.000,500000.000,500000.000,500000.000
AllowanceForDoubtfulAccountsReceivableCurrent,17000.000,20000.000,20000.000,22000.000,26000.000,,,20000.000,31000.000,89000.000,40000.000,142000.000,286000.000,269000.000,288000.000,213000.000,215000.000,237000.000,249000.000,261000.000,413000.000,441000.000,456000.000,463000.000,486000.000
