,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,168952.000,209679.000,228429.000,252179.000,240929.000,266026.000,312531.000,316846.000,152084.000,180782.000,195584.000,217334.000,36084.000,39784.000,0.000
AccountsPayableCurrent,61255.000,221905.000,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,,,,89924.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-741.000,-1592.000,-2389.000,,,,,,,,,,,,,,
AdditionalPaidInCapital,1135962.000,1161960.000,1161960.000,1161960.000,1175413.000,1175413.000,6425151.000,6425151.000,7606629.000,11580129.000,11580128.000,12639978.000,13812072.000,13890057.000,14102486.000,14172486.000,14228466.000
Assets,1109673.000,971145.000,1045641.000,912321.000,889407.000,847138.000,5988036.000,1499511.000,2368478.000,3844798.000,4469356.000,4245590.000,3977639.000,3647372.000,3070987.000,2745861.000,1815998.000
AssetsCurrent,911041.000,775889.000,853761.000,818070.000,796844.000,756263.000,748070.000,555506.000,482623.000,2350027.000,2098630.000,2011777.000,1948871.000,1844388.000,1458126.000,1336937.000,544530.000
Cash,911782.000,599599.000,778268.000,818070.000,796844.000,756263.000,748070.000,555506.000,482623.000,2350027.000,1898484.000,1811871.000,1748847.000,1844388.000,1458126.000,1336937.000,544530.000
CashAndCashEquivalentsAtCarryingValue,733910.000,599599.000,778268.000,818070.000,796844.000,756263.000,748070.000,555506.000,482623.000,2350027.000,1898484.000,1811871.000,1748847.000,1844388.000,1458126.000,1336937.000,544530.000
CashUninsuredAmount,,,,,,,,,,,,1303129.000,,,,1039643.000,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
CommonStockSharesIssued,3136316.000,3162316.000,3162316.000,3162316.000,3171816.000,3171816.000,5786816.000,5786816.000,6013816.000,6013816.000,6513816.000,7513816.000,8580816.000,8730816.000,9198954.000,9198954.000,9398954.000
CommonStockSharesOutstanding,3136316.000,3162316.000,3162316.000,3162316.000,3171816.000,3171816.000,5786816.000,5786816.000,6013816.000,6013816.000,6513816.000,7513816.000,8580816.000,8730816.000,9198954.000,9198954.000,9398954.000
CommonStockValue,314.000,316.000,316.000,316.000,317.000,317.000,579.000,579.000,601.000,601.000,601.000,751.000,858.000,873.000,920.000,920.000,940.000
ConvertibleNotesPayable,,,350000.000,350000.000,350000.000,350000.000,351393.000,353060.000,357216.000,363218.000,371676.000,383980.000,402308.000,430075.000,472623.000,0.000,
ConvertibleNotesPayableCurrent,,,,,,,,,,,,,,,,498820.000,18079.000
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,,1610808.000,,,,,,,,637244.000,
DeferredTaxAssetsNet,,,,,,,,0.000,,,,,,,,0.000,
DeferredTaxAssetsValuationAllowance,,,,,,,,1610808.000,,,,,,,,637244.000,
