,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdditionsToNoncurrentAssets,,,,,,593000000.000,689000000.000,,,,,,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,,,,,,,,,,,26000000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,,,,,,,,,,400000.000,,300000.000,300000.000
AvailableForSaleSecuritiesGrossRealizedGains,59000000.000,36000000.000,26000000.000,23000000.000,16000000.000,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedLosses,7000000.000,11000000.000,10000000.000,17000000.000,6000000.000,,,,,,,,,,,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,265000000.000,,,,247000000.000,,,,276000000.000,,,,434000000.000,,,,492000000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,620000000.000,,,,97000000.000,,,,41000000.000,,,,162000000.000,,,,606000000.000,,,,198000000.000,,,,-230000000.000,
CashFlowHedgeGainLossReclassifiedToRevenueNet,261000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockDividendsPerShareCashPaid,0.343,0.343,0.343,0.341,0.355,0.355,0.355,0.355,0.360,0.360,0.360,0.360,0.370,0.370,0.370,0.370,0.390,0.390,0.390,0.390,0.410,0.410,0.410,0.410,0.430,0.430
ComprehensiveIncomeNetOfTax,495000000.000,331000000.000,217000000.000,,,,,,,,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,537000000.000,194000000.000,335000000.000,158000000.000,353000000.000,326000000.000,414000000.000,443000000.000,394000000.000,226000000.000,418000000.000,292000000.000,599000000.000,338000000.000,417000000.000,313000000.000,497000000.000,204000000.000,361000000.000,-143000000.000,135000000.000,125000000.000
