,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsPayableCurrent,,,,,,128417.000,183000.000,180112.000
AccountsPayableCurrentAndNoncurrent,,,,,367974.000,,,
AccruedLiabilitiesCurrent,109437.000,162005.000,218880.000,48686.000,175000.000,473783.000,445091.000,537984.000
AccruedPayrollTaxesCurrent,,,,,,199051.000,185153.000,201822.000
AccruedProfessionalFeesCurrent,,,,,,15400.000,17800.000,18200.000
AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,,,,,,16586.000,25972.000,
AccumulatedCapitalizedInterestCosts,,,,,198823.000,193586.000,188349.000,183114.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,95600.000,130464.000,165330.000
AdditionalPaidInCapital,417785.000,417785.000,417785.000,422785.000,1667868.000,1667868.000,1750512.000,789051.000
Assets,1470361.000,1470001.000,1470027.000,950000.000,6700879.000,5752974.000,6162100.000,2682566.000
AssetsCurrent,1470361.000,1470001.000,1470027.000,950000.000,1432752.000,490596.000,435725.000,480673.000
AssetsNet,,,,,,4841801.000,4841801.000,
AssetsNoncurrent,,,,,5268127.000,4334774.000,4833151.000,1350869.000
Cash,,,,,226088.000,,,
CashAndCashEquivalentsAtCarryingValue,361.000,1.000,27.000,,226088.000,152372.000,66414.000,79606.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,7500000000.000,7500000000.000,7500000000.000
CommonStockSharesIssued,124337367.000,124337367.000,124337367.000,126337367.000,126337367.000,126337367.000,133002187.000,149977595.000
CommonStockSharesOutstanding,124337367.000,124337367.000,124337367.000,126337367.000,126337367.000,126337367.000,133002187.000,149977595.000
CommonStockValue,12434.000,12434.000,12434.000,12634.000,12634.000,12634.000,13300.000,14998.000
ConvertibleDebtCurrent,,,9578.000,53686.000,144699.000,,,
ConvertibleDebtNoncurrent,,,,,,593476.000,911536.000,1308544.000
ConvertibleNotesPayable,,,,,,,3007275.000,3567795.000
DebtInstrumentFairValue,,,,,,2371545.000,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,0.080
DeferredFinanceCostsCurrentNet,,,,,67889.000,,,
DeferredFinanceCostsGross,,,,,,40089.000,40089.000,
DeferredFinanceCostsNet,,,,,,58503.000,49117.000,
DeferredFinanceCostsNoncurrentGross,,,,,,75089.000,75089.000,
DeferredFinanceCostsNoncurrentNet,,,,,,58503.000,49117.000,
DeferredTaxAssetsNet,0.000,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,205624.000,,,,,,,
DeferredTaxAssetsValuationAllowance,-205624.000,,,,,,,
DepositsAssetsNoncurrent,,,,,,3740.000,3740.000,13505.000
DerivativeFairValueOfDerivativeLiability,,,,,,11190307.000,,
DerivativeLiabilitiesCurrent,,,44817.000,42823.000,4237890.000,11190307.000,5746209.000,10164872.000
DueToAffiliateCurrent,36628.000,36628.000,36628.000,,,,,
DueToRelatedPartiesCurrent,0.000,,,,,,,
Goodwill,,,,,4038945.000,4038945.000,4038945.000,
InterestPayableCurrent,,,,,,115424.000,176709.000,256522.000
InventoryNet,,,,,81049.000,75079.000,76226.000,71382.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,,,,,40000.000,553000.000,1154250.000
Liabilities,1644909.000,1683804.000,1808747.000,1124039.000,6969094.000,,,
LiabilitiesAndStockholdersEquity,1470361.000,1470001.000,1470027.000,950000.000,6700879.000,5752974.000,6162100.000,2682566.000
LiabilitiesCurrent,1644909.000,1683804.000,1808747.000,1124039.000,5875563.000,11843792.000,6426210.000,10935086.000
LiabilitiesNoncurrent,,,,,1093531.000,1430364.000,1714275.000,1308544.000
LoansReceivableCommercialRealEstate,1470000.000,1470000.000,1470000.000,950000.000,950000.000,,,
MinorityInterest,,,,,883009.000,836888.000,802739.000,-82288.000
NotesPayableCurrent,1470000.000,1470000.000,1470000.000,950000.000,950000.000,,,
NotesPayableRelatedPartiesClassifiedCurrent,28844.000,29671.000,28844.000,28844.000,,,,
OtherAccruedLiabilitiesCurrent,,,,,,45600.000,,
OtherDeferredCostsGross,,,,,,35000.000,35000.000,
OtherNotesPayable,,,,,210522.000,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
PreferredStockSharesIssued,95000.000,95000.000,95000.000,95000.000,100000.000,,,
PreferredStockSharesOutstanding,95000.000,95000.000,95000.000,95000.000,100000.000,,,
PreferredStockValue,10.000,10.000,10.000,10.000,10.000,,,
PrepaidExpenseCurrent,,,,,,31988.000,19425.000,7874.000
