,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,351943.000,346395.000,,319704.000,339673.000,339740.000,2867804.000,2721049.000,3459069.000,3611287.000,4083294.000,4250875.000,4356370.000,4464712.000,4465149.000,4579557.000,4801343.000,4946447.000
AccountsPayableAndOtherAccruedLiabilities,,,,,,,1662172.000,1414187.000,2092207.000,,1868534.000,1927780.000,1922716.000,1918240.000,1672947.000,1670885.000,1910296.000,1942685.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,296683.000,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,1205632.000,1306862.000,1366862.000,,2214760.000,2323095.000,2433654.000,2546472.000,2792202.000,2908672.000,2891047.000,3003762.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,-405518.000,-442640.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentBeforeTax,,,-13791.000,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-20612.000,-7588.000,-8227.000,-22007.000,-30561.000,-47298.000,-45499.000,35043.000,-100524.000,10968.000,-205152.000,-131123.000,-91616.000,70066.000,535782.000,655196.000,694663.000,666533.000
AdditionalPaidInCapital,8757631.000,9118752.000,9204361.000,9252016.000,9271356.000,9278303.000,34480163.000,34465188.000,34718532.000,34912882.000,35403285.000,35603085.000,35780684.000,36080384.000,36246114.000,36285514.000,36335444.000,36335444.000
Assets,315961.000,352380.000,229118.000,204817.000,176189.000,178216.000,31015984.000,30817985.000,30857628.000,30681939.000,30507567.000,30437832.000,30407255.000,30423351.000,508767.000,476409.000,445848.000,431365.000
AssetsCurrent,15647.000,114034.000,33347.000,12429.000,10532.000,26981.000,419974.000,297259.000,348104.000,412384.000,262992.000,224958.000,230576.000,283102.000,101397.000,95419.000,80381.000,78969.000
CapitalLeaseObligationsCurrent,69511.000,60520.000,60520.000,62790.000,62154.000,63761.000,56284.000,47923.000,50505.000,50505.000,55784.000,55784.000,69446.000,56732.000,50622.000,45591.000,43627.000,44070.000
CapitalLeaseObligationsNoncurrent,178333.000,137690.000,108320.000,112379.000,99054.000,92106.000,75199.000,67658.000,57146.000,48978.000,35692.000,23665.000,,,,,,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,132136.000,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,,,60211.000,,,,
CapitalLeasesFutureMinimumPaymentsDueInRollingYearTwo,,,,,,,,,,,,,,23058.000,,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,,,,,,,,3479.000,,,,
CapitalLeasesFutureMinimumPaymentsNextRollingTwelveMonths,,,,,,,,,,,,,,37153.000,,,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,,,,,,,,,56732.000,,,,
CapitalizedComputerSoftwareGross,,,,,50822.000,52840.000,,,,,,,,,,,,
Cash,2790.000,100304.000,28948.000,7368.000,4106.000,21635.000,63986.000,29652.000,65586.000,116645.000,22922.000,14626.000,20862.000,98287.000,1524.000,2454.000,1791.000,
CashAndCashEquivalentsAtCarryingValue,,,,7368.000,4106.000,21635.000,,,,,,,,,,,,1021.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,250000000.000,50000000.000,50000000.000,250000000.000,50000000.000,50000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,54075506.000,58320344.000,38488044.000,38488044.000,,,42495244.000,42345244.000,45500896.000,45500896.000,46500896.000,46500896.000,46500896.000,46500896.000,46700896.000,47900896.000,47900896.000,47900896.000
