,2011-11-30,2012-02-29,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,3703.000,644.000,,,,,,,,,,,,,,,,,,,,,
AccountsPayableCurrent,,,1725961.000,1634995.000,1435595.000,216974.000,258409.000,431855.000,379402.000,376600.000,454783.000,536659.000,275330.000,458997.000,179109.000,454430.000,491113.000,585224.000,9201.000,418699.000,618763.000,884311.000,756701.000
AccountsReceivableGross,,,,,,766277.000,,,,,,,,,,,,,,,,,
AccountsReceivableGrossCurrent,,,,,,,,,,,871427.000,,,,1337792.000,,,,2629798.000,,,,4763726.000
AccountsReceivableGrossNoncurrent,,,,,,,,,,,,,,,671291.000,671291.000,,,671291.000,,,,
AccountsReceivableNet,,,,,,561697.000,,,,,,,,,,,,,,,,,5092404.000
AccountsReceivableNetCurrent,,,1162380.000,1094448.000,726063.000,561697.000,327015.000,493587.000,617001.000,659814.000,649890.000,671723.000,680386.000,888499.000,1058339.000,1285959.000,1553945.000,2056211.000,2179852.000,2760765.000,3484606.000,4536672.000,4434862.000
AccountsReceivableNetNoncurrent,,,,,,,,,,,,,,,,,,,,,,,657542.000
AccountsReceivableRelatedParties,,,2209960.000,,270478.000,,270478.000,,,,,,,,,,,,,,,,
AccountsReceivableRelatedPartiesCurrent,,,772793.000,0.000,0.000,,,,,,,,,,,,,,,,,,
AccruedEmployeeBenefitsCurrent,,,,,,50923.000,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,282335.000,687240.000,973500.000,261307.000,97380.000,126462.000,115536.000,133148.000,143975.000,170205.000,166271.000,223072.000,173663.000,218244.000,232595.000,281539.000,176974.000,250267.000,232949.000,282085.000,262911.000
AccruedRentCurrent,,,4782.000,5274.000,5766.000,6257.000,7844.000,11238.000,,,,,,,,,,,,,,,
AccruedRentNoncurrent,,,19710.000,18146.000,16582.000,15017.000,20319.000,18271.000,,,,,,,,,,,,,,,
AccruedSalariesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,87500.000,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,455871.000,541216.000,648629.000,740548.000,837427.000,938703.000,1044098.000,1153943.000,1268502.000,1387876.000,1512646.000,1516268.000,1651352.000,1680687.000,1391623.000,1515529.000,1107836.000,1090010.000
AdditionalPaidInCapital,8760.000,-27960.000,6778754.000,6845754.000,11212809.000,12153615.000,12789218.000,13662387.000,14294242.000,15343576.000,16302118.000,18091032.000,21915210.000,22170190.000,24898647.000,24977355.000,25080272.000,25171929.000,26353451.000,26325671.000,26386870.000,26585243.000,33607423.000
AllowanceForDoubtfulAccountsReceivable,,,61500.000,84541.000,99580.000,204580.000,57535.000,,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,86372.000,101371.000,215643.000,221537.000,234049.000,234049.000,241027.000,279453.000,311342.000,332558.000,305297.000,449946.000,449946.000,449946.000,369947.000,328864.000
AllowanceForDoubtfulAccountsReceivableNoncurrent,,,,,,,,502315.000,502315.000,625962.000,625963.000,625963.000,625962.000,625962.000,625963.000,625963.000,625963.000,625963.000,625963.000,625963.000,625963.000,625963.000,625963.000
Assets,1489.000,511.000,6039234.000,3718379.000,5340190.000,3497198.000,3192121.000,3770193.000,4496111.000,3674301.000,3583840.000,4791638.000,5366731.000,4560934.000,5918248.000,5644060.000,5254203.000,5129919.000,4506771.000,4930899.000,5877218.000,7122495.000,10673554.000
AssetsCurrent,,511.000,4623373.000,1582511.000,3305028.000,1736648.000,1412820.000,2007250.000,2430037.000,1818690.000,1816702.000,3084855.000,3813904.000,3001082.000,4461881.000,4184546.000,3804632.000,3699755.000,3086703.000,3455312.000,4334924.000,5528112.000,8314074.000
AssetsHeldForSalePropertyPlantAndEquipment,,,,,,,1806299.000,,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,183747.000,,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,257322.000,215316.000,5250.000,5250.000,5250.000,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,,,,,3200.000,,,,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,,,,,,,,,,,,,,,,,,,,900000.000
CapitalizedComputerSoftwareAccumulatedAmortization,,,,,,226454.000,-361296.000,,,,,,,,,,,,,,,,
CapitalizedComputerSoftwareGross,,,,,,,1491035.000,1619226.000,1722689.000,1809860.000,1894215.000,1975640.000,2061563.000,2147783.000,2244802.000,2336196.000,2421204.000,2515703.000,2567383.000,2321367.000,2451208.000,2091660.000,2131344.000
CapitalizedComputerSoftwareNet,,,,,,1388824.000,1491035.000,,,,,,,,,,,,,,,,
CapitalizedCostsSupportEquipmentAndFacilities,,,,,,45718.000,,,,,,,,,,,,,,,,,
Cash,,,,,,,,,1400000.000,1100000.000,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,1489.000,511.000,246525.000,265570.000,2477356.000,644988.000,479344.000,641009.000,1096690.000,850627.000,247380.000,1416407.000,2101157.000,1158339.000,2159463.000,1672730.000,1008417.000,1522722.000,783796.000,480317.000,707379.000,897098.000,2756217.000
CashCashEquivalentsAndShortTermInvestments,,,,,,,,,,,1100000.000,2300000.000,3000000.000,2000000.000,3300000.000,2800000.000,2100000.000,,,,,,
CashFDICInsuredAmount,,,,,,,,,,,,,,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,,,,250000.000
CashUninsuredAmount,,,,,,,,,,,592000.000,,,,3130003.000,,,,1224863.000,,250000.000,250000.000,2687461.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,0.500,,,,0.155,,,,,,,,
CommitmentsAndContingencies,,,,0.000,,,,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,300000000.000,120000000.000,120000000.000,120000000.000,120000000.000,60000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,122400000.000,48960000.000,35275204.000,35295204.000,53164863.000,55243719.000,56858005.000,59390365.000,59390365.000,69667107.000,73414478.000,88203020.000,112561314.000,113298156.000,128253605.000,128486938.000,128536938.000,128511605.000,135158145.000,138158145.000,138158145.000,11502894.000,13520679.000
CommonStockSharesOutstanding,122400000.000,48960000.000,35275204.000,35295204.000,53164863.000,55043719.000,56658005.000,59190365.000,59190365.000,69467107.000,73214478.000,88003020.000,112361314.000,113098156.000,128053605.000,128286938.000,128336938.000,128311605.000,134958145.000,137958145.000,137958145.000,11484012.000,13504012.000
