,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-06-30,2015-12-31,2016-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,1180902.000,1539524.000,1913970.000
AccountsPayableCurrent,787.000,1119.000,3919.000,39498.000,48747.000,34414.000,15969.000,37166.000,84677.000,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,413507.000,436384.000
AccountsReceivableNetCurrent,,,,,,,,,,95218.000,,
AdditionalPaidInCapitalCommonStock,39680.000,52130.000,46395.000,46395.000,46395.000,46395.000,71370.000,71370.000,71370.000,9063091.000,10875648.000,11581666.000
Assets,24519.000,18389.000,14696.000,,,,794.000,675.000,675.000,2693802.000,1654594.000,1678555.000
AssetsCurrent,24519.000,18389.000,14696.000,,,,794.000,675.000,675.000,718040.000,110242.000,203578.000
BankOverdrafts,,,,,,,,,,,4449.000,39219.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,177875.000,154997.000,143558.000
Cash,,,,,,,,,,451229.000,,
CashAndCashEquivalentsAtCarryingValue,24519.000,18389.000,14696.000,,,,794.000,675.000,675.000,451229.000,,
CashUninsuredAmount,,,,,,,,,,0.000,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,1650000000.000,1650000000.000,1650000000.000,1650000000.000,1650000000.000,1650000000.000,1650000000.000,687500000.000,687500000.000,687500000.000
CommonStockSharesIssued,3200000.000,3700000.000,61050000.000,61050000.000,61050000.000,61050000.000,61300000.000,61300000.000,61300000.000,34383109.000,38123120.000,38680263.000
CommonStockSharesOutstanding,3200000.000,3700000.000,61050000.000,61050000.000,61050000.000,61050000.000,61300000.000,61300000.000,61300000.000,34383109.000,,
CommonStockValue,320.000,370.000,6105.000,6105.000,6105.000,6105.000,6130.000,6130.000,6130.000,3438.000,3812.000,3868.000
ContractualObligation,,,,,,,,,,18257487.000,17331283.000,17104807.000
ConvertibleNotesPayableCurrent,,,,,,,,,,,,611428.000
DeferredRentAssetNetCurrent,,,,,,,,,,-44508.000,,
DeferredRentCreditCurrent,,,,,,,,,,,33127.000,37719.000
DeferredRentCreditNoncurrent,,,,,,,,,,1214863.000,1456409.000,1371122.000
