,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccretionExpense,,,,,259000.000,,227000.000,408000.000,,,1513000.000,,,,1716000.000,,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,3000.000,,,,2000.000,,,,3000.000,,,,2000.000,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,,,398000.000,,,,,,,,,,
AmortizationOfESOPAward,,,6000.000,,,,5000.000,,,,181000.000,,,,98000.000,,
AmortizationOfFinancingCosts,,,,66000.000,228000.000,,586000.000,815000.000,1100000.000,1399000.000,1900000.000,,,,1500000.000,1300000.000,1100000.000
AmortizationOfIntangibleAssets,,,,46000.000,371000.000,,4500000.000,4700000.000,10700000.000,17500000.000,17800000.000,8700000.000,3300000.000,1800000.000,1400000.000,858000.000,868000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,5400.000,,,,10600.000,,,,,,
AssetManagementCosts,,,,,,,418000.000,,,,,,,,,,
AssetManagementFees,,,,284000.000,111000.000,,,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,-21365000.000,,,,,,-8942000.000,-99000.000,-4040000.000,,,,
BusinessAcquisitionsProFormaRevenue,,,,,19232000.000,,,,,,62678000.000,66439000.000,66812000.000,,,,
BusinessCombinationAcquisitionRelatedCosts,554000.000,13000.000,529000.000,1080000.000,15035000.000,3250000.000,1008000.000,1632000.000,9327000.000,1769000.000,3718000.000,-1707000.000,200000.000,155000.000,0.000,98000.000,-10000.000
BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual,,,,,,,-1338000.000,-18159000.000,-24156000.000,14858000.000,,,,,,,
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,,,,,,6870000.000,36707000.000,48497000.000,118084000.000,,,,,,,
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentConsiderationTransferred,,,,,,,,,,,,,,,0.000,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,,,366000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,58000.000,,,,15694000.000,,,,-287000.000,,,,8553000.000,,
CashFlowHedgeLossReclassifiedToEarnings,,,,,,,310000.000,,,,,,,,,,
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,,,,,,,,,,,0.000,9493000.000,4709000.000,,,,
CommonStockDividendsPerShareCashPaid,,,,,,,0.300,,,,0.300,,,,0.300,,
