,2013-05-31,2013-11-30,2014-05-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AdjustmentForAmortization,,95.000,,0.000,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,,,,,,,,,,,,18350.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,13704.000,,-10911.000,,,,8158.000,,,,13599.000,,
ComprehensiveIncomeNetOfTax,,,,-2574.000,,,,,,,,,,
DebtInstrumentConvertibleBeneficialConversionFeature,,0.000,,,,,,,,,,,,
DividendsAndInterestPaid,,,,0.000,,,,,,,,,,
EarningsPerShareBasicAndDiluted,0.000,-0.001,-0.001,0.000,0.000,-0.000,-0.002,-0.001,-0.000,-0.001,-0.001,-0.001,-0.001,-0.001
FairValueAssumptionsExpectedVolatilityRate,,,,1.000,,,,,,,,,,
FairValueAssumptionsRiskFreeInterestRate,,,,0.010,,,,,,,,,,
GeneralAndAdministrativeExpense,2181.000,4354.000,12335.000,1776.000,6228.000,1385.000,7252.000,4785.000,2486.000,6574.000,9683.000,5556.000,8293.000,9121.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-2817.000,,,,,,,,,,,,,
IncomeLossIncludingPortionAttributableToNoncontrollingInterest,,-5152.000,,,,,,,,,,,,
IncomeTaxExpenseBenefit,0.000,,,,,,,,,,,,,
IncomeTaxesPaidNet,,0.000,,0.000,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,-13653.000,,-2055.000,,,,-7807.000,,,,10226.000,,
IncreaseDecreaseInAccruedLiabilities,,750.000,,-7080.000,,,,750.000,,,,-6200.000,,
IncreaseDecreaseInNotesPayableCurrent,,798.000,,798.000,,,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,866.000,,0.000,,,,,,,,375.000,,
InterestExpense,-636.000,-798.000,-807.000,798.000,,807.000,,1012.000,1196.000,1215.000,1444.000,1859.000,2472.000,2268.000
InterestExpenseDebt,,,,,,,,1012.000,,,,1737.000,,
InterestPaid,,0.000,,798.000,-789.000,,,1012.000,,,,1737.000,,
NetCashProvidedByUsedInFinancingActivities,,30000.000,,0.000,,,,20000.000,,,,20000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,30000.000,,0.000,,,,20000.000,,,,20000.000,,
NetCashProvidedByUsedInInvestingActivities,,0.000,,0.000,,,,,,,,-5246.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000,,0.000,,,,,,,,-5246.000,,
NetCashProvidedByUsedInOperatingActivities,,-16296.000,,-10911.000,,,,-11842.000,,,,-1155.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-16296.000,,-10911.000,,,,-11842.000,,,,-1155.000,,
NetIncomeLoss,,-5152.000,-13142.000,-2574.000,,-2192.000,,-5797.000,-3682.000,-7789.000,-11127.000,-7415.000,-10765.000,-11389.000
OperatingIncomeLoss,-2181.000,-4354.000,-12335.000,-1776.000,-6228.000,-1385.000,-7252.000,-4785.000,-2486.000,-6574.000,-9683.000,-5556.000,-8293.000,-9121.000
PaymentsToAcquireIntangibleAssets,,0.000,,0.000,,,,,,,,5246.000,,
ProceedsFromConvertibleDebt,,0.000,,,,,,20000.000,,,,20000.000,,
ProceedsFromIssuanceOfCommonStock,,65000.000,,0.000,,,,,,,,,,
ProceedsFromNotesPayable,,0.000,,,,,,,,,,,,
ProfitLoss,-2817.000,-5152.000,,-2574.000,-7017.000,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,9500000.000,10137363.000,10800000.000,10800000.000,10800000.000,10800000.000,-21600000.000,10800000.000,10800000.000,10800000.000,-21600000.000,10800000.000,10800000.000,10800000.000
