,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,37000.000,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,14000.000,,,,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,3659000.000,,,,
AffiliateCosts,,,,,5487000.000
AmortizationOfDebtDiscountPremium,,,,-12000.000,-367000.000
AmortizationOfFinancingCosts,,141000.000,472000.000,758000.000,2074000.000
AmortizationOfIntangibleAssets,,451000.000,2079000.000,7177000.000,29467000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,185794.000,408900.000
AssetImpairmentCharges,,,,186000.000,4434000.000
BusinessAcquisitionsProFormaNetIncomeLoss,,-1045000.000,-4972000.000,20615000.000,5405000.000
BusinessAcquisitionsProFormaRevenue,,5783000.000,10903000.000,80083000.000,132005000.000
BusinessCombinationAcquisitionRelatedCosts,,987000.000,978000.000,11891000.000,9783000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationAsset1,,,,,13695000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,-672000.000,
CapitalExpendituresIncurredButNotYetPaid,,,,1284000.000,-981000.000
CashPeriodIncreaseDecrease,-1000.000,278000.000,13017000.000,157668000.000,-130930000.000
CommonStockDividendsPerShareCashPaid,,,,,0.640
ComprehensiveIncomeNetOfTax,,-2202000.000,-4802000.000,-12861000.000,-1476000.000
DebtInstrumentUnusedBorrowingCapacityFee,,,,300000.000,
Depreciation,,657000.000,3116000.000,6857000.000,20154000.000
DepreciationAndAmortization,,1108000.000,5202000.000,14080000.000,49755000.000
DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,,,,-5000.000,0.000
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,,-98000.000,-229000.000,-83000.000
DirectCostsOfLeasedAndRentedPropertyOrEquipment,,295000.000,2337000.000,8844000.000,34732000.000
EarningsPerShareBasicAndDiluted,,-6.150,-1.460,-0.260,-0.010
ExtinguishmentOfDebtGainLossNetOfTax,,,-130000.000,0.000,0.000
GainLossOnSaleOfProperties,,,,-19000.000,1021000.000
GeneralAndAdministrativeExpense,313000.000,245000.000,457000.000,2558000.000,8743000.000
IncomeTaxesPaid,,,12000.000,411000.000,368000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,38000.000,1486000.000,-922000.000,5144000.000,5185000.000
IncreaseDecreaseInOtherOperatingLiabilities,,148000.000,234000.000,1193000.000,2383000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,36000.000,527000.000,1527000.000,4244000.000,15071000.000
IncreaseDecreaseInRestrictedCashAndInvestmentsForOperatingActivities,,,,,339000.000
IncreaseInRestrictedCash,,,,,1020000.000
InterestExpense,,833000.000,2761000.000,3907000.000,8374000.000
InterestPaid,,599000.000,2311000.000,3088000.000,6538000.000
LeaseAndRentalExpense,,,,,700000.000
NetCashProvidedByUsedInFinancingActivities,259000.000,12993000.000,26543000.000,739992000.000,267750000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,259000.000,12993000.000,26543000.000,739992000.000,267750000.000
NetCashProvidedByUsedInInvestingActivities,,-12902000.000,-12740000.000,-586368000.000,-428538000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-12902000.000,-12740000.000,-586368000.000,-428538000.000
NetCashProvidedByUsedInOperatingActivities,-260000.000,187000.000,-786000.000,4044000.000,29858000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-260000.000,187000.000,-786000.000,4044000.000,29858000.000
NetIncomeLoss,-313000.000,-2202000.000,-4704000.000,-12632000.000,-1393000.000
NoncashOrPartNoncashAcquisitionDebtAssumed1,,,,,42612000.000
NonoperatingIncomeExpense,,,-2891000.000,-3854000.000,-7332000.000
OperatingExpenses,313000.000,2635000.000,8974000.000,36887000.000,99239000.000
OperatingIncomeLoss,,-1369000.000,-1813000.000,-8778000.000,5939000.000
OperatingLeasesIncomeStatementLeaseRevenue,,990000.000,5406000.000,21450000.000,80975000.000
OtherNonoperatingIncomeExpense,,,,72000.000,21000.000
OtherRealEstateDisposals,,0.000,-254000.000,959000.000,2215000.000
PaymentsForCapitalImprovements,,,165000.000,1549000.000,7495000.000
PaymentsForDepositsOnRealEstateAcquisitions,,,,1344000.000,0.000
PaymentsForPreviousAcquisition,,,,672000.000,0.000
PaymentsForProceedsFromPreviousAcquisition,,,,,-15116000.000
PaymentsForRepurchaseOfCommonStock,,,87000.000,308000.000,7429000.000
PaymentsOfDividends,,121000.000,1080000.000,12208000.000,26235000.000
PaymentsOfFinancingCosts,,783000.000,949000.000,7061000.000,812000.000
PaymentsOfStockIssuanceCosts,1378000.000,1286000.000,7209000.000,90112000.000,1176000.000
PaymentsToAcquireRealEstate,,12902000.000,12575000.000,584018000.000,437642000.000
ProceedsFromContributionsFromAffiliates,1635000.000,604000.000,0.000,,
ProceedsFromIssuanceOfCommonStock,,7671000.000,62311000.000,853535000.000,0.000
ProceedsFromLongTermLinesOfCredit,,,,,304000000.000
ProceedsFromNotesPayable,,7235000.000,0.000,0.000,
ProceedsFromRepaymentsOfRestrictedCashFinancingActivities,,-327000.000,-691000.000,-2451000.000,
ProceedsFromSaleOfLandHeldforinvestment,,,,543000.000,2503000.000
ProvisionForDoubtfulAccounts,,,,,1241000.000
RealEstateAccumulatedDepreciationDepreciationExpense,,657000.000,,,
RealEstateAccumulatedDepreciationRealEstateSold,,,,959000.000,233000.000
RealEstateOtherAdditions,,,,,6817000.000
RepaymentsOfNotesPayable,,,7235000.000,0.000,0.000
RepaymentsOfSecuredDebt,,,29517000.000,384000.000,598000.000
Revenues,0.000,1266000.000,7161000.000,28109000.000,105178000.000
SECScheduleIIIRealEstateAccumulatedDepreciationDepreciationExpense,,,3116000.000,6857000.000,20155000.000
SalesRevenueNet,0.000,1266000.000,7161000.000,28109000.000,105178000.000
ShareBasedCompensation,51000.000,15000.000,38000.000,93000.000,43000.000
StockIssuedDuringPeriodSharesDividendReinvestmentPlan,,0.000,100000.000,1560476.000,
StockIssuedDuringPeriodValueDividendReinvestmentPlan,,19000.000,663000.000,14824000.000,35140000.000
StockRepurchasedDuringPeriodShares,,,,64818.000,1281670.000
TenantReimbursements,,276000.000,1755000.000,6659000.000,24203000.000
TreasuryStockAcquiredAverageCostPerShare,,,,9.800,9.460
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,358267.000,3216903.000,49231737.000,96113056.000
