,2014-09-27,2015-04-04,2015-07-04,2015-10-03,2016-01-02,2016-04-02
AmortizationOfFinancingCosts,,22000.000,,,,22000.000
AmortizationOfIntangibleAssets,,1400000.000,,1408000.000,,1359000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,426000.000,,,,3170000.000
ComprehensiveIncomeNetOfTax,131000.000,478000.000,406000.000,454000.000,-163000.000,401000.000
CostOfRevenue,11436000.000,10889000.000,10853000.000,10995000.000,12340000.000,10861000.000
DeferredIncomeTaxExpenseBenefit,,121000.000,,,,12000.000
Depreciation,,241000.000,,,,218000.000
EarningsPerShareBasic,,0.080,0.040,0.030,-0.030,0.030
EarningsPerShareDiluted,,0.080,0.040,0.030,-0.030,0.030
EffectOfExchangeRateOnCashAndCashEquivalents,,-337000.000,,,,101000.000
EffectiveIncomeTaxRateContinuingOperations,,,,,,0.110
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,,,,0.340
ForeignCurrencyTransactionGainLossUnrealized,,26000.000,,,,-49000.000
GainLossOnDerivativeInstrumentsNetPretax,0.000,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,-2000.000,,,,0.000
GeneralAndAdministrativeExpense,4527000.000,4561000.000,4865000.000,5014000.000,5106000.000,5138000.000
GrossProfit,9017000.000,9885000.000,9809000.000,9956000.000,9800000.000,10379000.000
ImpairmentOfIntangibleAssetsFinitelived,,,0.000,0.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,321000.000,1050000.000,555000.000,432000.000,-558000.000,308000.000
IncomeTaxExpenseBenefit,46000.000,294000.000,214000.000,177000.000,-406000.000,34000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,-86000.000,,,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,112000.000,,,,,
IncomeTaxReconciliationNondeductibleExpenseImpairmentLosses,0.000,,,,,
IncomeTaxReconciliationOtherAdjustments,25000.000,,,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes,-5000.000,,,,,
IncreaseDecreaseInAccountsPayable,,1149000.000,,,,420000.000
IncreaseDecreaseInAccountsReceivable,,167000.000,,,,-1925000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,76000.000,,,,-521000.000
IncreaseDecreaseInIncomeTaxes,,156000.000,,,,-85000.000
IncreaseDecreaseInInventories,,1022000.000,,,,982000.000
IncreaseDecreaseInOtherOperatingAssets,,-183000.000,,,,-8000.000
InterestExpense,,64000.000,63000.000,47000.000,48000.000,46000.000
NetCashProvidedByUsedInFinancingActivities,,-2376000.000,,,,0.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-2376000.000,,,,0.000
NetCashProvidedByUsedInInvestingActivities,,-50000.000,,,,-76000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-50000.000,,,,-76000.000
NetCashProvidedByUsedInOperatingActivities,,3189000.000,,,,3145000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,3189000.000,,,,3145000.000
NetIncomeLoss,275000.000,756000.000,341000.000,255000.000,-152000.000,274000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,756000.000,341000.000,255000.000,-152000.000,274000.000
OperatingIncomeLoss,343000.000,851000.000,803000.000,782000.000,-466000.000,542000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-155000.000,-307000.000,65000.000,196000.000,-63000.000,131000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,-11000.000,-29000.000,0.000,-3000.000,-52000.000,4000.000
OtherNonoperatingIncomeExpense,-22000.000,263000.000,-185000.000,-303000.000,-44000.000,-188000.000
PaymentsToAcquirePropertyPlantAndEquipment,,53000.000,,,,76000.000
ProceedsFromLinesOfCredit,,69000.000,,,,0.000
ProceedsFromRepaymentsOfShortTermDebt,,-2445000.000,,,,0.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,3000.000,,,,0.000
RevenueFromRelatedParties,278000.000,,,,,
Revenues,20453000.000,20774000.000,20662000.000,20951000.000,22140000.000,21240000.000
SalesRevenueNet,20453000.000,20774000.000,20662000.000,20951000.000,22140000.000,21240000.000
SellingAndMarketingExpense,4147000.000,4473000.000,4141000.000,4160000.000,4146000.000,4699000.000
ShareBasedCompensation,,298000.000,,,,446000.000
UnrecordedUnconditionalPurchaseObligationPurchases,,403000.000,,,,57000.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,16000.000,65000.000,100000.000,-138000.000,88000.000
WeightedAverageNumberOfDilutedSharesOutstanding,,9603000.000,9652000.000,9687000.000,-19254000.000,9821000.000
WeightedAverageNumberOfSharesOutstandingBasic,,9587000.000,9587000.000,9587000.000,-19116000.000,9733000.000
