,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-06-30,2015-09-30,2016-03-31,2016-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,3500.000,,,,,,33964.000,
CostOfServices,,,1230.000,,0.000,0.000,5000.000,5750.000
CurrentIncomeTaxExpenseBenefit,909.000,,,,536.000,,,
Depreciation,,,,,,,184.000,359.000
EarningsPerShareBasic,0.000,0.000,0.000,0.000,0.000,0.000,,
EarningsPerShareBasicAndDiluted,,,,,,,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,,,,0.340,0.340,,
GeneralAndAdministrativeExpense,,3696.000,100.000,,11.000,0.000,7598.000,19029.000
GrossProfit,,,1365.000,,0.000,0.000,3000.000,4250.000
IncomeTaxExpenseBenefit,0.000,,,,0.000,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,-909.000,,,,-536.000,,,
IncomeTaxesPaid,0.000,,,,,,0.000,
IncreaseDecreaseInAccruedLiabilities,,,,,,,10241.000,
IncreaseDecreaseInDueToRelatedParties,,,,,,,-449.000,
IncreaseDecreaseInOtherOperatingAssets,,,,,,,14601.000,
IncreaseDecreaseInOtherReceivables,,,,,,,12000.000,
InterestPaid,0.000,,,,,,0.000,
LeaseAndRentalExpense,,,,,,,,975.000
NetCashProvidedByUsedInFinancingActivities,6173.000,,,,,,126551.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,6173.000,,,,,,126551.000,
NetCashProvidedByUsedInInvestingActivities,,,,,,,-42678.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,-42678.000,
NetCashProvidedByUsedInOperatingActivities,-2673.000,,,,,,-49909.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-2673.000,,,,,,-49909.000,
NetIncomeLoss,-2673.000,-5850.000,765.000,82.000,-1045.000,-930.000,-33733.000,-41135.000
OperatingExpenses,,5850.000,600.000,,1045.000,930.000,36733.000,45385.000
OtherCostOfServices,,,128742.000,,0.000,0.000,,
OtherGeneralAndAdministrativeExpense,979.000,2154.000,500.000,1230.000,1034.000,930.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,42678.000,
ProceedsFromIssuanceOfCommonStock,6173.000,,,,,,127000.000,
ProfessionalFees,1500.000,0.000,0.000,800.000,0.000,0.000,22135.000,9500.000
RealEstateTaxExpense,,,,,,,7000.000,16856.000
Revenues,0.000,0.000,,,,,,
SalesRevenueNet,0.000,0.000,,,,,,
SalesRevenueServicesGross,,,131337.000,,0.000,0.000,,
SalesRevenueServicesNet,,,2595.000,,0.000,0.000,8000.000,10000.000
SellingGeneralAndAdministrativeExpense,2673.000,,,,,,,0.000
StockIssuedDuringPeriodSharesIssuedForServices,,58500000.000,,,,,,
StockIssuedDuringPeriodSharesNewIssues,61730000.000,,,,,,,
StockIssuedDuringPeriodValueIssuedForCash,3500.000,,,,,,,
StockIssuedDuringPeriodValueIssuedForServices,,5850.000,,,,,,
StockIssuedDuringPeriodValueNewIssues,6173.000,,,,,,127000.000,
WeightedAverageNumberOfSharesOutstandingBasic,40575889.000,71902444.000,111338986.000,-85158092.000,185740000.000,185740000.000,188863000.000,190064778.000
