,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,44218.000,87340.000,85328.000,101265.000,115402.000,105701.000,109413.000,83793.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,2751.000,3713.000,4676.000,5638.000,6600.000,7562.000,8524.000
AdditionalPaidInCapitalCommonStock,2205054.000,2440387.000,2545815.000,2753881.000,2863724.000,2938617.000,3622920.000,4027087.000
AgriculturalRelatedInventoryGrowingCrops,511270.000,551314.000,569314.000,569314.000,569314.000,569314.000,569314.000,569314.000
AgriculturalRelatedInventoryPlantMaterial,,0.000,0.000,,,,,
Assets,651174.000,572757.000,564510.000,531048.000,499788.000,412326.000,1028271.000,999787.000
AssetsCurrent,633988.000,553052.000,542473.000,509974.000,479676.000,396470.000,388377.000,364761.000
Cash,82731.000,2092.000,7373.000,2950.000,1356.000,1379.000,,
CashAndCashEquivalentsAtCarryingValue,82731.000,2092.000,7373.000,2950.000,1356.000,1379.000,21752.000,26602.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,0.040,0.040,0.040,0.060,0.060,0.060,0.050,0.050
ClassOfWarrantOrRightOutstanding,,,,,,,,7502000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,690000000.000,690000000.000,690000000.000,690000000.000,690000000.000,690000000.000,690000000.000,690000000.000
CommonStockSharesIssued,72906281.000,75080817.000,75794151.000,78613718.000,80185146.000,81256574.000,83993431.000,87671007.000
CommonStockSharesOutstanding,72906281.000,75080817.000,75794151.000,78613718.000,80185146.000,81256574.000,83993431.000,87671007.000
CommonStockSharesSubscriptions,41250.000,,28000.000,,,,10000.000,5000.000
CommonStockValue,7291.000,7508.000,7579.000,7861.000,8019.000,8126.000,8399.000,8767.000
ConvertibleNotesPayableCurrent,20000.000,31361.000,47737.000,63920.000,76359.000,83000.000,83000.000,
DebtInstrumentInterestRateStatedPercentage,,,0.050,0.050,0.050,,,
DebtInstrumentUnamortizedDiscount,20000.000,11361.000,16376.000,,,,,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,19080.000,6641.000,,,
DebtWeightedAverageInterestRate,,,0.020,0.020,0.020,,,
DeferredTaxAssetsGross,,,,,,238536.000,,
DeferredTaxAssetsNet,,,,,,0.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,238536.000,,
DeferredTaxAssetsValuationAllowance,,,,,,238536.000,,
DepositsAssetsNoncurrent,3294.000,,3294.000,3294.000,3294.000,,,
DueFromOfficersOrStockholdersCurrent,,,,390.000,,,,
DueFromRelatedPartiesCurrent,58058.000,58058.000,58058.000,58058.000,58058.000,,,
DueToRelatedPartiesCurrent,45808.000,55641.000,60476.000,,14610.000,19444.000,34444.000,
DueToRelatedPartiesCurrentAndNoncurrent,,,,,11500.000,14995.000,59971.000,32995.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions,,,0.000,,,,,
FiniteLivedIntangibleAssetsNet,,,,,,,625000.000,621094.000
InventoryGross,511270.000,551314.000,569314.000,569314.000,569314.000,569314.000,569314.000,569314.000
InventoryNet,477185.000,486994.000,474428.000,445962.000,417496.000,389031.000,360565.000,332099.000
