,2015-11-30,2016-11-30
CashAndCashEquivalentsPeriodIncreaseDecrease,654.000,-544.000
DebtInstrumentDecreaseForgiveness,,-165610.000
EarningsPerShareBasicAndDiluted,,0.570
EffectiveIncomeTaxRateContinuingOperations,,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,-0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,0.350
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,-0.000
GeneralAndAdministrativeExpense,,8782.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,45631.000
IncomeTaxExpenseBenefit,0.000,
IncomeTaxesPaidNet,0.000,
IncreaseDecreaseInAccountsPayable,,66163.000
IncreaseDecreaseInDeferredCharges,0.000,
IncreaseDecreaseInPrepaidExpense,-9340.000,-660.000
InterestPaid,0.000,
NetCashProvidedByUsedInFinancingActivities,,53931.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,53931.000
NetCashProvidedByUsedInInvestingActivities,0.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,
NetCashProvidedByUsedInOperatingActivities,,-54475.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-54475.000
NetIncomeLoss,,45631.000
NonoperatingIncomeExpense,,165610.000
OperatingIncomeLoss,,-119979.000
ProceedsFromIssuanceOfCommonStock,40000.000,
ProceedsFromLoans,,50380.000
ProceedsFromOtherDebt,-12500.000,
ProceedsFromRelatedPartyDebt,349.000,4151.000
ProfessionalFees,,84063.000
ProfitLoss,,45632.000
RepaymentsOfDebt,,600.000
SalesRevenueGoodsNet,0.000,
StockIssuedDuringPeriodSharesNewIssues,40000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,80000.000
