,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,89082.000,246252.000,143578.000,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesNoncurrent,,,,,,,,,,,,,,,,50444.000,49505.000,109800.000,192157.000,132370.000,225315.000,328470.000
AccountsPayableCurrent,,3990.000,485.000,710.000,1860.000,385.000,11551.000,,,,21124.000,99968.000,170826.000,128254.000,255361.000,349351.000,215959.000,279128.000,351671.000,389936.000,442053.000,484413.000
AccruedLiabilitiesCurrent,,,,,,,,,,,,130326.000,146809.000,163458.000,181917.000,4296.000,,826665.000,,,316667.000,316666.000
AdditionalPaidInCapital,477716.000,477716.000,477716.000,477716.000,477716.000,477716.000,485236.000,,,11263661.000,11318393.000,15153355.000,16111277.000,16219369.000,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,3850257.000,11234575.000,752500.000,3272500.000,700000.000,,,16316882.000,23954163.000,24156661.000,24260505.000,24364442.000,24468286.000,24547014.000,24547014.000
Assets,878.000,2327.000,290.000,863.000,247.000,207.000,356.000,6844417.000,13355227.000,13692620.000,15862532.000,17274389.000,18156915.000,18765132.000,26706694.000,27463524.000,27699346.000,28768380.000,29848778.000,29876646.000,31421667.000,32686644.000
AssetsCurrent,878.000,2327.000,290.000,863.000,247.000,207.000,356.000,545417.000,1258527.000,979557.000,124850.000,8492.000,155887.000,794223.000,338245.000,21951.000,98862.000,77864.000,26592.000,16254.000,41848.000,35087.000
AssetsNoncurrent,,,,,,,,6299000.000,12096700.000,12713063.000,15737682.000,17265897.000,18001028.000,17970909.000,26368449.000,27441573.000,27600484.000,28690516.000,29822186.000,29860392.000,31379819.000,32651557.000
CashAndCashEquivalentsAtCarryingValue,878.000,2327.000,290.000,863.000,247.000,207.000,356.000,545417.000,1258527.000,979557.000,124850.000,6492.000,119662.000,790473.000,336370.000,21951.000,93237.000,74114.000,24717.000,6254.000,34348.000,30087.000
CashFDICInsuredAmount,,,,,,,,250000.000,,,,,,,250000.000,,,,250000.000,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,,5.000,,,,,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,,,70000.000,139251.000,70000.000,,,,70000.000,,,,,,,
