,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,,15135000.000,7161000.000,16345000.000,16896000.000,16224000.000,9151000.000,14643000.000,12687000.000,18648000.000,16158000.000,18332000.000,14242000.000,18979000.000
AccountsReceivableNetCurrent,,8999000.000,6475000.000,10213000.000,7603000.000,11923000.000,9482000.000,11253000.000,9207000.000,16503000.000,14690000.000,15593000.000,8110000.000,14724000.000
AccruedLiabilitiesCurrent,,11565000.000,,36372000.000,14354000.000,15053000.000,,12876000.000,14696000.000,13199000.000,19055000.000,20096000.000,19972000.000,21414000.000
AccruedProfessionalFeesCurrent,,,1490000.000,,,,492000.000,,,,,,,
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,,,,,,,462000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,6652000.000,7118000.000,7661000.000,8286000.000,8905000.000,9538000.000,10296000.000,11069000.000,11896000.000,12765000.000,13739000.000,14739000.000,15770000.000
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,,,,,-1161000.000,-2019000.000,-2081000.000,-3338000.000,-2730000.000,-2044000.000,-2471000.000,-2114000.000,-2960000.000,-2093000.000
AdditionalPaidInCapital,9.000,22720000.000,23835000.000,27859000.000,31175000.000,31551000.000,21286000.000,33359000.000,34523000.000,34237000.000,44151000.000,44571000.000,46168000.000,50545000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,123000.000,,,,80000.000,,,,89000.000,,,
AmountAvailableForDividendDistributionWithoutAffectingCapitalAdequacyRequirements,,,4000000.000,4000000.000,4000000.000,4000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000.000,6000000.000,6000000.000,6000000.000
Assets,10.000,80625000.000,84801000.000,135709000.000,143056000.000,140234000.000,189128000.000,195305000.000,199915000.000,209708000.000,220530000.000,213415000.000,215780000.000,235024000.000
AssetsCurrent,,33233000.000,34310000.000,47710000.000,43297000.000,43086000.000,40261000.000,48099000.000,52025000.000,63261000.000,64714000.000,58840000.000,59694000.000,76695000.000
CashAndCashEquivalentsAtCarryingValue,10.000,5321000.000,12173000.000,17810000.000,12048000.000,7285000.000,8387000.000,10859000.000,14917000.000,19068000.000,25921000.000,16293000.000,25909000.000,32295000.000
CommonStockParOrStatedValuePerShare,,,0.010,,,,0.010,,,,0.010,,,
CommonStockSharesAuthorized,150000000.000,150000000.000,,,,,,,,,,,,
CommonStockSharesIssued,100.000,,,,,,,,,,,,,
CommonUnitOutstanding,,,,22438788.000,22610494.000,22611153.000,19277820.000,19287008.000,19379127.000,19324331.000,19095797.000,19103979.000,19190558.000,19191244.000
DebtInstrumentCarryingAmount,,,,,,,,,,,,57000000.000,55883000.000,55883000.000
DeferredFinanceCostsNoncurrentNet,,0.000,0.000,,63000.000,170000.000,1158000.000,1092000.000,1034000.000,974000.000,,,,
DeferredIncomeTaxLiabilities,,,995000.000,,,,1101000.000,,,,980000.000,,,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,144000.000,,,,58000.000,,,
DeferredTaxAssetsGross,,,21952000.000,,,,106647000.000,,,,123793000.000,,,
DeferredTaxAssetsInvestmentInSubsidiaries,,,,,,,110928000.000,111070000.000,111070000.000,111070000.000,111060000.000,111060000.000,111444000.000,112500000.000
DeferredTaxAssetsLiabilitiesNet,,,20957000.000,,,,105546000.000,,,,113113000.000,,,
DeferredTaxAssetsLiabilitiesNetCurrent,,328000.000,500000.000,451000.000,715000.000,415000.000,629000.000,590000.000,550000.000,509000.000,,,,
DeferredTaxAssetsNetNoncurrent,,18634000.000,21452000.000,58762000.000,57351000.000,55053000.000,106001000.000,105512000.000,104549000.000,102497000.000,113798000.000,112892000.000,111622000.000,113480000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,388000.000,,,,1059000.000,,,
DeferredTaxAssetsOther,,,,,,,35000.000,,,,99000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,448000.000,,,,546000.000,,,
DeferredTaxAssetsValuationAllowance,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,420000.000,9700000.000,9700000.000,9730000.000,9819000.000
DeferredTaxLiabilitiesCurrent,,,995000.000,0.000,0.000,0.000,0.000,,,,,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,,1101000.000,,,,941000.000,,,
DeferredTaxLiabilitiesNoncurrent,,,,,1247000.000,1130000.000,1084000.000,958000.000,971000.000,984000.000,685000.000,678000.000,621000.000,609000.000
DeferredTaxLiabilitiesOther,,,,,,,,,,,39000.000,,,
DeferredTaxLiabilitiesTaxDeferredIncome,,,995000.000,,,,0.000,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,2164000.000,,,,2521000.000,,,,,,,
EquityMethodInvestmentOwnershipPercentage,,,,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,40987000.000,,42299000.000,42879000.000,43428000.000,43934000.000,44501000.000,45082000.000,45607000.000,46179000.000,46670000.000,47283000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,3413000.000,,5329000.000,5218000.000,3386000.000,3069000.000,3130000.000,3198000.000,1533000.000,1568000.000,1490000.000,1569000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,2039000.000,,,,2204000.000,,,,2192000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,1157000.000,550000.000,,1629000.000,1092000.000,551000.000,,1652000.000,1089000.000,551000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,1647000.000,,2120000.000,2093000.000,1899000.000,2049000.000,2068000.000,2089000.000,1808000.000,1813000.000,1803000.000,1813000.000
