,2011-08-11,2011-11-14,2011-12-31,2012-05-10,2012-08-09,2012-11-08,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-05-09,2014-09-30,2014-12-31,2015-05-08,2015-08-07,2015-11-09,2016-03-11,2016-05-06,2016-08-08,2016-11-08,2016-12-31,2017-03-31
AccountsPayableCurrent,,,3019000.000,,,,6422000.000,4023000.000,5603000.000,5847000.000,4749000.000,,3827000.000,2365000.000,,,,,,,,4894000.000,3556000.000
AccountsReceivableNetCurrent,,,,,,,,10784000.000,11640000.000,15561000.000,,,11173000.000,,,,,,,,,,
AccruedIncomeTaxesCurrent,,,,,,,629000.000,315000.000,121000.000,26000.000,26000.000,,7000.000,13000.000,,,,,,,,19000.000,529000.000
AccruedLiabilitiesCurrent,,,2672000.000,,,,2927000.000,,,,2215000.000,,,3320000.000,,,,,,,,2394000.000,1676000.000
AccruedProfessionalFeesCurrent,,,,,,,189000.000,,,,139000.000,,,959000.000,,,,,,,,153000.000,
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,-146000.000,,,,146000.000,,,146000.000,,,,,,,,,
AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,,,,,,,-679000.000,,,,924000.000,,,1172000.000,,,,,,,,,
AccumulatedAmortizationOfOtherDeferredCosts,,,,,,,-80000.000,,,,80000.000,,,80000.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,-18925000.000,,,,-18989000.000,,,-17858000.000,,,,,,,,19215000.000,19449000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-71000.000,,,,-55000.000,-83000.000,-82000.000,-66000.000,-63000.000,,-66000.000,-72000.000,,,,,,,,-109000.000,-107000.000
AdditionalPaidInCapitalCommonStock,,,25058000.000,,,,25940000.000,26268000.000,26732000.000,27096000.000,27674000.000,,28172000.000,28167000.000,,,,,,,,29701000.000,29761000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,66000.000,,,,63000.000,,,100000.000,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,66000.000,,,,,,,100000.000,,,,,,,,50000.000,
Assets,,,42740000.000,,,,45228000.000,42016000.000,44395000.000,41911000.000,40408000.000,,38522000.000,35491000.000,,,,,,,,32042000.000,30996000.000
AssetsCurrent,,,33054000.000,,,,35699000.000,32667000.000,35364000.000,33189000.000,32221000.000,,30886000.000,27997000.000,,,,,,,,23167000.000,22236000.000
