,2011-09-30
CostOfGoodsSold,10627.000
DividendsPreferredStock,0.000
EarningsPerShareBasicAndDiluted,0.000
GainLossOnDerivativeInstrumentsNetPretax,6985.000
GeneralAndAdministrativeExpense,235420.000
GoodwillImpairmentLoss,0.000
GrossProfit,7868.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,-54292.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-271626.000
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,0.000
InterestExpense,-20.000
InvestmentIncomeDividend,0.000
NetIncomeLoss,-217334.000
NetIncomeLossAvailableToCommonStockholdersBasic,-217334.000
OperatingIncomeLoss,-278631.000
ProfitLoss,-271626.000
ResearchAndDevelopmentExpense,40337.000
SalesRevenueGoodsNet,18495.000
SellingAndMarketingExpense,10742.000
TradingSecuritiesRealizedGain,0.000
