,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,6000.000,1394199.000
AccountsReceivableBilledForLongTermContractsOrPrograms,,,1661000.000
AccountsReceivableNetCurrent,,,1521592.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,280479.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-39437.000
AdditionalPaidInCapitalCommonStock,887337.000,778938.000,1288041.000
Assets,352066.000,308863.000,2072057.000
AssetsCurrent,349516.000,306463.000,1956736.000
BillingsInExcessOfCostCurrent,,7847.000,104718.000
CapitalizedComputerSoftwareGross,2550.000,,
CapitalizedComputerSoftwareNet,,2400.000,
CashAndCashEquivalentsAtCarryingValue,349516.000,292887.000,346893.000
CashFDICInsuredAmount,250000.000,250000.000,250000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000
CommonStockSharesAuthorized,25000000.000,25000000.000,25000000.000
CommonStockSharesIssued,3131579.000,3131579.000,6941579.000
CommonStockSharesOutstanding,3131579.000,3131579.000,6941579.000
CommonStockValue,313.000,313.000,694.000
CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedWithinOneYear,,247.000,80826.000
DeferredTaxAssetsGross,,41042.000,
DeferredTaxAssetsLiabilitiesNet,,0.000,
DeferredTaxAssetsOperatingLossCarryforwards,,41042.000,
DeferredTaxAssetsValuationAllowance,,-41042.000,
DepositsAssetsNoncurrent,,,8718.000
DueToRelatedPartiesCurrent,,,61000.000
LiabilitiesAndStockholdersEquity,352066.000,308863.000,2072057.000
LiabilitiesCurrent,,13847.000,1619534.000
OperatingLeasesFutureMinimumPaymentsDue,,,129289.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,61284.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,68005.000
OperatingLossCarryforwards,,,41000.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000
PrepaidExpenseCurrent,,13329.000,7425.000
PropertyPlantAndEquipmentGross,,,387082.000
PropertyPlantAndEquipmentNet,,,106603.000
ReceivablesLongTermContractsOrPrograms,,,-24052.000
RetainedEarningsAccumulatedDeficit,-535584.000,-484235.000,-796775.000
SalesAndExciseTaxPayableCurrent,,,120617.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,1000000.000,1000000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,0.010,0.010
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,385833.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,1000000.000,1000000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,0.010,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,,385833.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,1000000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,,0.010,
SharePrice,0.396,0.396,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,385833.000,385833.000
StockholdersEquity,352066.000,295016.000,452523.000
