,2011-12-31,2012-12-31,2013-12-31,2014-12-31
AccretionExpense,,,181141.000,0.000
AccumulatedDepreciationDepletionAndAmortizationSaleOfPropertyPlantAndEquipment,,,-56603.000,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,,672079.000
AdvertisingExpense,,,21550.000,73408.000
AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,,,2324045.000,
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,10634789.000,78482.000
AllowanceForLoanAndLeaseLossesProvisionForLossNet,843418.000,,,
AmortizationOfDeferredLoanOriginationFeesNet,,,103949.000,0.000
AmortizationOfFinancingCosts,,,,-12500.000
AmortizationOfIntangibleAssets,,,-2640613.000,19140.000
AmortizationOfLeasedAsset,,,-322441.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,0.000,,,14750000.000
CapitalLeaseObligationsIncurred,,,322441.000,
CapitalLeasesIncomeStatementAmortizationExpense,,,137306.000,518289.000
CashPeriodIncreaseDecrease,87773.000,,2367631.000,-1735170.000
CostOfGoodsAndServicesSold,,,9570950.000,15920468.000
CostsAndExpenses,481891.000,,,
CurrentFederalTaxExpenseBenefit,,,5834600.000,4807000.000
CurrentStateAndLocalTaxExpenseBenefit,-172200.000,,1027500.000,822900.000
DebtInstrumentConvertibleBeneficialConversionFeature,,,52280.000,-3278.000
DeferredFederalIncomeTaxExpenseBenefit,,,-1168700.000,1745200.000
DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsAccumulatedAmortizationAdjustment,,,-12500.000,
DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsAdjustment,,,12500.000,0.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,,-124800.000,186200.000
Depreciation,,65648.000,407971.000,1481313.000
DepreciationAndAmortization,18445.000,,407971.000,1500453.000
DepreciationDepletionAndAmortization,18445.000,,,
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,,,,14436.000
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,18549.000,,,
DividendsPreferredStock,,,-2601298.000,-5010300.000
EarningsPerShareBasic,0.000,,,0.090
EarningsPerShareBasicAndDiluted,,,0.190,
EarningsPerShareDiluted,,,,0.090
EffectiveIncomeTaxRateContinuingOperations,,,0.403,0.492
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,0.000,0.000
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,0.020,0.109
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,0.043,0.043
ExtinguishmentOfDebtGainLossIncomeTax,-18586.000,,,
GainLossOnDispositionOfAssets1,,,-27413.000,0.000
GainLossRelatedToLitigationSettlement,,,-169800.000,105780.000
GainOrLossOnSaleOfStockInSubsidiary,,,,134184.000
GainsLossesOnExtinguishmentOfDebt,,,0.000,0.000
GainsLossesOnRestructuringOfDebt,,,0.000,
GeneralAndAdministrativeExpense,2004916.000,6437778.000,13479879.000,19712018.000
GoodwillAcquiredDuringPeriod,,,,1713943.000
HealthCareOrganizationPatientServiceRevenueProvisionforBadDebts,,,,15552375.000
IncomeLossFromContinuingOperations,,3530953.000,8259917.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,13828517.000,15381632.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,414595.000,,,
IncomeTaxExpenseBenefit,,,5568600.000,7561300.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,5568600.000,
IncomeTaxesPaid,0.000,,,
IncomeTaxesPaidNet,,,1162060.000,3920633.000
IncreaseDecreaseInAccountsPayable,,,527571.000,1272949.000
IncreaseDecreaseInAccountsPayableRelatedParties,167284.000,,,
IncreaseDecreaseInAccountsReceivable,-2328118.000,,-10041233.000,21882667.000
IncreaseDecreaseInAccruedLiabilities,,,1827655.000,-288052.000
IncreaseDecreaseInDeferredLiabilities,,,5700.000,211100.000
IncreaseDecreaseInDepositsOutstanding,,,,259875.000
IncreaseDecreaseInDueToRelatedParties,,,-195000.000,0.000
IncreaseDecreaseInIncomeTaxes,,,4168840.000,2035206.000
IncreaseDecreaseInOtherOperatingAssets,96.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,232000.000,-1720300.000
IncreaseDecreaseInPrepaidExpense,,,-84440.000,-24025.000
IncreaseDecreaseInSecurityDeposits,,,-26379.000,-79763.000
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,610177.000
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,,,222222.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,33322286.000,,,
InterestExpense,-174973.000,-653588.000,474649.000,513815.000
InterestPaid,84176.000,,,
InterestPaidNet,15000.000,,342672.000,510537.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,179994.000
LegalFees,,,976789.000,94217.000
NetCashProvidedByUsedInFinancingActivities,1047811.000,,-4266517.000,-5966226.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1047811.000,,-4266517.000,-5966226.000
NetCashProvidedByUsedInInvestingActivities,11221.000,,-1828333.000,-4023219.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,28809.000,,-1828333.000,-4023219.000
NetCashProvidedByUsedInOperatingActivities,-971259.000,,8462481.000,8254275.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-971259.000,,8462481.000,8254275.000
NetIncomeLoss,92701.000,2746955.000,5658619.000,2810032.000
NetIncomeLossAttributableToNoncontrollingInterest,494094.000,,,
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,2824468.000
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,,,,0.000
NoncashOrPartNoncashAcquisitionNetNonmonetaryAssetsAcquiredLiabilitiesAssumed1,,,1565613.000,-906819.000
NoncashOrPartNoncashAcquisitionPayablesAssumed1,,,,0.000
NoncontrollingInterestIncreaseFromBusinessCombination,,,0.000,
OperatingCostsAndExpenses,,17545404.000,,
OperatingExpenses,3384498.000,,38023670.000,42272826.000
OperatingIncomeLoss,608154.000,,14499990.000,15654994.000
OperatingLeasesRentExpenseNet,,,350169.000,608399.000
OtherIncome,,,389.000,489.000
OtherNoncashIncome,13000.000,,,
OtherNoncashIncomeExpense,,129.000,,
OtherNoncashIncomeTaxExpense,551700.000,,,
OtherNonoperatingIncomeExpense,-193559.000,,-671473.000,-273362.000
OtherSalesRevenueNet,,,,2928160.000
PartnersCapitalAccountContributions,,,47100.000,
PaymentsForCapitalImprovements,,,,5535067.000
PaymentsForRepurchaseOfCommonStock,,,100000.000,0.000
PaymentsForRepurchaseOfEquity,,,0.000,
PaymentsToAcquireBusinessesGross,,,735052.000,1600000.000
PaymentsToAcquireLoansReceivable,39072.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,-17588.000,,1097766.000,2491567.000
PreferredStockDividend,,50000.000,,
PreferredStockDividendsAndOtherAdjustments,,,2601298.000,5010300.000
ProceedsFromContributionsFromAffiliates,209108.000,,,
ProceedsFromIssuanceOfCommonStock,0.000,,286000.000,0.000
ProceedsFromLinesOfCredit,-3980.000,,,
ProceedsFromNotesPayable,1226000.000,,1300000.000,0.000
ProceedsFromPaymentsForInSecuritiesSoldUnderAgreementsToRepurchase,-172600.000,,,
ProceedsFromPreviousAcquisition,,,3735.000,68348.000
ProceedsFromRelatedPartyDebt,,,0.000,3000000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,,750.000,0.000
ProfitLoss,92701.000,,8259917.000,7820332.000
ProvisionForDoubtfulAccounts,,,,19296144.000
RepaymentsOfDebtAndCapitalLeaseObligations,,,139577.000,457126.000
RepaymentsOfNotesPayable,-383317.000,,2700193.000,3498800.000
ResultsOfOperationsIncomeBeforeIncomeTaxes,,3228355.000,,
Revenues,3992652.000,21076357.000,52523660.000,77223964.000
SalesRevenueNet,3992652.000,21076357.000,52523271.000,57927820.000
SellingAndMarketingExpense,879246.000,,2953292.000,4967188.000
ShareBasedCompensation,,,452500.000,509585.000
StockAndWarrantsIssuedDuringPeriodValuePreferredStockAndWarrants,,,85000.000,
StockIssuedDuringPeriodSharesRestrictedStockAwardGross,,,,285000.000
StockIssuedDuringPeriodSharesShareBasedCompensation,,,25000.000,
StockIssuedDuringPeriodValueAcquisitions,,,400000.000,25000.000
StockIssuedDuringPeriodValueIssuedForCash,,,286000.000,
StockIssuedDuringPeriodValueIssuedForServices,,,62500.000,180000.000
StockIssuedDuringPeriodValueShareBasedCompensation,,,,525000.000
StockIssuedDuringPeriodValueShareBasedCompensationGross,,,85000.000,0.000
StockRepurchasedDuringPeriodShares,,,40000.000,
ValuationAllowanceDeferredTaxAssetChangeInAmount,-723900.000,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,,,30924538.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,29654703.000,
WeightedAverageNumberOfSharesOutstandingBasic,33322286.000,,,29899536.000
WriteOffOfDeferredDebtIssuanceCost,,,,12500.000
