,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,,,,,587741.000,342700.000,292602.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,,,,,,,548515.000,1105959.000,1153162.000,1365977.000,1039085.000,,,,,,
AccountsPayableCurrent,2850614.000,2947562.000,4084082.000,3189347.000,5936848.000,3460007.000,2725251.000,4223383.000,3541193.000,3857167.000,1113845.000,1158057.000,666630.000,,,,122803.000,280049.000,152211.000,143286.000,62136.000,145429.000,40640.000
AccountsReceivableNet,,,,,,,,,,6079326.000,4567664.000,,,,,,,,,,,,
AccountsReceivableNetCurrent,4932793.000,3894118.000,6247654.000,5766202.000,7533491.000,4622030.000,4735580.000,6222761.000,4382406.000,,,5467087.000,6124871.000,6154249.000,5657948.000,5327398.000,5454129.000,6523579.000,5985739.000,4729192.000,4864423.000,5766740.000,4424939.000
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,0.000,,,,,,,,,,
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,1270457.000,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,,1152716.000,829120.000,,,,,,,,,,,,
AccruedPayrollTaxesCurrent,,,,,,,,,44128.000,,,,,,,,,,,,,,
AccruedProfessionalFeesCurrent,,,,,297060.000,,,,,,,,32762.000,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,-316108.000,,,,-372502.000,,,,436984.000,,,,417277.000,,,,332738.000,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,916.000,-4112.000,-35941.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,-6582.000,-21398.000,-21550.000,-20451.000,-19972.000,-19897.000,-19307.000,-20411.000,-21278.000,-22117.000,-21026.000,-21785.000,-22221.000,-22701.000,-21783.000,-21785.000,-21785.000,-21785.000
AdditionalPaidInCapital,,,,,,,,,17965327.000,17991289.000,18692449.000,18767535.000,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,16739607.000,16845673.000,16982665.000,17169221.000,17020771.000,17123994.000,17247186.000,17353932.000,,,,,18747371.000,17493861.000,17441548.000,17483710.000,17550047.000,17629809.000,17681185.000,17731962.000,17783060.000,17832589.000,17862518.000
AdvanceRoyalties,,,,,57000.000,,,,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,22000.000,22000.000,,,,,,,,,,,,,,,
Assets,23694767.000,22260282.000,22667923.000,20178098.000,17111802.000,14080643.000,13257751.000,15236035.000,15030873.000,15566261.000,14930768.000,17119730.000,16569571.000,14323183.000,11261388.000,12998855.000,12778424.000,13259933.000,12373218.000,13007743.000,12395317.000,12737035.000,11003708.000
