,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,9464000.000,10805000.000,11175000.000,8994000.000,7989000.000,6089000.000,8182000.000,10508000.000,9562000.000,7782000.000,9419000.000,9851000.000,8522000.000
AccountsReceivableNetCurrent,38803000.000,40455000.000,42474000.000,54003000.000,52762000.000,46165000.000,41492000.000,57778000.000,41941000.000,39348000.000,48903000.000,66755000.000,61842000.000
AccountsReceivableRelatedPartiesCurrent,,100000.000,200000.000,400000.000,800000.000,,,,,,,,
AccruedLiabilitiesCurrent,17988000.000,19645000.000,19994000.000,22290000.000,19850000.000,20897000.000,20960000.000,27757000.000,24442000.000,28830000.000,29427000.000,31525000.000,29887000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,18207000.000,20539000.000,23013000.000,25744000.000,28081000.000,30188000.000,32263000.000,33920000.000,35720000.000,37414000.000,39282000.000,41244000.000,42804000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,56000.000,88000.000,36000.000,-45000.000,-46000.000
AdditionalPaidInCapital,262285000.000,265836000.000,271417000.000,278349000.000,283408000.000,290088000.000,295400000.000,301886000.000,306936000.000,315156000.000,323555000.000,328869000.000,335493000.000
AllowanceForDoubtfulAccountsReceivableCurrent,2666000.000,2462000.000,2419000.000,3246000.000,2775000.000,2519000.000,3227000.000,4067000.000,3625000.000,4614000.000,4048000.000,3619000.000,2994000.000
Assets,198095000.000,192196000.000,190350000.000,186980000.000,176946000.000,178783000.000,177959000.000,192551000.000,185771000.000,192493000.000,205760000.000,221338000.000,221015000.000
AssetsCurrent,181966000.000,175467000.000,173884000.000,171341000.000,162300000.000,165046000.000,164500000.000,179250000.000,173011000.000,172809000.000,184857000.000,201309000.000,200736000.000
AssetsFairValueDisclosure,,,,,,,,,107474000.000,113701000.000,116765000.000,114347000.000,116175000.000
AvailableForSaleSecurities,,,,,,,,,69278000.000,85069000.000,85385000.000,85372000.000,85595000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,92000.000,144000.000,72000.000,19000.000,14000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,5000.000,8000.000,17000.000,64000.000,60000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,,,84933000.000,85330000.000,85417000.000,85641000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,5000.000,8000.000,17000.000,64000.000,60000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,,,,,6855000.000,7678000.000,16764000.000,53351000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,,,,,,,,,58922000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,,,,,,,,0.000
AvailableForSaleSecuritiesCurrent,,,,,,,,,69278000.000,85069000.000,85385000.000,85372000.000,85595000.000
AvailableForSaleSecuritiesDebtMaturitiesRemainderOfFiscalYearAmortizedCostBasis,,,,,,,,,29445000.000,46847000.000,56291000.000,53500000.000,54672000.000
AvailableForSaleSecuritiesDebtMaturitiesRemainderOfFiscalYearFairValue,,,,,,,,,29463000.000,46875000.000,56323000.000,53503000.000,54657000.000
CapitalLeaseObligations,,,,,300000.000,0.000,,300000.000,,,,,
CashAndCashEquivalentsAtCarryingValue,122149000.000,112101000.000,107099000.000,91905000.000,85570000.000,96197000.000,100524000.000,98117000.000,38196000.000,28632000.000,31380000.000,28975000.000,30580000.000
CashAndCashEquivalentsFairValueDisclosure,,,,,,,,,38196000.000,28632000.000,31380000.000,,
CommonStockCapitalSharesReservedForFutureIssuance,,,,15356000.000,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,59916000.000,59768000.000,60509000.000,61377000.000,61593000.000,62397000.000,63244000.000,64172000.000,64426000.000,65585000.000,67089000.000,67873000.000,69265000.000
CommonStockSharesOutstanding,59916000.000,59768000.000,60509000.000,61377000.000,61593000.000,62397000.000,63244000.000,64172000.000,64426000.000,65585000.000,67089000.000,67873000.000,69265000.000
CommonStockValue,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000
ContractualObligation,12000000.000,,,,,,,,,,,,
DeferredIncomeTaxLiabilities,,,,1167000.000,,,,805000.000,,,,431000.000,
DeferredRevenue,43946000.000,45842000.000,50902000.000,57220000.000,59660000.000,65779000.000,66338000.000,72804000.000,74843000.000,75763000.000,83243000.000,92908000.000,93105000.000
DeferredRevenueCurrent,29884000.000,31315000.000,34329000.000,39256000.000,40155000.000,45271000.000,44352000.000,49572000.000,50718000.000,51384000.000,53484000.000,61334000.000,58780000.000
DeferredRevenueNoncurrent,14062000.000,14527000.000,16573000.000,17964000.000,19505000.000,20508000.000,21986000.000,23232000.000,24125000.000,24379000.000,29759000.000,31574000.000,34325000.000
DeferredTaxAssetsGross,,,,65495000.000,,,,79173000.000,,,,88385000.000,
DeferredTaxAssetsLiabilitiesNet,,,,708000.000,,,,725000.000,,,,1019000.000,
DeferredTaxAssetsNet,,,,1875000.000,,,,1530000.000,,,,1450000.000,
DeferredTaxAssetsNetCurrent,,,,,,,,700000.000,,,,,
