,2011-07-30,2011-10-29,2012-01-28,2012-04-28,2012-07-28,2012-10-27,2013-02-02,2013-05-04,2013-08-03,2013-11-02,2014-02-01,2014-05-03,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01
AccountsPayableCurrent,242144000.000,423975000.000,216438000.000,321253000.000,260698000.000,489967000.000,259500000.000,296213000.000,278950000.000,458205000.000,291948000.000,318381000.000,273128000.000,537171000.000,277212000.000,358957000.000,293709000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,26177000.000,,,,20405000.000,,,,23807000.000,,
AccruedAdvertisingCurrent,,,,,,,14249000.000,,,,26421000.000,,,,15374000.000,,
AccruedIncomeTaxesCurrent,2796000.000,922000.000,20684000.000,17393000.000,,0.000,22334000.000,9720000.000,2030000.000,,13652000.000,9567000.000,5193000.000,,26780000.000,9721000.000,
AccruedLiabilitiesCurrent,181305000.000,228651000.000,186820000.000,207623000.000,210839000.000,251205000.000,227510000.000,214941000.000,216489000.000,242334000.000,239658000.000,245704000.000,235670000.000,261964000.000,254084000.000,247963000.000,258693000.000
AccruedLiabilitiesForUnredeeemedGiftCards,,,,,,,38524000.000,,,,42721000.000,,,,46833000.000,,
AccruedRentCurrent,,,,,,,8034000.000,,,,7306000.000,,,,7646000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1412341000.000,1439056000.000,,1498379000.000,1527974000.000,1526860000.000,1418877000.000,1450579000.000,1484131000.000,1520164000.000,1487140000.000,1517769000.000,1546228000.000,1540153000.000,1586423000.000,1600238000.000,1636026000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,0.000,0.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,169461000.000,167505000.000,166982000.000,164920000.000,162900000.000,160800000.000,136300000.000,134700000.000,133000000.000,,-162400000.000,-160400000.000,158400000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-137650000.000,-135738000.000,-174318000.000,-171780000.000,-169461000.000,-167505000.000,-166982000.000,-164920000.000,-162858000.000,-160796000.000,-136323000.000,-134651000.000,-132979000.000,-131307000.000,-162418000.000,-160398000.000,-158379000.000
AdditionalPaidInCapitalCommonStock,358513000.000,361958000.000,364590000.000,363504000.000,265722000.000,268851000.000,271913000.000,274654000.000,175010000.000,176915000.000,178362000.000,181368000.000,89357000.000,90107000.000,94877000.000,95235000.000,102197000.000
Assets,2392311000.000,2609072000.000,2514216000.000,2622023000.000,2370061000.000,2638800000.000,2482363000.000,2500282000.000,2405906000.000,2610553000.000,2564638000.000,2580700000.000,2479271000.000,2776415000.000,2654491000.000,2703846000.000,2553268000.000
AssetsCurrent,1309858000.000,1492363000.000,1405094000.000,1522456000.000,1245285000.000,1474018000.000,1344388000.000,1333930000.000,1215655000.000,1383393000.000,1367416000.000,1357690000.000,1205270000.000,1452896000.000,1341902000.000,1383854000.000,1224428000.000
CapitalLeaseObligations,,,,,,,24824000.000,,,,18757000.000,,,,52727000.000,,
CapitalLeaseObligationsCurrent,,,,,,,9714000.000,,,,-8084000.000,,,,8736000.000,,
CapitalLeaseObligationsNoncurrent,,,,,,,15110000.000,,,,10673000.000,,,,43991000.000,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,27559000.000,,,,20561000.000,,,,63568000.000,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,10864000.000,,,,8877000.000,,,,10359000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,1289000.000,,,,696000.000,,,,3667000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,1605000.000,,,,1334000.000,,,,3863000.000,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,5031000.000,,,,2438000.000,,,,4470000.000,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,7430000.000,,,,6552000.000,,,,5573000.000,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,1340000.000,,,,664000.000,,,,35636000.000,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,2735000.000,,,,1804000.000,,,,10841000.000,,
CapitalLeasesFutureMinimumPaymentsNetMinimumPayments1,,,,,,,27559000.000,,,,20561000.000,,,,63568000.000,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,,24824000.000,,,,18757000.000,,,,52727000.000,,
CapitalLeasesFutureMinimumSubleaseRentals,,,,,,,,,,,,,,,0.000,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,,,52900000.000,,,,61100000.000,,,,66800000.000,,
CashAndCashEquivalentsAtCarryingValue,377434000.000,267612000.000,456272000.000,472245000.000,254336000.000,143391000.000,269177000.000,226296000.000,166471000.000,23706000.000,295334000.000,219416000.000,159004000.000,57552000.000,294359000.000,240290000.000,184289000.000
CashSurrenderValueFairValueDisclosure,,,,,,,,28600000.000,32900000.000,37000000.000,27300000.000,31700000.000,35100000.000,39300000.000,28600000.000,33000000.000,36800000.000
CashSurrenderValueOfLifeInsurance,,,,,,,,174300000.000,177300000.000,181400000.000,185200000.000,189600000.000,189900000.000,193000000.000,192700000.000,194600000.000,198500000.000
CommonStockSharesAuthorized,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000
CommonStockSharesIssued,44900000.000,44900000.000,44900000.000,45200000.000,42700000.000,42700000.000,42700000.000,43000000.000,41000000.000,41000000.000,41000000.000,41205000.000,39264000.000,39300000.000,39300000.000,39400000.000,39400000.000
CommonStockSharesOutstanding,44900000.000,44900000.000,44900000.000,45200000.000,42700000.000,42700000.000,42700000.000,43000000.000,41000000.000,41000000.000,41000000.000,41205000.000,39264000.000,39300000.000,39300000.000,39400000.000,39400000.000
CommonStockValue,449000.000,449000.000,449000.000,452000.000,427000.000,427000.000,427000.000,430000.000,410000.000,410000.000,410000.000,412000.000,393000.000,393000.000,393000.000,394000.000,394000.000
CreditCardReceivables,,,,,,,14357000.000,,,,16759000.000,,,,19768000.000,,
CustomerLoyaltyProgramLiabilityCurrent,,,,,,,4660000.000,,,,4546000.000,,,,7342000.000,,
DebtAndCapitalLeaseObligations,,,,,,,399824000.000,,,,393757000.000,,,,427727000.000,,
DebtInstrumentBasisSpreadOnVariableRate,,,,,,,0.015,,,,,,,,,,
DeferredCompensationLiabilityClassifiedNoncurrent,,,,,,,33606000.000,,,,33904000.000,,,,33867000.000,,
DeferredIncomeTaxLiabilities,,,,,,,167066000.000,,,,198560000.000,,,,213893000.000,,
DeferredRentCreditNoncurrent,,,,,,,30691000.000,,,,31223000.000,,,,29710000.000,,
DeferredTaxAssetsCharitableContributionCarryforwards,,,,,,,,,,,,,,,13400000.000,,
DeferredTaxAssetsGross,,,,,,,173648000.000,,,,148525000.000,,,,163509000.000,,
DeferredTaxAssetsInventory,,,,,,,7850000.000,,,,7641000.000,,,,7382000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,6582000.000,,,,-50035000.000,,,,-50384000.000,,
DeferredTaxAssetsNet,,,,,,,173648000.000,,,,,,,,,,
DeferredTaxAssetsNetNoncurrent,71139000.000,67501000.000,83034000.000,67427000.000,59705000.000,54165000.000,43292000.000,40351000.000,35622000.000,32208000.000,,,,,,,
