,2011-11-30,2012-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,-492578.000
CostOfRevenue,,401040.000
Depreciation,,4439.000
DiscontinuedOperationProvisionForLossGainOnDisposalBeforeIncomeTax,-810.000,-105564.000
EarningsPerShareBasic,0.000,-0.010
EarningsPerShareBasicUndistributed,0.000,
EarningsPerShareDiluted,,-0.010
EffectOfExchangeRateOnCashAndCashEquivalents,,-759.000
EquipmentExpense,,-12600.000
GeneralAndAdministrativeExpense,810.000,141744.000
GrossProfit,,98140.000
IncomeLossFromContinuingOperations,-810.000,
IncreaseDecreaseInInventories,,-80994.000
NetCashProvidedByUsedInFinancingActivities,,4491.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,4491.000
NetCashProvidedByUsedInInvestingActivities,,-12600.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-12600.000
NetCashProvidedByUsedInOperatingActivities,,-483710.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-483710.000
NetIncomeLoss,-810.000,-105564.000
OperatingExpenses,810.000,203704.000
OtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParent,-810.000,
OtherComprehensiveIncomeLossTax,-810.000,-105564.000
OtherComprehensiveIncomeLossTaxPortionAttributableToParent,,-108687.000
ProceedsFromRelatedPartyDebt,,-8884.000
ProfitLoss,-810.000,-105564.000
Revenues,0.000,499180.000
SalesRevenueNet,0.000,499180.000
SellingExpense,,61960.000
UnrealizedGainOnForeignCurrencyDerivativesBeforeTax,,-3123.000
WeightedAverageNumberOfDilutedSharesOutstanding,5045000.000,10620000.000
WeightedAverageNumberOfSharesOutstandingBasic,5045000.000,10620000.000
