,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,9282000.000,10104000.000,,,,,,,,,,10447000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-876000.000,-1222000.000,-2811000.000,-1675000.000,-624000.000,220000.000,170000.000,-6273000.000,-3706000.000,-1864000.000,-1837000.000,-271000.000,-1511000.000,-936000.000,-723000.000,-101000.000,-455000.000,-3259000.000,-2906000.000
AdditionalPaidInCapital,30224000.000,30224000.000,30224000.000,30224000.000,30224000.000,30224000.000,30224000.000,30224000.000,30224000.000,30224000.000,30214000.000,30214000.000,30214000.000,30214000.000,30220000.000,81903000.000,82051000.000,68411000.000,68550000.000
AdvancesFromFederalHomeLoanBanks,,,22000000.000,22000000.000,,,,,,,,,,17000000.000,17000000.000,17000000.000,17000000.000,24000000.000,24000000.000
Assets,574190000.000,544430000.000,535698000.000,536744000.000,531029000.000,512650000.000,468996000.000,434586000.000,457872000.000,452626000.000,433752000.000,425101000.000,413870000.000,378547000.000,363363000.000,382480000.000,381107000.000,375934000.000,384014000.000
AssetsHeldForSaleLongLivedFairValueDisclosure,,,,,,,,,,,,,3927000.000,,,,,,
AssetsHeldForSaleNotPartOfDisposalGroup,,,,,,,,,,,,,,,,768000.000,,,
AssetsHeldForSalePropertyPlantAndEquipment,,,,,,,,,,,,3927000.000,,,,,,,
AssetsHeldInTrust,,,,,,,186000.000,186000.000,,,,,,,,,,,
AvailableForSaleSecurities,82477000.000,80855000.000,100207000.000,118037000.000,116735000.000,89553000.000,77320000.000,94602000.000,114109000.000,120420000.000,120831000.000,96741000.000,91466000.000,84291000.000,83205000.000,80969000.000,111581000.000,106529000.000,104341000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,117359000.000,89334000.000,77150000.000,100875000.000,117815000.000,122286000.000,122668000.000,97012000.000,92977000.000,85227000.000,83928000.000,81130000.000,112304000.000,109788000.000,107247000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,49059000.000,28205000.000,21818000.000,81394000.000,74515000.000,66807000.000,76116000.000,54739000.000,72854000.000,60146000.000,42891000.000,38120000.000,75684000.000,96702000.000,88369000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,13884000.000,7126000.000,16519000.000,65689000.000,50319000.000,18667000.000,28893000.000,41765000.000,58010000.000,37551000.000,16614000.000,20471000.000,55900000.000,77384000.000,72176000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,35175000.000,21079000.000,5299000.000,15705000.000,24196000.000,48140000.000,47223000.000,12974000.000,14844000.000,22595000.000,26277000.000,17649000.000,19784000.000,19318000.000,16193000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,15046000.000,10487000.000,10440000.000,9145000.000,17436000.000,20974000.000,17870000.000,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,,,,1373000.000,1129000.000,1501000.000,1489000.000,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,,101689000.000,79066000.000,66880000.000,84084000.000,95544000.000,97945000.000,101472000.000,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenAmortizedCostBasis,,,,,,,66929000.000,90102000.000,99137000.000,99639000.000,103175000.000,82787000.000,80667000.000,74080000.000,72684000.000,65863000.000,80539000.000,75791000.000,71997000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenAmortizedCostBasis,,,,,,,10221000.000,9513000.000,17638000.000,21156000.000,18002000.000,14225000.000,12310000.000,11147000.000,10884000.000,14945000.000,31480000.000,33748000.000,35040000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveAmortizedCostBasis,,,,,,,,1260000.000,1040000.000,1491000.000,1491000.000,,,,360000.000,322000.000,285000.000,249000.000,210000.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,1637000.000,714000.000,525000.000,,,,,,,,,,,,
AvailableForSaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositions,,,,,16.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesPledgedAsCollateral,,,,,,28497000.000,30600000.000,36800000.000,37200000.000,44000000.000,44000000.000,42200000.000,38700000.000,34600000.000,40200000.000,35400000.000,44700000.000,42600000.000,41500000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,1560000.000,663000.000,106000.000,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,1637000.000,714000.000,525000.000,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,77000.000,51000.000,419000.000,,,,,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,1013000.000,933000.000,695000.000,,,,,,,,,,,,
BuildingsAndImprovementsGross,,,,,,,16213000.000,16134000.000,,,,,,,,,,13180000.000,
CapitalizedComputerSoftwareNet,,,,,,,42000.000,29000.000,,,,,,,,,,45000.000,
CashAndCashEquivalentsAtCarryingValue,39828000.000,35508000.000,33672000.000,31915000.000,34181000.000,59882000.000,46600000.000,28081000.000,39063000.000,29368000.000,17566000.000,49571000.000,43085000.000,29185000.000,41652000.000,64024000.000,31174000.000,25429000.000,22190000.000
CashAndDueFromBanks,37623000.000,35508000.000,33672000.000,31915000.000,34181000.000,59882000.000,46600000.000,28081000.000,39063000.000,29368000.000,17566000.000,49571000.000,43085000.000,29185000.000,41652000.000,64024000.000,31174000.000,25429000.000,22190000.000
CashCashEquivalentsAndFederalFundsSold,39828000.000,35508000.000,33672000.000,,,,,,,,,,,,,,,,
CashSurrenderValueOfLifeInsurance,10091000.000,10186000.000,10285000.000,10377000.000,10470000.000,10562000.000,10655000.000,11002000.000,11084000.000,11167000.000,11250000.000,11081000.000,11159000.000,11239000.000,11400000.000,11481000.000,11562000.000,11643000.000,11721000.000
CertificatesOfDepositAtCarryingValue,,,,100000000.000,100000000.000,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,,0.010,0.010
CommonStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,,500000000.000,500000000.000
CommonStockSharesIssued,3738337.000,3738337.000,3738337.000,3738337.000,3738337.000,3738337.000,3738337.000,3738337.000,3738337.000,3738337.000,3816340.000,3816340.000,3816340.000,3816340.000,3846340.000,363314783.000,495763940.000,405232383.000,
CommonStockSharesOutstanding,3738337.000,3738337.000,3738337.000,3738337.000,3738337.000,3738337.000,3738337.000,3738337.000,3738337.000,3738337.000,3816340.000,3816340.000,3816340.000,3816340.000,3846340.000,363314783.000,,,
CommonStockValue,37000.000,37000.000,37000.000,37000.000,37000.000,37000.000,37000.000,37000.000,37000.000,37000.000,38000.000,38000.000,38000.000,38000.000,38000.000,3633000.000,,,
DeferredIncomeTaxLiabilities,,,,,,,-1325000.000,-1167000.000,,,,,,,,,,698000.000,
DeferredTaxAssetsGross,,,,,17898846.000,16655397.000,21776000.000,23528000.000,,,,,,,,,,21550000.000,
DeferredTaxAssetsNet,,,,,,,1325000.000,1167000.000,,,,,,,,,,698000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,14412000.000,16751000.000,,,,,,,,,,17443000.000,
DeferredTaxAssetsOther,,,,,,,3000.000,5000.000,,,,,,,,,,20000.000,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,307000.000,276000.000,,,,,,,,,,393000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,,21000.000,17000.000,,,,,,,,,,4000.000,
