,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayable,,,,,846294.000,,,,,,,,,,
AccountsPayableAndAccruedLiabilities,,,,,,1888781.000,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,1868080.000,1814380.000,1788603.000,1760797.000,1742347.000,1692881.000,1673714.000,1719473.000,1769499.000
AccountsPayableAndOtherAccruedLiabilities,,,,,1072446.000,,,,999963.000,,,,444776.000,,
AccountsPayableAndOtherAccruedLiabilitiesCurrent,1833415.000,1900246.000,1912600.000,1923583.000,,,,,,,,,35473.000,,
AccountsPayableCurrent,,,,,1918740.000,,,,788641.000,,,,762922.000,,
AccountsPayableOtherCurrent,,,,,,,,,,,,,120585.000,,
AccountsPayableOtherCurrentAndNoncurrent,,,,,,,,,,,,,18639.000,,
AccountsReceivableNetCurrent,1797.000,1739.000,37077.000,8459.000,27452.000,35958.000,15464.000,5226.000,34852.000,35788.000,17256.000,41232.000,30341.000,6469.000,6020.000
AccruedIncomeTaxes,,,,,,,,,,,,,466016.000,,
AccruedLiabilitiesAndOtherLiabilities,,,,,2810820.000,537206.000,542353.000,567758.000,639076.000,688811.000,740413.000,795555.000,845803.000,904789.000,954967.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,2654556.000,,
AccruedLiabilitiesForCommissionsExpenseAndTaxes,,,,,750198.000,,,,,,,,307470.000,,
AccumulatedAmortizationOfOtherDeferredCosts,,,,,,,,,,,,,-47761.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,-710560.000,,,,-816065.000,,,,-930638.000,,
AdditionalPaidInCapital,,,,,,63425463.000,63698748.000,63724248.000,63867648.000,63895399.000,64005509.000,64020059.000,64020058.000,64020058.000,64020059.000
AdditionalPaidInCapitalCommonStock,62617164.000,62694296.000,62694296.000,62814583.000,62841103.000,,,,,,,,,,
Assets,543319.000,864683.000,810829.000,753804.000,748121.000,784745.000,847659.000,789787.000,747478.000,814116.000,770929.000,740975.000,723903.000,705160.000,499107.000
AssetsCurrent,213125.000,95763.000,62496.000,23767.000,44991.000,91239.000,169426.000,83183.000,42100.000,62988.000,32822.000,50625.000,59787.000,39719.000,20906.000
AssetsNoncurrent,,,,,703130.000,693506.000,678233.000,706604.000,705378.000,751128.000,738107.000,690350.000,664116.000,665441.000,478201.000
BuildingsAndImprovementsGross,,,,,95578.000,,,,95578.000,,,95578.000,95578.000,95578.000,
CapitalLeaseObligationsNoncurrent,,,,,,14566.000,11258.000,11112.000,10960.000,10803.000,19121.000,18877.000,18639.000,18014.000,17760.000
Cash,144257.000,36710.000,2165.000,9967.000,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,,16040.000,54740.000,153962.000,77957.000,7248.000,27200.000,15566.000,9393.000,10748.000,24845.000,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,117741744.000,120479461.000,120479461.000,12192399.000,12872428.000,19406376.000,22710914.000,23210914.000,25360914.000,26110914.000,28530914.000,29030914.000,29030914.000,29030914.000,29030914.000
CommonStockSharesOutstanding,117741744.000,120479461.000,120479461.000,12192399.000,12872428.000,12872428.000,22710914.000,23210914.000,25360914.000,26110914.000,28530914.000,29030914.000,29030914.000,29030914.000,29030914.000
CommonStockSharesSubscribedButUnissued,,,,5000.000,,,,,,,,,,,
CommonStockSharesSubscriptions,,,,,,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000
CommonStockValue,117742.000,120480.000,120480.000,12193.000,12873.000,19407.000,22711.000,23211.000,25361.000,26111.000,28531.000,29031.000,29031.000,29031.000,29031.000
ConvertibleDebtCurrent,,3709.000,17722.000,,,,,,,,,,,,
DebtAndCapitalLeaseObligations,,,,204340.000,,,,,,,,,,,
DeferredCosts,,,,,,17237.000,28774.000,34970.000,62380.000,136903.000,152655.000,133646.000,139627.000,159247.000,
DeferredRevenueAndCreditsCurrent,,,,,,60000.000,166000.000,208000.000,154500.000,243000.000,245100.000,199300.000,175000.000,175000.000,3000.000
DeferredTaxAssetsGross,,,,,8554432.000,,,,9188100.000,,,,9616971.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,,9188018.000,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,,,,,,,47340.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,,,,,,,,,,186379.000,,
