,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AllocatedShareBasedCompensationExpense,,,,,,3866.000,,,,386696.000,524864.000,253583.000,511533.000,56640.000,122779.000,144088.000,52190.000,55362.000,,45722.000
AmortizationOfCapitalizedValueOfBusinessAcquiredAsset,,,,,,,,,,16465.000,,,,14113.000,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,,,154607.000,,,,27922.000,,27922.000
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,122912.000,122931.000,122865.000,123157.000,123480.000,123096.000,122736.000
AmortizationOfLeasedAsset,,,,,,,,,,,,,,,14113.000,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,111591664.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,27652.000,,,,-2457.000,,,,-75873.000,,,,91378.000,,,,1092.000,,
ConversionOfStockAmountIssued1,,,,,,80000.000,,,,,,,,,,,,,,
ConversionOfStockSharesIssued1,,,,,,,,,,,,,,,,,,1489745971.000,,
CostOfGoodsAndServicesSold,,,,,,,,,,,,,,,,,,93037.000,126155.000,64881.000
DebtConversionConvertedInstrumentAmount1,,73500.000,,,,3600.000,,,,,,,,,,,,,,
DebtInstrumentConvertibleBeneficialConversionFeature,,,,,,-57975.000,6726.000,-1346.000,,,,,,,,,,,,
DebtInstrumentConvertibleInterestExpense,,-69477.000,,,,,,,,,,,,,,,,,,
DebtorReorganizationItemsWriteOffOfDeferredFinancingCostsAndDebtDiscounts,,-15250.000,32915.000,74623.000,,,,,,,,,,,,,,,,
Depreciation,,,,,,,,,,19895.000,16936.000,20494.000,21905.000,23756.000,24653.000,13882.000,10579.000,12150.000,15902.000,15230.000
DepreciationAmortizationAndAccretionNet,,190.000,,,,828.000,,,,19895.000,,,,146668.000,,,,135310.000,,
DepreciationAndAmortization,236.000,190.000,6070.000,831.000,-3571.000,828.000,300.000,495.000,8889.000,19895.000,16936.000,92602.000,153203.000,146668.000,147328.000,135747.000,137186.000,135310.000,139326.000,138966.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,,,,,,,,,,,,,,,-155251.000,,,,,
EarningsPerShareBasic,0.002,-0.001,-0.013,-0.005,-0.001,-0.004,-0.006,-0.007,-0.003,-0.015,-0.010,-0.010,-0.015,,,,,,,
EarningsPerShareBasicAndDiluted,,,,,,,,,,,,,,-0.010,-0.020,-0.000,-0.010,-0.000,-0.010,-0.000
ExtendedProductWarrantyAccrualPayments,,,2402.000,,,,,,,,,,,,,,,,,
ExtendedProductWarrantyAccrualPeriodIncreaseDecrease,,3442.000,,,,,,,,,,,,,,,,,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,,,,,,,,,,2616.000,11770.000,-831.000,-237987.000,185385.000,-822833.000,424091.000,258713.000,1709848.000,-1037049.000,637978.000
FairValueOptionChangesInFairValueGainLoss1,,376569.000,304595.000,147530.000,,,,,,,,,,,,,,,,
FinancingInterestExpense,,,,,,,,,,,,,,,,580494.000,,,27923.000,
ForeignCurrencyTransactionGainLossBeforeTax,5052.000,-3432.000,-3751.000,2054.000,-86.000,,,,,,,,,,,,,,,
GainLossOnSaleOfDebtInvestments,,1500000.000,,,,,,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,102208.000,435457.000,735091.000,332404.000,550726.000,442401.000,541005.000,770506.000,39034.000,1172209.000,1122693.000,748043.000,661068.000,702707.000,869247.000,918044.000,687697.000,405436.000,1552657.000,918748.000
GoodwillAcquiredDuringPeriod,,-1364038.000,,,,,,,,,,,,,,,,,,
GrossProfit,,,,,,,,,,,,,,,,,,-73478.000,-109186.000,-45338.000
IncomeLossAttributableToNoncontrollingInterest,,,,,,-53163.000,-37961.000,-4577.000,1600.000,-6892.000,-7340.000,-25115.000,-12257.000,-8211.000,-9627.000,-8546.000,-4338.000,-27809.000,21218.000,-3262.000
IncomeLossFromContinuingOperations,-145627.000,-506957.000,-894538.000,-344062.000,-618779.000,-515415.000,-693455.000,-1025362.000,-1066037.000,-2430367.000,-2351167.000,-2319653.000,-2294588.000,-1802271.000,-2238221.000,-2246026.000,-3277592.000,-1817066.000,-2872967.000,-1892043.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-136156.000,,,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,-486517.000,-686729.000,-940647.000,-182707.000,-2427751.000,-2339339.000,-2399307.000,-2573839.000,-1771493.000,-3548166.000,,,,,
IncomeLossFromEquityMethodInvestments,,-1800000.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,1798307.000,,,,117282.000,,,,95464.000,,,,810280.000,,,,240926.000,,
IncreaseDecreaseInDerivativeLiabilities,,,,,,57975.000,,,,-2616.000,,,,-185385.000,,,,-1709848.000,,
IncreaseDecreaseInDueToRelatedParties,,-1196701.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,-46064.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInInterestPayableNet,,,,,,15978.000,,,,7552.000,,,,35017.000,,,,-11040.000,,
IncreaseDecreaseInInventories,,,,,,,,,,-5755.000,,,,,,,,12293.000,,
