,2011-09-30,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,96411000.000,110307000.000,,,,,,,,,,,,,,,,,,,,
AccountsPayableAndOtherAccruedLiabilities,,,91921000.000,95886.000,96314.000,82355.000,85278.000,88829.000,73271.000,59400.000,60757000.000,55917000.000,52442000.000,,43916000.000,46412000.000,44383000.000,34762000.000,36989000.000,43312000.000,56303000.000,45183000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-786000.000,-786000.000,-786000.000,-786.000,-786.000,-786.000,-786.000,-786.000,0.000,,,,,,,,,,,,,
AdditionalPaidInCapital,110030000.000,105388000.000,107092000.000,106396.000,105700.000,105005.000,104367.000,103671.000,102974.000,102280.000,101584000.000,108844000.000,108378000.000,,110546000.000,110136000.000,109861000.000,109364000.000,109311000.000,109036000.000,111510000.000,111168000.000
AllowanceForDoubtfulAccountsPremiumsAndOtherReceivables,13384000.000,13383000.000,,,,,,,,,,,,,18279000.000,,,,,,,
AllowanceForLoanAndLeaseLossesRealEstate,,,,,,,,,,,,,,,,17037000.000,17037000.000,17037000.000,17037000.000,17037000.000,17037000.000,17037000.000
Assets,1324131000.000,1235471000.000,1160245000.000,1133590.000,1135345.000,1090419.000,1058613.000,1065376.000,943322.000,940156.000,922225000.000,935986000.000,965498000.000,,1076618000.000,1087111000.000,1106508000.000,1107267000.000,1131675000.000,1139396000.000,1174909000.000,1213725000.000
CashAndCashEquivalentsAtCarryingValue,9360000.000,20312000.000,18090000.000,6738.000,17141.000,8262.000,,9425.000,16437.000,18384.000,13721000.000,4383000.000,12299000.000,19700000.000,19157000.000,11989000.000,15232000.000,15232000.000,19152000.000,7343000.000,12822000.000,55284000.000
CashEquivalentsAtCarryingValue,,,,,,,9333.000,9425.000,16437.000,18384.000,13721000.000,4383000.000,12299000.000,,19157000.000,11989000.000,15232000.000,10239000.000,,,17522000.000,55284000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
