,2012-01-01,2012-12-30,2013-12-29,2014-12-28,2016-01-03,2017-01-01
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,61000.000,81000.000,-17000.000,176000.000,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,77627000.000,51713000.000,64272000.000,55821000.000,43246000.000,105332000.000
AllocatedShareBasedCompensationExpense,,,2900000.000,3500000.000,,
AmortizationOfDeferredHedgeGains,-1221000.000,-1145000.000,-549000.000,-561000.000,,
AmortizationOfFinancingCostsAndDiscounts,2330000.000,2242000.000,1933000.000,1938000.000,2011000.000,1855000.000
AmortizationOfIntangibleAssets,432000.000,416000.000,333000.000,733000.000,2800000.000,5010000.000
AssetImpairmentCharges,,300000.000,0.000,0.000,0.000,0.000
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,,,,,155122000.000
BusinessAcquisitionsProFormaRevenue,,,,,2477201000.000,3598070000.000
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,,2011000.000,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,1077000.000,3576000.000,
CapitalExpendituresIncurredButNotYetPaid,,,7175000.000,9185000.000,14006000.000,15704000.000
CapitalLeaseObligationsIncurred,18632000.000,209000.000,714000.000,0.000,3361000.000,
CapitalizedComputerSoftwareAmortization,,7300000.000,7500000.000,7600000.000,9300000.000,
CapitalizedComputerSoftwareAmortization1,,,,,,10900000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,44886000.000,-80359000.000,1362000.000,-2666000.000,46403000.000,-33648000.000
CommonStockDividendsPerShareCashPaid,,,1.000,1.000,1.000,1.000
ComprehensiveIncomeNetOfTax,,13511000.000,64025000.000,-384000.000,66509000.000,39656000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,4242000.000,4427000.000,4728000.000,6042000.000,6517000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,14636000.000,17753000.000,68452000.000,4344000.000,72551000.000,46173000.000
CostOfGoodsSold,931996000.000,960124000.000,982691000.000,1041130000.000,1405426000.000,1940706000.000
CurrentFederalTaxExpenseBenefit,,12871000.000,18938000.000,13153000.000,20107000.000,-6920000.000
CurrentIncomeTaxExpenseBenefit,,14751000.000,22159000.000,15316000.000,23670000.000,-6893000.000
CurrentStateAndLocalTaxExpenseBenefit,,1880000.000,3221000.000,2163000.000,3563000.000,27000.000
DeferredFederalIncomeTaxExpenseBenefit,,5667000.000,-7701000.000,3638000.000,10638000.000,39644000.000
DeferredIncomeTaxExpenseBenefit,7888000.000,7138000.000,-10017000.000,4220000.000,10408000.000,42942000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,1471000.000,-2316000.000,582000.000,-230000.000,3298000.000
DefinedBenefitPlanAmortizationOfNetGainsLosses,,-6059000.000,,,,
DefinedBenefitPlanAmortizationOfNetPriorServiceCostCredit,,-1496000.000,,,,
DefinedBenefitPlanAmountToBeAmortizedFromAccumulatedOtherComprehensiveIncomeLossNextFiscalYear,,,2461000.000,2727000.000,1980000.000,2865000.000
DefinedBenefitPlanAmountsThatWillBeAmortizedFromAccumulatedOtherComprehensiveIncomeLossInNextFiscalYear,,4563000.000,,,,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets,,0.070,0.070,0.070,0.065,0.065
DefinedBenefitPlanBenefitObligationPeriodIncreaseDecrease,,,,51900000.000,10800000.000,
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation1,,7777000.000,-7168000.000,7495000.000,7343000.000,9976000.000
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents1,,490000.000,-533000.000,515000.000,433000.000,521000.000
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnAccumulatedPostretirementBenefitObligation,,8615000.000,7830000.000,8036000.000,7894000.000,10441000.000
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnServiceAndInterestCostComponents,,542000.000,578000.000,563000.000,451000.000,550000.000
DefinedBenefitPlanFutureAmortizationOfGainLoss,,,-3935000.000,-6052000.000,-5312000.000,-5819000.000
DefinedBenefitPlanFutureAmortizationOfPriorServiceCostCredit,,,-1474000.000,-3325000.000,-3332000.000,-2954000.000
DefinedBenefitPlanHealthCareCostTrendRateAssumedForNextFiscalYear,,0.085,0.080,,,
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,,,,0.000,0.000,
DefinedBenefitPlanTargetPlanAssetAllocations,,1.000,1.000,1.000,1.000,1.000
DefinedBenefitPlanUltimateHealthCareCostTrendRate,,0.050,0.050,,,
Depreciation,61686000.000,61168000.000,58338000.000,60397000.000,78096000.000,111613000.000
DepreciationAndAmortization,,,,61130000.000,80896000.000,116623000.000
DerivativeGainLossOnDerivativeNet,,,-500000.000,,,
DerivativeInstrumentsGainRecognizedInIncome,,500000.000,,,,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,,,8807000.000,-692000.000
DividendsCommonStockCash,,,7141000.000,7141000.000,7141000.000,7141000.000
EarningsPerShareBasic,,,2.990,3.380,6.350,5.390
EarningsPerShareDiluted,,,2.980,3.370,6.330,5.360
EffectiveIncomeTaxRateContinuingOperations,,0.410,0.274,0.351,0.344,0.389
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,-0.007
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,,,,,,-0.007
EffectiveIncomeTaxRateReconciliationDeductionsQualifiedProductionActivities,,,,,,0.001
EffectiveIncomeTaxRateReconciliationMinorityInterestIncomeExpense,,,,,,0.026
