,2011-06-30,2011-09-30
AccountsPayableCurrent,13606940.000,16529082.000
AccountsReceivableNetCurrent,31561892.000,38788478.000
AccruedLiabilitiesCurrent,3830003.000,5064455.000
AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,50268.000,66105.000
AdditionalPaidInCapital,49532768.000,50918463.000
AllowanceForDoubtfulAccountsReceivableCurrent,439778.000,637538.000
Assets,66079120.000,72242710.000
AssetsCurrent,49590704.000,55517268.000
CapitalLeaseObligationsCurrent,939985.000,981328.000
CapitalLeaseObligationsNoncurrent,1584486.000,1446305.000
CashAndCashEquivalentsAtCarryingValue,12723559.000,12511690.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,140000000.000,140000000.000
CommonStockSharesIssued,24699363.000,24872999.000
CommonStockSharesOutstanding,24699363.000,24065611.000
CommonStockValue,24699.000,24872.000
DeferredFinanceCostsNoncurrentNet,75573.000,59736.000
DeferredRentCreditCurrent,130192.000,134278.000
DeferredRentCreditNoncurrent,569363.000,539897.000
DeferredTaxAssetsNetCurrent,463975.000,476109.000
DeferredTaxAssetsNetNoncurrent,2915809.000,3031681.000
EmployeeRelatedLiabilitiesCurrent,2440362.000,3457373.000
Goodwill,7909571.000,7909571.000
IntangibleAssetsNetExcludingGoodwill,1140026.000,1412758.000
Liabilities,25009884.000,28995447.000
LiabilitiesAndStockholdersEquity,66079120.000,72242710.000
LiabilitiesCurrent,22507120.000,26709143.000
LinesOfCreditCurrent,4000000.000,4000000.000
OtherAssetsNoncurrent,567588.000,518577.000
OtherLiabilitiesNoncurrent,348915.000,300102.000
PreferredStockParOrStatedValuePerShare,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000
PreferredStockValue,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,3840955.000,2739963.000
PropertyPlantAndEquipmentNet,3582216.000,3494966.000
RestrictedCashAndCashEquivalentsAtCarryingValue,500815.000,500820.000
RestrictedCashAndCashEquivalentsNoncurrent,297633.000,298153.000
RetainedEarningsAccumulatedDeficit,-8488231.000,-7696072.000
ShortTermInvestments,499508.000,500208.000
StockholdersEquity,41069236.000,43247263.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,41069236.000,43247263.000
