,2011-12-31
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,53781000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,76662000.000
AssetRetirementObligationAccretionExpense,2126000.000
AssetRetirementObligationLiabilitiesIncurred,18834000.000
AssetRetirementObligationLiabilitiesSettled,734000.000
CashAcquiredFromAcquisition,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,172845000.000
CostsAndExpenses,1783382000.000
CurrentFederalTaxExpenseBenefit,72659000.000
CurrentIncomeTaxExpenseBenefit,73430000.000
CurrentStateAndLocalTaxExpenseBenefit,771000.000
DeferredFederalIncomeTaxExpenseBenefit,21060000.000
DeferredIncomeTaxExpenseBenefit,25115000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,4055000.000
DefinedContributionPlanCostRecognized,5800000.000
DepreciationDepletionAndAmortization,859724000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,-3950000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350
FiniteLivedIntangibleAssetsAmortizationExpense,11100000.000
GainLossOnDerivativeInstrumentsNetPretax,363714000.000
GasGatheringTransportationMarketingAndProcessingCosts,175494000.000
GeneralAndAdministrativeExpense,282167000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,177227000.000
IncomeLossFromDiscontinuedOperationsNetOfTax,-3079000.000
IncomeTaxExpenseBenefit,98545000.000
IncomeTaxReconciliationChangeInEnactedTaxRate,-4453000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,96520000.000
IncomeTaxReconciliationOtherAdjustments,-687000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,7165000.000
IncomeTaxesPaidNet,66050000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,26388000.000
IncreaseDecreaseInAccountsReceivable,121933000.000
IncreaseDecreaseInDueToAffiliatesCurrent,-976000.000
IncreaseDecreaseInOtherOperatingCapitalNet,4622000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-25643000.000
InterestPaid,242487000.000
LeaseAndRentalExpense,8300000.000
LeaseOperatingExpense,62295000.000
NaturalGasMidstreamRevenue,23648000.000
NetCashProvidedByUsedInFinancingActivities,2359573000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,2359573000.000
NetCashProvidedByUsedInInvestingActivities,-3261250000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-3261250000.000
NetCashProvidedByUsedInOperatingActivities,1074522000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,1074522000.000
NonoperatingIncomeExpense,-40238000.000
OperatingIncomeLoss,316010000.000
PaymentsOfDebtIssuanceCosts,25983000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,92974000.000
PaymentsToAcquireMarketableSecurities,896006000.000
PaymentsToAcquireOilAndGasPropertyAndEquipment,2950164000.000
PaymentsToAcquireOtherPropertyPlantAndEquipment,346712000.000
ProceedsFromContributionsFromParent,1258375000.000
ProceedsFromIssuanceOfLongTermDebt,4413500000.000
ProceedsFromPaymentsForOtherFinancingActivities,-4415000.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,896006000.000
ProceedsFromSaleOfOilAndGasPropertyAndEquipment,86438000.000
ProceedsFromStockOptionsExercised,5426000.000
ProfitLoss,174148000.000
RepaymentsOfLongTermDebt,3849797000.000
Revenues,2099392000.000
SalesRevenueNet,2099392000.000
ShareBasedCompensation,53203000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardCompensationCost,25200000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,0.580
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,0.020
StockIssuedDuringPeriodValueNewIssues,5479000.000
TaxesExcludingIncomeAndExciseTaxes,63617000.000
UnrealizedGainLossOnDerivatives,90127000.000
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,303000.000
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,1400000.000
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,410000.000
WellServiceExpense,17853000.000
