,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,29052.000,31947.000,25327.000,23514.000,22202.000,37191.000
AccountsPayableRelatedPartiesCurrent,,,46155.000,,,
AdditionalPaidInCapital,42313.000,42313.000,42313.000,42313.000,42313.000,131651.000
AssetsCurrent,75.000,75.000,243.000,243.000,361.000,361.000
CashAndCashEquivalentsAtCarryingValue,30.000,30.000,198.000,198.000,316.000,316.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,245000000.000,245000000.000,245000000.000,245000000.000,245000000.000,245000000.000
CommonStockSharesIssued,12227000.000,12227000.000,12227000.000,12227000.000,12227000.000,16929000.000
CommonStockSharesOutstanding,12227000.000,12227000.000,12227000.000,12227000.000,12227000.000,16929000.000
CommonStockValue,12227.000,12227.000,12227.000,12227.000,12227.000,16929.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,110739.000,118273.000,125779.000,132879.000,136422.000,206700.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,,13886.000,24175.000
LiabilitiesAndStockholdersEquity,75.000,75.000,243.000,243.000,361.000,361.000
LiabilitiesCurrent,56274.000,63808.000,71482.000,78582.000,82243.000,58481.000
LoansPayableCurrent,,,,,,21290.000
NotesPayableRelatedPartiesClassifiedCurrent,27222.000,31861.000,,55068.000,60041.000,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,45.000,45.000,45.000,45.000,45.000,45.000
RetainedEarningsAccumulatedDeficit,,,,,136422.000,206700.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,,,,,4702000.000
SharePrice,,,,,,0.020
StockholdersEquity,-56199.000,-63733.000,-71239.000,-78339.000,-81882.000,-58120.000
