,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,1690616.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-1711.000,,,,-2291.000,,,,869.000,,
CostOfRevenue,,,,,,,65756.000,,,,143510.000
Depreciation,249.000,281.000,282.000,305.000,310.000,310.000,310.000,316.000,480.000,11002.000,34207.000
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,-0.010,0.000,0.000,0.000,-0.200,-0.020,-0.050,-0.020
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,,,,,,,,,,41195.000,52440.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityIssues,,,,,,,,,,80000.000,80000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease,,,,,,,,,,41195.000,52440.000
FiniteLivedIntangibleAssetsCostIncurredToRenewOrExtend,,,,,,,,,10217.000,,
GainsLossesOnExtinguishmentOfDebt,,,,,14025.000,,384.000,,,,0.000
GeneralAndAdministrativeExpense,27857.000,34540.000,39494.000,58790.000,71949.000,73909.000,107533.000,3826903.000,354323.000,960486.000,493281.000
GrossProfit,,,,,,,27502.000,,,,17415.000
IncreaseDecreaseInAccountsPayable,9992.000,,,,2746.000,,,,31205.000,,
IncreaseDecreaseInAccruedLiabilities,,,,,,,,,76500.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,849.000,,,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,,,114.000,,,,-410.000,,
InterestExpense,,,,,,,,,,9079.000,32126.000
InterestPaid,,,,,,,,,277.000,,
NetCashProvidedByUsedInFinancingActivities,16033.000,,,,54481.000,,,,108701.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,16033.000,,,,54481.000,,,,108701.000,,
NetCashProvidedByUsedInInvestingActivities,-1500.000,,,,-905.000,,,,-31071.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1500.000,,,,-905.000,,,,-31071.000,,
NetCashProvidedByUsedInOperatingActivities,-16244.000,,,,-55867.000,,,,-76761.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-16244.000,,,,-55867.000,,,,-76761.000,,
NetIncomeLoss,-25636.000,-30421.000,-24616.000,-48794.000,-45384.000,-60764.000,-79957.000,-3816957.000,-340573.000,-1007862.000,-553444.000
NonoperatingIncomeExpense,270.000,,,,,,,,,,
OperatingExpenses,28106.000,34821.000,39776.000,59095.000,72259.000,74219.000,107843.000,,354803.000,971488.000,527488.000
OperatingIncomeLoss,-25906.000,-30421.000,-24616.000,-48794.000,-59409.000,-60764.000,-80341.000,-3816573.000,-340573.000,-957588.000,-510073.000
OperatingLeasesRentExpenseNet,,,,,,,,,7800.000,,
OtherIncome,,,,,,,,,,,0.000
PaymentsToAcquireIntangibleAssets,629.000,,,,905.000,,,,1252.000,,
PaymentsToAcquirePropertyPlantAndEquipment,871.000,,,,,,,,29819.000,,
ProceedsFromRelatedPartyDebt,16033.000,,,,54481.000,,,,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,,,,,108701.000,,
Revenues,2200.000,4400.000,15160.000,10301.000,12850.000,13455.000,93258.000,-39835.000,14230.000,13900.000,160925.000
SalesRevenueNet,2200.000,4400.000,15160.000,10301.000,12850.000,13455.000,93258.000,-39835.000,14230.000,13900.000,160925.000
ShareBasedCompensation,,,,,600.000,,,,155217.000,,
UnrealizedGainLossOnDerivatives,,,,,,,,,,-41195.000,-11245.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,19241311.000,19449461.000,19838586.000,-38875681.000,20124569.000,20852901.000,20853957.000,-41545268.000,21506286.000,21584829.000,22339895.000
