,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30
AccountsPayableCurrent,1752000.000,1422000.000,1709000.000,1487000.000,1402000.000
AccountsReceivableNetCurrent,18629000.000,18934000.000,18812000.000,17635000.000,16894000.000
AccruedLiabilitiesCurrent,,,,,10103000.000
AdditionalPaidInCapital,96513000.000,96608000.000,96299000.000,96430000.000,96563000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1607000.000,1863000.000,1955000.000,1909000.000,1827000.000
Assets,300100000.000,303633000.000,293479000.000,296689000.000,288791000.000
AssetsCurrent,30855000.000,37081000.000,30659000.000,36678000.000,28885000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,70000.000,,,,
CapitalLeaseObligationsCurrent,1411000.000,1396000.000,1341000.000,1324000.000,1306000.000
CapitalLeaseObligationsNoncurrent,2808000.000,2458000.000,2146000.000,1827000.000,1502000.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,3076000.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,1306000.000
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,268000.000
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,2808000.000
Cash,6162000.000,12288000.000,6988000.000,14101000.000,7335000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,26317675.000,26317675.000,26317675.000,26317675.000,26317675.000
CommonStockSharesOutstanding,26317675.000,26317675.000,26317675.000,26317675.000,26317675.000
CommonStockValue,26000.000,26000.000,26000.000,26000.000,26000.000
DebtInstrumentInterestRateStatedPercentage,,,,,0.117
DebtInstrumentUnamortizedDiscount,3247000.000,3149000.000,3049000.000,2946000.000,2840000.000
DeferredFinanceCostsNet,,,,,6600000.000
DeferredIncomeTaxLiabilities,14436000.000,13322000.000,12608000.000,11649000.000,10586000.000
DeferredTaxAssetsNetCurrent,936000.000,936000.000,1391000.000,1391000.000,1391000.000
Goodwill,174353000.000,174353000.000,174353000.000,174353000.000,174353000.000
InterestPayableCurrent,3084000.000,9253000.000,3084000.000,9253000.000,3084000.000
Liabilities,239917000.000,245181000.000,237416000.000,243191000.000,238268000.000
LiabilitiesAndStockholdersEquity,300100000.000,303633000.000,293479000.000,296689000.000,288791000.000
LiabilitiesCurrent,13625000.000,20241000.000,13308000.000,20246000.000,16566000.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,64000.000,,,,
LineOfCreditFacilityCurrentBorrowingCapacity,,,,,40000000.000
LongTermDebt,,,,,210052000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,,,,,1358000.000
LongTermDebtFairValue,,,,,150700000.000
LongTermDebtNoncurrent,206753000.000,206851000.000,206951000.000,207054000.000,207160000.000
MinorityInterest,,,2406000.000,2459000.000,2479000.000
NotesPayable,,,,,52000.000
OtherAssetsCurrent,2653000.000,2209000.000,991000.000,1056000.000,841000.000
OtherAssetsNoncurrent,12239000.000,12458000.000,12055000.000,12484000.000,12519000.000
OtherLiabilitiesCurrent,221000.000,406000.000,446000.000,525000.000,619000.000
OtherLiabilitiesNoncurrent,2295000.000,2309000.000,2403000.000,2415000.000,2454000.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,,,,,3265000.000
PrepaidExpenseCurrent,2475000.000,2714000.000,2477000.000,2495000.000,2424000.000
PropertyPlantAndEquipmentNet,34096000.000,32910000.000,31117000.000,29415000.000,30811000.000
RetainedEarningsAccumulatedDeficit,-36356000.000,-38182000.000,-42668000.000,-45417000.000,-48545000.000
SeniorNotes,,,,,210000000.000
ShortTermNonBankLoansAndNotesPayable,48000.000,217000.000,292000.000,159000.000,52000.000
StockholdersEquity,60183000.000,58452000.000,53657000.000,51039000.000,48044000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,60183000.000,58452000.000,56063000.000,53498000.000,50523000.000
ValuationAllowanceAmount,,,,,900000.000
