,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,,,5078769.000,6105078.000,7337000.000,7701000.000,7175000.000,7679000.000,6975000.000,6819000.000,6354000.000,7849000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,6200979.000,,,,7005442.000,,,,8226000.000,,,,9076000.000,,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,1568008.000,1998706.000,1235204.000,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,,,,,,,,,,,-3466332.000,-2187863.000,-1023555.000,-387398.000,431000.000,533000.000,-250000.000,320000.000,-112000.000,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,0.000,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,104141.000,102216.000,100288.000,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1132885.000,1552812.000,1091462.000,1103183.000,1133244.000,1565867.000,804293.000,373183.000,-2068038.000,-2065546.000,-2247634.000,-1365409.000,-628084.000,-311060.000,248000.000,271000.000,-227000.000,140000.000,-130000.000,185000.000,647000.000,501000.000
AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxDebtSecurities,,,,,,,-500944.000,-500944.000,-500944.000,-500944.000,500944.000,-500944.000,-500944.000,500944.000,501000.000,501000.000,501000.000,501000.000,501000.000,501000.000,501000.000,501000.000
AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxHeldtomaturityDebtSecurities,,,,,330623.000,330623.000,330623.000,,,,,,,,,,,,,,,
AociBeforeTaxAttributableToParent,,,,,,,,,,,,,,,,,,,,381000.000,1107000.000,876000.000
AociTaxAttributableToParent,,,,,,,,,,,,,,,,,,,,196000.000,460000.000,375000.000
Assets,729430556.000,742460564.000,791726915.000,749599784.000,777498573.000,796157551.000,840968382.000,812565458.000,804892170.000,790168852.000,742325087.000,967090613.000,985970231.000,954304550.000,956779000.000,1014876000.000,1046930000.000,980450000.000,967991000.000,948976000.000,1068736000.000,1055308000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,95161831.000,94060656.000,108033998.000,115261578.000,108487018.000,104216431.000,102191431.000,119408137.000,111586760.000,104191229.000,79734000.000,83488000.000,80768000.000,74050000.000,94521000.000,99084000.000,109867000.000,101865000.000
AvailableForSaleSecurities,111698188.000,96309859.000,93683774.000,91154435.000,97537598.000,97088995.000,109840965.000,116412431.000,105881536.000,101557211.000,99198807.000,117630716.000,110878312.000,103959466.000,80161000.000,84062000.000,80576000.000,74557000.000,94724000.000,99806000.000,111327000.000,103114000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,1749946.000,1511599.000,1378000.000,1416000.000,1164000.000,1189000.000,1039000.000,1532000.000,2102000.000,1747000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,2458394.000,1743362.000,951000.000,842000.000,1356000.000,682000.000,836000.000,810000.000,642000.000,498000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,,,,,,,,79734000.000,83488000.000,80768000.000,74050000.000,94521000.000,99084000.000,109867000.000,101865000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,6238783.000,9473770.000,18211106.000,25376862.000,25286877.000,25341587.000,23349536.000,23807878.000,23436734.000,22470048.000,12542000.000,17040000.000,16295000.000,14723000.000,31137000.000,41527000.000,43248000.000,42798000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,6827968.000,10163661.000,18727902.000,25714592.000,24707329.000,24626347.000,22438596.000,23242048.000,23092711.000,22200974.000,12785000.000,17344000.000,16443000.000,14947000.000,31360000.000,42345000.000,44307000.000,43796000.000
