,2011-12-31,2012-12-31
AllocatedShareBasedCompensationExpense,,709000.000
AmortizationOfFinancingCostsAndDiscounts,2934000.000,3085000.000
AmortizationOfIntangibleAssets,14939000.000,14939000.000
CapitalExpendituresIncurredButNotYetPaid,726000.000,-884000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1929000.000,21044000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,7291000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,3828000.000
ComprehensiveIncomeNetOfTax,,-23658000.000
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,400848000.000,375975000.000
CurrentFederalTaxExpenseBenefit,,0.000
CurrentForeignTaxExpenseBenefit,,1071000.000
CurrentStateAndLocalTaxExpenseBenefit,,90000.000
DeferredCompensationArrangementWithIndividualCompensationExpense,,75699.000
DeferredFederalIncomeTaxExpenseBenefit,,1689000.000
DeferredForeignIncomeTaxExpenseBenefit,,17000.000
DeferredIncomeTaxExpenseBenefit,2801000.000,392000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,-1083000.000
DefinedBenefitPlanActuarialGainLoss,,-864000.000
DefinedBenefitPlanAmortizationOfGainsLosses,,-32000.000
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostDiscountRate,,0.047
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets,,0.070
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostRateOfCompensationIncrease,,0.020
DefinedBenefitPlanBenefitsPaid,,132000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,63000.000
DefinedBenefitPlanForeignCurrencyExchangeRateChangesBenefitObligation,,-71000.000
DefinedBenefitPlanInterestCost,,188000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,208000.000
DefinedBenefitPlanServiceCost,,51000.000
DefinedContributionPlanCostRecognized,,2400000.000
Depreciation,,25100000.000
