,2011-06-30,2011-09-30,2011-12-31,2012-09-30,2012-12-31,2013-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,0.000,,,,,
EarningsPerShareBasicAndDiluted,-0.010,-0.020,-0.020,-0.000,-0.000,
GeneralAndAdministrativeExpense,357400.000,631000.000,626660.000,232636.000,8508.000,
IncreaseDecreaseInAccountsPayable,,,,,,108795.000
IncreaseDecreaseInAccruedLiabilities,,,,,,4385.000
IncreaseDecreaseInDueToOfficersAndStockholders,8400.000,,,,,
NetCashProvidedByUsedInOperatingActivities,0.000,,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,0.000,,,,,
NetIncomeLoss,-357400.000,-631000.000,-626660.000,-232636.000,-8508.000,
OperatingIncomeLoss,-357400.000,-631000.000,-626660.000,-232636.000,-8508.000,
ProceedsFromIssuanceOfCommonStock,0.000,,,,,
Revenues,0.000,0.000,,,,
SalesRevenueNet,0.000,0.000,,,,
ShareBasedCompensation,349000.000,,,,,
