,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,0.000,17309090.000,,
AssetManagementCosts,1412385.000,,,,,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,0.010,-0.050,0.000,0.000,-0.050
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,0.010,-0.050,0.000,0.000,-0.050
BusinessAcquisitionProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTaxPerShareBasic,,,0.010,-0.050,0.000,0.000,-0.040
BusinessAcquisitionProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTaxPerShareDiluted,,,0.010,-0.050,0.000,0.000,-0.040
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,,11736125.000,-7929859.000,3339527.000,2841543.000,-14238964.000
BusinessAcquisitionsProFormaNetIncomeLoss,,,2630610.000,-17572135.000,1706819.000,980299.000,-18644531.000
BusinessAcquisitionsProFormaRevenue,,,36577910.000,31425161.000,46454592.000,49551697.000,39197260.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-114124.000,,58390.000,,,
ConversionOfStockSharesConverted1,,,,1733.000,,,
CostsAndExpensesRelatedParty,,,1115381.000,310227.000,224873.000,174214.000,1749013.000
CurrentStateAndLocalTaxExpenseBenefit,99000.000,,,,,,
DebtInstrumentInterestRateStatedPercentageRateRangeMaximum,,,,0.065,,,
DebtInstrumentInterestRateStatedPercentageRateRangeMinimum,,,,0.050,,,
DepreciationAndAmortization,2104016.000,1725173.000,2443747.000,2992957.000,3142707.000,2677210.000,2663441.000
DepreciationDepletionAndAmortization,,1725173.000,,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,-2390627.000,20876.000,302500.000,48175.000
EarningsPerShareBasic,,,0.010,-0.050,0.000,0.000,-0.050
EarningsPerShareBasicAndDiluted,0.000,0.000,,-0.050,,,
EarningsPerShareDiluted,,,0.010,-0.050,0.000,0.000,-0.050
EntityWideRevenueMajorCustomerPercentage,,,1.110,,,,
GainLossOnDerivativeInstrumentsNetPretax,,,-508681.000,,,,
GainsLossesOnExtinguishmentOfDebt,1947134.000,96739.000,618353.000,,64517.000,,
GeneralAndAdministrativeExpense,4886019.000,4227502.000,7222741.000,11233705.000,14879129.000,15775004.000,21492152.000
GoodwillAcquiredDuringPeriod,,,,26474.000,,,
GoodwillPurchaseAccountingAdjustments,,,,-108337.000,,,
HealthCareOrganizationAllowanceForDoubtfulAccountsPercentageOfAccountsReceivable,,,0.110,0.220,,,
HealthCareOrganizationMedicalSuppliesAndDrugsExpense,3399612.000,2932125.000,4820777.000,4949282.000,7062762.000,8183573.000,8474111.000
HealthCareOrganizationPatientServiceRevenue,18966579.000,18014645.000,35351438.000,30277221.000,48856161.000,58957696.000,25844657.000
HealthCareOrganizationPatientServiceRevenueLessProvisionForBadDebts,,,31856794.000,26778136.000,40721363.000,43074990.000,26968998.000
HealthCareOrganizationPatientServiceRevenueProvisionforBadDebts,,,-3494644.000,3499085.000,8134798.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,1183198.000,590621.000,4656665.000,-17015210.000,1967478.000,1285569.000,-15790513.000
IncomeTaxExpenseBenefit,,99000.000,2271631.000,143499.000,143499.000,143499.000,4839555.000
IncomeTaxesPaid,,383434.000,,,,,
IncreaseDecreaseInAccountsReceivable,,1963624.000,,-456522.000,,,
IncreaseDecreaseInDeferredRevenue,,34446.000,,79399.000,,,
IncreaseDecreaseInFairValueOfUnhedgedDerivativeInstruments,,,-5173513.000,,,,
IncreaseDecreaseInInventories,,-10733.000,,28572.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-343406.000,,-92291.000,,,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,20696727.000,,,,
IncrementalCommonSharesAttributableToConversionOfPreferredStock,,,19090909.000,,19773750.000,17844469.000,
InterestExpense,1349023.000,1437965.000,1363821.000,1747416.000,,1858474.000,
InterestExpenseLesseeAssetsUnderCapitalLease,,,,524875.000,554155.000,568724.000,535044.000
InterestExpenseRelatedParty,,616229.000,571394.000,36774.000,37898.000,29614.000,26991.000
InterestIncomeExpenseNet,,,,,-1886129.000,,
InterestIncomeExpenseNonoperatingNet,,,20000.000,21500.000,21500.000,21500.000,76547.000
InterestPaid,,1245269.000,,1595540.000,,,
InvestmentIncomeInterest,,20000.000,,,,,
LaborAndRelatedExpense,8263837.000,,10448799.000,20099192.000,18030843.000,20074367.000,19365058.000
LineOfCreditFacilityIncreaseDecreaseForPeriodNet,,,,-27662480.000,,,
NetCashProvidedByUsedInFinancingActivities,,-2789842.000,,1255288.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-2789842.000,,1255288.000,,,
NetCashProvidedByUsedInInvestingActivities,,-295319.000,,-2891572.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-295319.000,,-2891572.000,,,
NetCashProvidedByUsedInOperatingActivities,,2971037.000,,1694674.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,2971037.000,,1694674.000,,,
NetIncomeLoss,1045450.000,489438.000,2597165.000,-17076701.000,1873966.000,1214963.000,-20558396.000
NetIncomeLossAttributableToNoncontrollingInterest,38748.000,2183.000,-212131.000,-82008.000,-49987.000,-72893.000,-71672.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,1962672.000,-17592106.000,1682226.000,980299.000,-20778116.000
NoncashOrPartNoncashAcquisitionNetNonmonetaryAssetsAcquiredLiabilitiesAssumed1,,,,26474.000,,,
OperatingExpenses,18488204.000,17070052.000,24317711.000,39275136.000,43050924.000,46710154.000,52059279.000
OperatingIncomeLoss,2532221.000,2017003.000,11702680.000,-7949830.000,3314934.000,2841543.000,-15313154.000
OtherIncome,161996.000,117189.000,1491270.000,1207700.000,2071851.000,2440186.000,5325824.000
OtherNoncashIncomeExpense,,,,-224847.000,,,
OtherNonoperatingIncome,,11583.000,,,,,
OtherNonoperatingIncomeExpense,,,,,508581.000,,
PaymentsForProceedsFromBusinessesAndInterestInAffiliates,,,,-60000.000,,,
PaymentsOfDividends,,,,67791.000,,,
PaymentsOfDividendsPreferredStockAndPreferenceStock,,,,35794.000,,,
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,679158.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,,295319.000,,2272414.000,,,
PaymentsToMinorityShareholders,,172762.000,,,,,
PreferredStockDividendsIncomeStatementImpact,,,129547.000,35794.000,14514.000,-6359.000,97791.000
ProceedsFromIssuanceOfConvertiblePreferredStock,,,,2899181.000,,,
ProceedsFromLongTermCapitalLeaseObligations,,-162021.000,,,,,
ProceedsFromRepaymentsOfLinesOfCredit,,,,-25889119.000,,,
ProceedsFromRepaymentsOfLongTermDebtAndCapitalSecurities,,,,-198502.000,,,
