,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,22400000.000,26700000.000,21900000.000,27500000.000,23100000.000,30200000.000,28600000.000,25100000.000,28200000.000,17800000.000,19900000.000,19900000.000,27500000.000,40900000.000,35100000.000,20300000.000,42100000.000,35800000.000,43400000.000,40600000.000,55900000.000,43400000.000,46000000.000,81000000.000,79600000.000,66500000.000
AccountsReceivableNetCurrent,283500000.000,273000000.000,275800000.000,284400000.000,297800000.000,293900000.000,296900000.000,317000000.000,310400000.000,318500000.000,306200000.000,309700000.000,337200000.000,345300000.000,324000000.000,337200000.000,362700000.000,368200000.000,357700000.000,349800000.000,424700000.000,418000000.000,436400000.000,433300000.000,459700000.000,462400000.000
AccruedEmployeeBenefitsCurrent,,,,66500000.000,,,,90700000.000,,,,51800000.000,,,,60700000.000,,,,83100000.000,,,,90000000.000,,
AccruedLiabilitiesCurrent,58700000.000,62300000.000,65700000.000,56300000.000,63900000.000,64100000.000,72500000.000,84900000.000,80000000.000,83800000.000,82600000.000,95400000.000,102000000.000,98000000.000,89700000.000,85500000.000,102900000.000,111500000.000,116500000.000,112700000.000,155600000.000,129900000.000,136600000.000,149300000.000,133700000.000,127000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,385300000.000,372900000.000,387300000.000,400800000.000,417400000.000,433000000.000,454800000.000,461600000.000,460100000.000,474500000.000,487900000.000,472300000.000,485500000.000,482200000.000,463600000.000,354800000.000,292700000.000,298000000.000,294200000.000,288100000.000,292100000.000,301400000.000,312100000.000,317100000.000,340000000.000,361300000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,-2300000.000,-2300000.000,-2300000.000,-2200000.000,-2200000.000,-2100000.000,-2000000.000,-2000000.000,-2000000.000,-2000000.000,-2000000.000,-1900000.000,-1900000.000,-1800000.000,-1700000.000,-1800000.000,-1600000.000,-1600000.000,-1600000.000,-1600000.000,-1400000.000,-1000000.000,-1000000.000,,-1400000.000,-1200000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,239100000.000,236900000.000,234700000.000,300300000.000,296900000.000,294100000.000,291000000.000,276400000.000,273400000.000,271100000.000,268000000.000,202200000.000,200100000.000,198000000.000,195900000.000,263300000.000,260800000.000,258200000.000,255600000.000,245800000.000,243600000.000,241300000.000,239000000.000,,263400000.000,260900000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,-89900000.000,-56700000.000,-84300000.000,-89300000.000,-74400000.000,-94700000.000,-80000000.000,-83600000.000,-93200000.000,-106700000.000,-100700000.000,-108500000.000,-114600000.000,-99700000.000,-136300000.000,-170300000.000,-207400000.000,-188400000.000,-219900000.000,-237400000.000,-139000000.000,-205500000.000,-123300000.000,,-149600000.000,-143400000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-331300000.000,-295900000.000,-321300000.000,-391800000.000,-373500000.000,-390900000.000,-373000000.000,-362000000.000,-368600000.000,-379800000.000,-370700000.000,-312600000.000,-316600000.000,-299500000.000,-333900000.000,-435400000.000,-469800000.000,-448200000.000,-477100000.000,-484800000.000,-384000000.000,-447800000.000,-363300000.000,-528900000.000,-414400000.000,-405500000.000
AdditionalPaidInCapitalCommonStock,1104200000.000,1110600000.000,1112100000.000,1118000000.000,1127000000.000,1125700000.000,1131600000.000,1139600000.000,1149600000.000,1156400000.000,1166800000.000,1174600000.000,1190000000.000,1197700000.000,1209000000.000,1201700000.000,1230800000.000,1240100000.000,1252600000.000,1260500000.000,1273400000.000,1288400000.000,1304400000.000,1313300000.000,1322700000.000,1325100000.000
AllowanceForDoubtfulAccountsReceivableCurrent,7400000.000,6600000.000,6200000.000,5900000.000,6300000.000,6000000.000,6600000.000,6300000.000,6200000.000,6700000.000,6500000.000,6800000.000,8300000.000,8700000.000,8100000.000,7200000.000,7900000.000,7700000.000,8200000.000,7500000.000,9400000.000,9100000.000,9500000.000,7800000.000,8300000.000,9500000.000
Assets,3468800000.000,3489300000.000,3512500000.000,3508600000.000,3518400000.000,3521100000.000,3605900000.000,4511100000.000,4387200000.000,4373600000.000,4390400000.000,4539900000.000,4750100000.000,4766300000.000,4707100000.000,4674200000.000,4595000000.000,4585500000.000,4541400000.000,4509000000.000,6732900000.000,6640800000.000,6806600000.000,6664000000.000,6789000000.000,7058300000.000
AssetsCurrent,427200000.000,436500000.000,430200000.000,452300000.000,475100000.000,517000000.000,605700000.000,529700000.000,484800000.000,512600000.000,526500000.000,648400000.000,524500000.000,554200000.000,550400000.000,605100000.000,585000000.000,591200000.000,582100000.000,561600000.000,630100000.000,627200000.000,661800000.000,672900000.000,705200000.000,1000700000.000
BridgeLoan,,,,,,,,,,,,,,,,,,,,275000000.000,,,,,,
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,,,52200000.000,,,,524700000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,,,146200000.000,,,,1027400000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,132400000.000,,,,1017300000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssets,,,,14100000.000,,,,21300000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,75600000.000,,,,321300000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,,,,44700000.000,,,,309300000.000,,,,1200000.000,,,,0.000,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,,13800000.000,,,,7400000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationNoncontrollingInterest,,,,,,,,2700000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentAssets,,,,100000.000,,,,100000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,,,4200000.000,,,,1200000.000,,,,,,,,,,,,,,,,,,
BusinessCombinationAcquisitionOfLessThan100PercentNoncontrollingInterestFairValue,,,,,,,,,,,,3200000.000,,,,0.000,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,,,,,121900000.000,358800000.000,358800000.000,358800000.000,401500000.000,,,,0.000,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssets,,,,,,,,,,,,12900000.000,12600000.000,12600000.000,12600000.000,39100000.000,,,,0.000,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIndefiniteLivedIntangibleAssets,,,,,,,,,,,,0.000,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,,,,,,,,,46400000.000,111900000.000,111900000.000,111900000.000,118100000.000,,,,0.000,,,,681000000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,,,,,,,,,19900000.000,36000000.000,36000000.000,36000000.000,62700000.000,,,,0.000,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOtherNoncurrentAssets,,,,,,,,,,,,5900000.000,,,,0.000,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,,,,,,,,1400000.000,3600000.000,3600000.000,3600000.000,3600000.000,,,,0.000,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedLessNoncontrollingInterest,,,,,,,,,,,,98800000.000,,,,338800000.000,,,,0.000,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,,,,,,,,,,,,,322800000.000,322800000.000,322800000.000,,,,,,,,,,,
CapitalizedComputerSoftwareGross,,,,,,,,,,380100000.000,389600000.000,388000000.000,397200000.000,391600000.000,368100000.000,257300000.000,201800000.000,207000000.000,213300000.000,212500000.000,225900000.000,252500000.000,287400000.000,307000000.000,332100000.000,355700000.000
