,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,1508575.000
CostOfGoodsSold,3050251.000
CurrentFederalTaxExpenseBenefit,345558.000
CurrentStateAndLocalTaxExpenseBenefit,88378.000
DeferredFederalIncomeTaxExpenseBenefit,-50721.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-11935.000
DepreciationAndAmortization,7734.000
DepreciationDepletionAndAmortization,59174.000
EarningsPerShareBasicAndDiluted,0.060
EffectiveIncomeTaxRateContinuingOperations,0.390
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340
EffectiveIncomeTaxRateReconciliationOtherAdjustments,0.036
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.080
GeneralAndAdministrativeExpense,671425.000
GrossProfit,1916730.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,964160.000
IncomeTaxExpenseBenefit,371280.000
IncomeTaxesPaid,4776.000
IncreaseDecreaseInAccountsPayable,306949.000
IncreaseDecreaseInAccountsReceivable,-1055954.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,-67960.000
IncreaseDecreaseInCustomerDeposits,96250.000
IncreaseDecreaseInDeferredIncomeTaxes,62656.000
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,433936.000
IncreaseDecreaseInInventories,719104.000
IncreaseDecreaseInPrepaidExpense,98912.000
InterestExpense,4776.000
NetCashProvidedByUsedInFinancingActivities,-31979.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-31979.000
NetCashProvidedByUsedInInvestingActivities,-55957.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-55957.000
NetCashProvidedByUsedInOperatingActivities,1596511.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,1596511.000
NetIncomeLoss,592880.000
NonoperatingIncomeExpense,-2314.000
OperatingExpenses,950256.000
OperatingIncomeLoss,966474.000
OtherIncome,2462.000
PaymentsToAcquirePropertyPlantAndEquipment,55957.000
RepaymentsOfNotesPayable,31979.000
ResearchAndDevelopmentExpense,76003.000
SalesRevenueGoodsNet,4966981.000
SellingAndMarketingExpense,195094.000
StandardProductWarrantyAccrualPayments,-32180.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,10143158.000
