,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AdjustmentOfWarrantsGrantedForServices,,2550.000,,,,,,,,,,7000.000,,
AssetImpairmentCharges,,,,,,,,0.000,,0.000,,0.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-87461.000,,290535.000,,,,-65700.000,,,,3345.000,,
CostOfGoodsSold,501600.000,643279.000,661165.000,610184.000,607792.000,639039.000,648910.000,965606.000,909817.000,595133.000,-5183630.000,580065.000,483238.000,311451.000
DepreciationAndAmortization,,9064.000,,,,,,,,,,,,
DepreciationDepletionAndAmortization,,,,10466.000,,,,16304.000,,,,25191.000,,
EarningsPerShareBasicAndDiluted,-0.050,-0.010,-0.000,-0.000,-0.000,-0.010,-0.010,-0.010,-0.030,-0.010,-0.000,-0.010,-0.010,-0.020
EntityWideRevenueMajorCustomerPercentage,,,,0.850,,,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,,,,-19173.000,,
GainsLossesOnSalesOfOtherAssets,,,,-194.000,,,,,,,,,,
GeneralAndAdministrativeExpense,449165.000,469495.000,339074.000,459774.000,440900.000,446384.000,551435.000,422310.000,458395.000,441736.000,1040008.000,497542.000,527663.000,571547.000
GrossProfit,239958.000,308570.000,207791.000,401923.000,418395.000,320843.000,680141.000,192850.000,-255604.000,354733.000,836714.000,252965.000,90709.000,83001.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1073163.000,-346959.000,-36685.000,-106489.000,-122121.000,-277097.000,-45004.000,-404003.000,-928517.000,-234026.000,-289977.000,-389657.000,-556196.000,-662284.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-1073963.000,,-36685.000,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.050,,-0.000,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,5000.000,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.000,,-0.000,,,,,,,,,,,
IncomeTaxExpenseBenefit,800.000,2400.000,,800.000,,800.000,,1600.000,,1600.000,,1600.000,500.000,98.000
IncomeTaxesPaidNet,,2400.000,,800.000,,,,1600.000,,,,1600.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,171070.000,,70095.000,,,,1102.000,,,,-47534.000,,
IncreaseDecreaseInAccountsReceivable,,50282.000,,14255.000,,,,66793.000,,,,1483.000,,
IncreaseDecreaseInDeferredCharges,,-2680.000,,,,,,,,,,,,
IncreaseDecreaseInDeferredRevenue,,-857.000,,285137.000,,,,-60107.000,,,,71618.000,,
IncreaseDecreaseInOtherNoncurrentAssets,,,,,,,,,,,,-8836.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-38879.000,,1697.000,,,,-75610.000,,,,943.000,,
InterestExpense,3964.000,,27.000,,,,,,,,,,,
InterestExpenseOther,,,,,,,,,518.000,152.000,,-14139.000,13548.000,39053.000
InterestIncomeOther,,,,159.000,125.000,129.000,315.000,370.000,211.000,71.000,102.000,126.000,75.000,178.000
InterestPaid,,,,,,,,,,,,14139.000,,
InvestmentIncomeInterest,251.000,445.000,213.000,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,,1000.000,,,,337500.000,,,,223599.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,1000.000,,,,337500.000,,,,223599.000,,
NetCashProvidedByUsedInInvestingActivities,,-12793.000,,-10091.000,,,,-14099.000,,,,-15807.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-12793.000,,-10091.000,,,,-14099.000,,,,-15807.000,,
NetCashProvidedByUsedInOperatingActivities,,-74668.000,,299626.000,,,,-389101.000,,,,-204447.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-74668.000,,299626.000,,,,-389101.000,,,,-204447.000,,
NetIncomeLoss,-1068963.000,-349359.000,-36685.000,-107289.000,-122121.000,-277897.000,-45004.000,-405603.000,-928517.000,-235626.000,-289177.000,-391257.000,-556696.000,-662382.000
OperatingExpenses,518568.000,655974.000,439662.000,575224.000,540641.000,598069.000,722055.000,643988.000,651011.000,588678.000,1121571.000,609436.000,633432.000,706410.000
OperatingIncomeLoss,-278610.000,-347404.000,-231871.000,-173301.000,-122246.000,-277226.000,-41914.000,-451138.000,-906615.000,-233945.000,-284857.000,-356471.000,-542723.000,-623409.000
OperatingLeasesRentExpenseNet,,,,32372.000,,,,61053.000,,,,16923.000,,
OtherNonoperatingIncome,,,195000.000,66847.000,,,,46765.000,-21595.000,,,-19173.000,,
OtherNonoperatingIncomeExpense,-794553.000,445.000,195186.000,66812.000,125.000,129.000,-3090.000,47135.000,-21902.000,-81.000,-5120.000,-33186.000,-13473.000,-38875.000
PaymentsForRent,,,,,,,,10717.000,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,12793.000,,10091.000,,,,14099.000,,,,15807.000,,
ProceedsFromConvertibleDebt,,,,,,,,,,,,230000.000,,
ProceedsFromIssuanceOfCommonStock,,,,,,,,337500.000,,,,,,
ProceedsFromStockOptionsExercised,,,,1000.000,,,,,,,,,,
ProvisionForDoubtfulAccounts,,34072.000,,,,,,15000.000,,,,,,
RepaymentsOfLongTermCapitalLeaseObligations,,,,,,,,,,,,6401.000,,
SaleOfStockConsiderationReceivedOnTransaction,,,,,,,,,,,,135000.000,,
SalesRevenueGoodsNet,741558.000,951849.000,868956.000,1012107.000,1026187.000,959882.000,1329051.000,1158456.000,654213.000,949866.000,1079232.000,833030.000,573947.000,394452.000
SellingAndMarketingExpense,69403.000,186479.000,100588.000,115450.000,99741.000,151685.000,170620.000,221678.000,192616.000,146942.000,81563.000,111894.000,105769.000,134863.000
ShareBasedCompensation,,50069.000,,57169.000,,,,21520.000,,,,103066.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,,1.960,,,,1.960,,,,1.930,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,,0.019,,,,0.016,,,,0.016,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,,,,,,,,-4358958.000,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,,,,,,,,0.160,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,,-25000.000,,,,,,,,0.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,132000.000,,,,2770500.000,,,,277500.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,,0.500,,,,0.190,,,,0.090,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedInPeriodFairValue,,,,52859.000,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesIssuedInPeriod,,,,132000.000,,,,,,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,0.500,,,,,,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,,0.500,,,,,,,,0.000,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,0.500,,,,0.190,,,,0.090,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeLowerRangeLimit,,,,0.250,,,,,,,,,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeUpperRangeLimit,,,,0.500,,,,,,,,,,
StockGrantedDuringPeriodValueSharebasedCompensationGross,,,,,,,,,,,,694608.000,,
StockIssued1,,,,,,,,526395.000,,,,,,
StockIssuedDuringPeriodSharesShareBasedCompensation,,,,,,,,,,,,84000.000,,
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,4000.000,,,,,,,,,,
StockIssuedDuringPeriodValueIssuedForServices,,,,,,,,-31500.000,,,,,,
StockIssuedDuringPeriodValueStockOptionsExercised,,,,4000.000,,,,,,,,,,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,,,,,,147000.000,,,,200000.000,,
ValuationAllowanceForImpairmentOfRecognizedServicingAssetsPeriodIncreaseDecrease,,,,15000.000,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,25390278.000,25401054.000,25444106.000,25444728.000,25444728.000,-49691103.000,34871977.000,35862746.000,36345857.000,-70750726.000,37954026.000,38254959.000,38254959.000
