,2011-01-31,2011-04-30,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableCurrent,372632000.000,412828000.000,465539000.000,487783000.000,394200000.000,441900000.000,461200000.000,466100000.000,392900000.000,425700000.000,433600000.000,431300000.000,365800000.000,432500000.000,448200000.000,471100000.000,392800000.000,357500000.000,357400000.000,355300000.000,292500000.000,326000000.000,340500000.000,372000000.000,332900000.000,369300000.000
AccountsReceivableNetCurrent,475800000.000,521396000.000,588820000.000,568624000.000,546800000.000,503900000.000,492800000.000,453900000.000,443000000.000,471800000.000,489200000.000,481900000.000,465500000.000,489200000.000,526700000.000,501300000.000,462700000.000,459800000.000,461900000.000,403700000.000,373000000.000,404800000.000,418100000.000,399200000.000,391300000.000,428800000.000
AccruedEnvironmentalLossContingenciesNoncurrent,,,,,,,,,,26900000.000,27000000.000,26800000.000,26500000.000,26200000.000,25700000.000,24700000.000,23900000.000,9800000.000,8600000.000,8200000.000,8100000.000,9300000.000,9000000.000,6800000.000,7000000.000,6800000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,922475000.000,962165000.000,1023012000.000,913171000.000,925100000.000,954900000.000,960100000.000,1017700000.000,1051900000.000,1071500000.000,1075000000.000,1107500000.000,1115500000.000,1158400000.000,1143500000.000,1124100000.000,1099700000.000,1092100000.000,1135600000.000,1112000000.000,1106900000.000,1155700000.000,1160600000.000,1179600000.000,1191000000.000,1217200000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,,,,,,-500000.000,-400000.000,-200000.000,-100000.000,,,,,,,,,4600000.000,4800000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,76405000.000,77377000.000,77312000.000,101676000.000,97200000.000,97800000.000,96700000.000,126000000.000,126400000.000,125200000.000,125700000.000,95100000.000,95400000.000,96000000.000,95600000.000,129800000.000,124300000.000,123400000.000,124300000.000,120800000.000,118900000.000,120200000.000,117300000.000,128200000.000,100100000.000,98800000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,14163000.000,68337000.000,44763000.000,-46354000.000,-83400000.000,-31400000.000,-92600000.000,-69100000.000,-57500000.000,-76400000.000,-83700000.000,-63300000.000,-95800000.000,-89100000.000,-99800000.000,-144500000.000,-205000000.000,-235700000.000,-232200000.000,-256600000.000,-281300000.000,-238000000.000,-261900000.000,-270200000.000,-277700000.000,-266700000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-990000.000,-755000.000,-419000.000,-121000.000,-300000.000,-300000.000,-900000.000,-900000.000,-700000.000,-800000.000,-600000.000,-600000.000,-191700000.000,-185500000.000,-195600000.000,-274400000.000,-329300000.000,-359100000.000,-356500000.000,-377400000.000,-400200000.000,-358200000.000,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,13338000.000,12259000.000,12732000.000,13754000.000,13200000.000,13000000.000,15600000.000,17100000.000,17100000.000,13200000.000,12400000.000,13500000.000,12900000.000,13400000.000,14900000.000,16800000.000,14600000.000,12000000.000,11800000.000,11800000.000,9300000.000,9400000.000,9200000.000,8800000.000,7800000.000,7000000.000
Assets,3527770000.000,3713519000.000,4003892000.000,4207282000.000,4065600000.000,4030200000.000,3913700000.000,3856900000.000,3942900000.000,3893200000.000,3894200000.000,3882200000.000,3932300000.000,3996600000.000,3951400000.000,3667400000.000,3507500000.000,3420800000.000,3415300000.000,3315700000.000,3162800000.000,3207200000.000,3183900000.000,3153000000.000,3199300000.000,3225800000.000
