,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableAndOtherAccruedLiabilitiesCurrent,401752.000,440342.000,528951.000,435099.000,545952.000,887686.000,1227839.000,1212891.000,950020.000,1364313.000,1419170.000,1354734.000,963691.000,1081739.000,1526612.000,1522638.000,2370238.000,2233538.000,2486529.000,1328484.000,1487191.000,2154283.000
AccountsReceivableGrossCurrent,,,,,,,,,,,,,,,1101279.000,898632.000,1045271.000,1751426.000,1360929.000,1473903.000,1474483.000,1882155.000
AccountsReceivableNetCurrent,123114.000,175238.000,106919.000,97872.000,77217.000,209083.000,110069.000,233176.000,188237.000,167669.000,101807.000,78754.000,203872.000,236519.000,223622.000,189518.000,225349.000,384862.000,426265.000,404238.000,386827.000,527408.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,121938.000,126831.000,83269.000,92050.000,96119.000,96532.000,102702.000,113097.000,95590.000,103842.000,113489.000,122074.000,133206.000,141151.000,152789.000,163542.000,167447.000,180459.000,193760.000,195306.000,186196.000,214152.000
AdditionalPaidInCapital,8546378.000,8791411.000,9886601.000,9989935.000,11269989.000,11862314.000,12765749.000,12973162.000,13333989.000,13652850.000,13709972.000,13833744.000,14165915.000,15928577.000,17630254.000,18195220.000,18390295.000,19635809.000,33043232.000,33880022.000,34404671.000,34488740.000
AllowanceForDoubtfulAccountsReceivable,,,,,11426.000,11425.000,,,,,30000.000,,,50000.000,,,,,10000.000,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,11425.000,11425.000,0.000,0.000,0.000,0.000,,,,,214389.000,214389.000,214389.000,55389.000,100000.000,136000.000,88000.000,153000.000
Assets,2213548.000,2126056.000,2662338.000,1928134.000,1988075.000,1750912.000,1703047.000,1795837.000,1611442.000,1415723.000,1561988.000,1190573.000,1039937.000,2082885.000,1553182.000,1180659.000,1084510.000,1458964.000,9874407.000,6771004.000,4534299.000,3193428.000
AssetsCurrent,406635.000,355841.000,1241661.000,594352.000,767509.000,607079.000,670769.000,883067.000,833164.000,743620.000,990364.000,704342.000,646706.000,1822751.000,1377306.000,1028956.000,946922.000,1329465.000,9750219.000,6519719.000,3876336.000,2150347.000
CapitalLeaseObligations,,,,,,,,,,,,,,,,33254.000,31368.000,29439.000,,,185022.000,173724.000
CapitalLeaseObligationsCurrent,,,,,,,,,,,,,,,7632.000,7805.000,7982.000,8163.000,9010.000,8537.000,43825.000,44904.000
CapitalLeaseObligationsNoncurrent,,,,,,,,,,,,,,,27466.000,25449.000,23386.000,21276.000,19118.000,16891.000,140431.000,128820.000
CapitalLeasedAssetsGross,,,,,,,,,,,,,,,35098.000,35098.000,35098.000,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourAndFiveYears,,,,,,,,,,,,,,,,9987.000,9987.000,9987.000,,,64928.000,66225.000
CapitalLeasesFutureMinimumPaymentsDueInTwoAndThreeYears,,,,,,,,,,,,,,,,17479.000,17479.000,17479.000,,,96667.000,96668.000
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,0.000
CapitalLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,,,,,,,,,,,,,5788.000,3902.000,1973.000,,,23427.000,10831.000
CapitalizedComputerSoftwareAccumulatedAmortization,,,,,,,,,,,,,,,1847274.000,,,,0.000,,,
CapitalizedComputerSoftwareGross,18259.000,18562.000,20713.000,20713.000,20713.000,20713.000,20713.000,20713.000,20713.000,20713.000,36936.000,36936.000,36936.000,36936.000,2724082.000,,,,0.000,,,
CapitalizedComputerSoftwareNet,,,,,,,,,,,,,,,876808.000,,,,0.000,,224804.000,620949.000
CapitalizedSoftwareDevelopmentCostsForSoftwareSoldToCustomers,,,,,,,872936.000,763824.000,654707.000,545589.000,436471.000,327354.000,218236.000,109118.000,0.000,0.000,,,0.000,,,
Cash,,,,,,,172443.000,,,,414001.000,,,,586469.000,,,,8053390.000,,,
CashAndCashEquivalentsAtCarryingValue,255245.000,154847.000,1074317.000,440936.000,644072.000,364681.000,174444.000,232360.000,389945.000,166546.000,414051.000,261354.000,109736.000,1150421.000,587459.000,230993.000,142604.000,246346.000,8295310.000,5111872.000,2220950.000,392949.000
CashUninsuredAmount,,,,,25000.000,5000.000,2000.000,1000.000,1000.000,1000.000,,,,923000.000,328000.000,,,,7797000.000,,,
ClassOfWarrantOrRightOutstanding,,,,,,,10341982.000,,,,,,18244842.000,20393795.000,22371795.000,21708795.000,22047175.000,715264.000,4575098.000,4575098.000,4552126.000,4542126.000
CommitmentsAndContingencies,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,
CommonStockCapitalSharesReservedForFutureIssuance,,,,,3165909.000,3985909.000,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,136106488.000,137601688.000,148251688.000,148251688.000,160152822.000,165152977.000,171284201.000,172245201.000,174745201.000,175014501.000,175014501.000,175514501.000,177789501.000,195162444.000,201852444.000,202572444.000,203052344.000,4105568.000,8362903.000,8675760.000,8888975.000,8915522.000
CommonStockSharesOutstanding,136106488.000,137601688.000,148251688.000,148251688.000,160152822.000,165152977.000,171284201.000,172245201.000,174745201.000,175014501.000,175014501.000,175514501.000,177789501.000,195162444.000,201852444.000,202572444.000,203052344.000,4105568.000,8362903.000,8675760.000,8888975.000,8915522.000
CommonStockSharesSubscribedButUnissued,,,,,100000.000,100000.000,,,,,,,,,,,,,,,,
CommonStockSharesSubscriptions,,,,,10000.000,152000.000,,,,,,,,,,,,,,,,
CommonStockValue,13611.000,13761.000,14826.000,14826.000,16016.000,16514.000,17129.000,17156.000,17407.000,17433.000,17501.000,17551.000,17778.000,19515.000,20184.000,20256.000,20301.000,411.000,837.000,868.000,886.000,889.000
ContractualObligation,,,,,,753943.000,,2175825.000,2008917.000,2124613.000,,1784544.000,2922806.000,2544973.000,,2735001.000,3372891.000,2573658.000,,,1522120.000,1730568.000
ContractualObligationDueAfterFifthYear,,,,,,,,,,,,0.000,3154.000,3155.000,,0.000,76512.000,106971.000,,,,0.000
ContractualObligationDueInFourthAndFifthYear,,,,,,,,,,,,0.000,219734.000,161664.000,,223286.000,311483.000,321873.000,,,280411.000,281708.000
ContractualObligationDueInNextTwelveMonths,,,,,,284966.000,,,,,,,,,,,,,,,,
ContractualObligationDueInSecondAndThirdYear,,,,,,,,,,,,1257318.000,2062077.000,1713736.000,,1257199.000,1530864.000,1535672.000,,,783170.000,1358349.000
ContractualObligationDueInSecondYear,,,,,,468977.000,,,,,,,,,,,,,,,,
ContractualObligationFutureMinimumPaymentsDueRemainderOfFiscalYear,,,,,,,,,,,,527226.000,637841.000,666418.000,,1254516.000,1454032.000,609142.000,,,458539.000,90511.000
ConvertibleDebtCurrent,,,,,,,,,,,,,,,,,,958771.000,,30000.000,30000.000,568500.000
ConvertibleLongTermNotesPayable,580728.000,612731.000,612731.000,612731.000,572731.000,572731.000,372731.000,31646.000,40000.000,40000.000,594163.000,594163.000,539555.000,419178.000,389178.000,194657.000,178718.000,51215.000,30000.000,30000.000,30000.000,30000.000
ConvertibleNotesPayable,,,,,,,372731.000,,,,873263.000,873263.000,873263.000,873263.000,873263.000,541797.000,577504.000,204861.000,398786.000,30000.000,30000.000,598500.000
ConvertibleNotesPayableCurrent,,,,,,,0.000,442517.000,474163.000,514163.000,20000.000,0.000,54608.000,9608.000,9608.000,347140.000,398786.000,153646.000,0.000,,,-568500.000
DebtAndCapitalLeaseObligations,,,,,,,,,,,,,,2072639.000,,,,,,,,
DebtInstrumentConvertibleConversionPrice1,,,,,0.100,0.100,,,,,,,,,,,,,,,11.000,1.250
DebtInstrumentFaceAmount,,,,,,,,,,,,,50000.000,,,,,,,,,631579.000
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,,,,0.099,,,,,,,,,0.120
DebtInstrumentUnamortizedDiscount,0.000,0.000,,,,,,,,,,,,,,,,,,,,
DeferredCostsCurrent,,,,,,,,,,,,,,,98953.000,98953.000,163603.000,163603.000,31546.000,31546.000,31546.000,31546.000
DeferredFinanceCostsCurrentNet,,,,,,,,,,,,,,50000.000,50000.000,50000.000,0.000,0.000,0.000,,,
DeferredFinanceCostsNet,,,,,,,,,,,,,,,,,,,,,,31500.000
DeferredRevenue,,,,,,,,,,,,,,,,,,,,,1358000.000,1837000.000
DeferredRevenueCurrent,717552.000,970330.000,1033833.000,1087773.000,990853.000,790560.000,1213911.000,1439158.000,1957324.000,1855796.000,2878264.000,2636870.000,2625084.000,2243537.000,2526990.000,2566509.000,2315601.000,2340017.000,2028120.000,1894119.000,1855462.000,1789336.000
DeferredRevenueNoncurrent,384348.000,430647.000,553615.000,677275.000,564752.000,656665.000,622737.000,1061717.000,1291784.000,1408658.000,1052749.000,1120391.000,1087840.000,1139862.000,1142437.000,993871.000,887164.000,726959.000,1091838.000,1126487.000,1241542.000,1218677.000
DeferredTaxAssetsGross,,,,,,,3206200.000,,,,4372400.000,,,,5294800.000,,,,6857600.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,,0.000,,,,,,,,,,,
DeferredTaxAssetsNet,,,,,,,0.000,,,,,,,,0.000,,,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,3206200.000,,,,4372400.000,,,,5294800.000,,,,6857600.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,3206200.000,,,,4372400.000,,,,5294800.000,,,,6857600.000,,,
DepositsAssetsNoncurrent,11795.000,11795.000,,,,,,,,,,,,,,,,,,,,
DividendsPayableCurrent,178644.000,205110.000,,,,,,,,,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,332000.000,356000.000,390000.000,329000.000,289000.000,,203000.000,,,,,,,,425000.000,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,974338.000,,,,1410803.000,,,,,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,436480.000,,,,436471.000,,,,,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,436456.000,,,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsGross,,,,,,,2724082.000,,,,2724082.000,,,,,,,,,,,
FiniteLivedIntangibleAssetsNet,1676060.000,1641142.000,1309416.000,1200296.000,1091176.000,982056.000,872936.000,,,,436471.000,,,,,,,,,,,
FurnitureAndFixturesGross,50832.000,50832.000,7872.000,7872.000,7872.000,7872.000,7872.000,7872.000,7872.000,7872.000,7872.000,7872.000,10467.000,10467.000,10467.000,10467.000,10467.000,,,,,
InterestPayableCurrentAndNoncurrent,,,,,,,,,,,13989.000,,,,16341.000,,,,,,,
InterestReceivableCurrent,,,,,,,,,,,,,,,9700.000,,,,,,,
InventoryAdjustments,,,,,,,,,,,,,,,0.000,,,,20000.000,,,
InventoryFinishedGoods,,,,,,,168909.000,337965.000,195800.000,299233.000,357933.000,194399.000,149182.000,251925.000,246077.000,,,,504695.000,469558.000,601979.000,596668.000
InventoryFinishedGoodsNetOfReserves,,,,,,6000.000,,,,,,,,,,326007.000,305693.000,451252.000,,,,
InventoryGross,,,,,,,337420.000,372761.000,230596.000,380528.000,357933.000,222454.000,183761.000,284014.000,246077.000,326007.000,305693.000,451252.000,484695.000,449558.000,581979.000,576668.000
InventoryNet,,,,,,,,,,,,,,,,,,,,449558.000,581979.000,576668.000
InventoryRawMaterials,,,,,,,168511.000,34796.000,34796.000,81295.000,0.000,28055.000,34579.000,32089.000,0.000,,,,,,,
InventoryValuationReserves,,,,,,,,,,,,,,,,,,,20000.000,20000.000,20000.000,20000.000
InventoryWorkInProcess,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,
Liabilities,2663062.000,2797093.000,2849119.000,2911877.000,2761170.000,3021195.000,3686786.000,4301209.000,4794641.000,5366100.000,6484080.000,6761507.000,6883852.000,6537777.000,6768969.000,6791562.000,7628820.000,7704004.000,6117338.000,4860561.000,5225120.000,6328353.000
