,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccumulatedDepreciationDepletionAndAmortizationSaleOfPropertyPlantAndEquipment1,7828.000,,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,12500.000,,,
AmortizationOfFinancingCosts,2798.000,44615.000,,
AmortizationOfIntangibleAssets,549.000,549.000,550.000,546.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-182144.000,,,
CostOfRevenue,61120.000,81795.000,225260.000,275504.000
Depreciation,0.000,23.000,1340.000,1815.000
DepreciationAndAmortization,549.000,872.000,1890.000,2061.000
DepreciationDepletionAndAmortization,549.000,,,
EarningsPerShareBasicAndDiluted,-0.020,-0.020,-0.400,0.159
EffectiveIncomeTaxRateContinuingOperations,,0.000,0.000,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340,0.340,-0.680
EffectiveIncomeTaxRateReconciliationDeductions,-34.000,-0.340,-0.340,34.340
GeneralAndAdministrativeExpense,38780.000,147442.000,205950.000,949987.000
GrossProfit,-24420.000,-37072.000,24652.000,-80440.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-162401.000,-250382.000,-516198.000,-2659953.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,25386.000,,,
IncreaseDecreaseInAccountsReceivable,9975.000,,,
IncreaseDecreaseInInterestAndDividendsReceivable,2798.000,,,
IncreaseDecreaseInOtherAccruedLiabilities,21805.000,,,
IncreaseDecreaseInPrepaidExpensesOther,526.000,,,
InterestExpense,19781.000,13512.000,1328.000,2376.000
InterestPaidNet,786.000,,,
LineOfCreditFacilityInterestRateDuringPeriod,0.065,,,
LineOfCreditFacilityPeriodicPayment,263.380,,,
MarketingAndAdvertisingExpense,3047.000,6000.000,36067.000,29934.000
NetCashProvidedByUsedInFinancingActivities,-80783.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-80783.000,,,
NetCashProvidedByUsedInOperatingActivities,-101361.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-101361.000,,,
NetIncomeLoss,-162401.000,-250382.000,-516198.000,-2661610.000
OperatingExpenses,115402.000,155183.000,539522.000,2577137.000
OperatingIncomeLoss,-139822.000,-192255.000,-514870.000,-2657577.000
OtherExpenses,22579.000,58127.000,1328.000,2376.000
ProceedsFromLinesOfCredit,-114.000,,,
ProceedsFromNotesPayable,250000.000,,,
ProceedsFromRelatedPartyDebt,-330669.000,,,
ProfessionalAndContractServicesExpense,80173.000,94826.000,118545.000,84133.000
ProfessionalFees,73026.000,869.000,295615.000,410468.000
Revenues,36700.000,44723.000,249912.000,195064.000
SalesRevenueNet,36700.000,44723.000,249912.000,195064.000
WeightedAverageNumberOfDilutedSharesOutstanding,10000000.000,11238176.000,13017129.000,-21473955.000
WeightedAverageNumberOfSharesOutstandingBasic,10000000.000,11238176.000,13017129.000,-21473955.000
