,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,,,,,,-55061.000,,-116391.000,-116975.000
AccountsPayable,7008.000,3053.000,6769.000,,,,,,,,,,,,,,,
AccountsPayableCurrent,,,,,8068.000,4501.000,333.000,4805.000,17849.000,2980.000,8195.000,8718.000,9347.000,805.000,31648.000,17978.000,4448.000,4470.000
AccountsPayableOtherCurrent,,,,,,,,,,,,,,,113012.000,113388.000,8851.000,9541.000
AccountsPayableRelatedPartiesCurrent,,,,,22602.000,40782.000,24624.000,14506.000,7500.000,7500.000,30000.000,52500.000,75000.000,,,,,
AccountsReceivableGross,,,,,,,,,,,,,,,13276.000,12759.000,,
AccruedSalesCommissionCurrent,,,,,,,,,,,,,,,802590.000,770452.000,708892.000,712447.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,,,-172034.000,-173536.000,131557.000,146819.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,-32173.000,286714.000,529244.000,479123.000
AdditionalPaidInCapital,32400.000,32400.000,32400.000,,82233.000,122535.000,474102.000,573769.000,1532586.000,1532585.000,1532585.000,1532585.000,1532585.000,1740671.000,1248873.000,2040873.000,2040873.000,2040873.000
AdvancesOnInventoryPurchases,,,,,,,,,,,,,,,151400.000,175901.000,77.000,3521.000
Assets,7241.000,,,,1912.000,30357.000,30437.000,14589.000,150205.000,1768.000,518.000,346.000,175.000,0.000,11125133.000,9570118.000,6870343.000,5940814.000
AssetsCurrent,7241.000,,,,1912.000,30357.000,30437.000,14589.000,150205.000,1768.000,518.000,346.000,175.000,0.000,5202448.000,4732254.000,3140574.000,2909110.000
AssetsNoncurrent,,,,,,,,,,,,,,,5922685.000,4837864.000,3729769.000,3031704.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,,,,320200.000,49100.000,,
Cash,7241.000,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,7241.000,,,,1912.000,57.000,30437.000,14589.000,205.000,1768.000,518.000,346.000,175.000,0.000,58227.000,79033.000,27795.000,31144.000
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,,,,0.000,,,,
CommitmentsAndContingencies,,,,,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,,,,,
CommonStockParOrStatedValuePerShare,3600.000,3600.000,3600.000,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,30000.000,0.000,0.000,150000.000,,,,,,,,,
