,2011-10-31,2012-01-31,2012-04-30,2012-10-31,2013-01-31,2014-01-31,2014-04-30
AccountsPayableCurrent,,,,105447.000,109714.000,245791.000,209569.000
AccountsPayableRelatedPartiesCurrent,84488.000,91988.000,91988.000,229618.000,26650.000,109501.000,79528.000
AccountsPayableTradeCurrent,75510.000,82080.000,74491.000,,,,
AccruedLiabilitiesCurrent,47911.000,,4258.000,,,,78206.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-80000.000,-80000.000,-190100.000,-14500.000,-16500.000,,
AdditionalPaidInCapital,1823466.000,2241772.000,2250773.000,2017309.000,2169452.000,5376244.000,6301856.000
Assets,874414.000,853422.000,767528.000,1006948.000,892047.000,445876.000,572155.000
AssetsCurrent,596289.000,535324.000,426745.000,155684.000,40783.000,367827.000,429731.000
AssetsNoncurrent,,,,,,78049.000,142424.000
AvailableForSaleSecurities,,,,5500.000,3500.000,550.000,550.000
AvailableForSaleSecuritiesCurrent,170000.000,170000.000,59900.000,5500.000,3500.000,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,-14500.000,-16500.000,,
Cash,15300.000,1436.000,109327.000,28470.000,2030.000,29447.000,7995.000
CashAndCashEquivalentsAtCarryingValue,15300.000,1436.000,109327.000,28470.000,2030.000,29447.000,7995.000
CommitmentsAndContingencies,,,,,,,0.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,34704.000,317610.000
CommonStockSharesAuthorized,540000000.000,540000000.000,540000000.000,540000000.000,540000000.000,1080000000.000,1080000000.000
CommonStockSharesIssued,76210790.000,81751834.000,82001834.000,166808870.000,179581691.000,568238598.000,630802235.000
CommonStockSharesOutstanding,,,,,,,630802235.000
CommonStockValue,76211.000,81752.000,82002.000,166809.000,179582.000,568239.000,630802.000
ConvertibleLongTermNotesPayable,,,,,139375.000,,
ConvertibleNotesPayableCurrent,,,223398.000,611664.000,492286.000,414142.000,608115.000
DebtInstrumentUnamortizedDiscount,,,,,56625.000,,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,114370.000,67250.000,,
DerivativeLiabilities,,,,,,2640023.000,
DerivativeLiabilitiesCurrent,,,,,,2640023.000,2638010.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,1412933.000,1573931.000,1779043.000,2663393.000,2987440.000,-9026303.000,-10309129.000
DueFromRelatedParties,,,,7700.000,10200.000,,
DueToOfficersOrStockholdersCurrent,9761.000,9761.000,9761.000,,,,
DueToRelatedPartiesCurrent,,,,,262607.000,319699.000,385107.000
DueToRelatedPartiesNoncurrent,,,,99025.000,99025.000,,
InterestPayableCurrent,,,,31087.000,53557.000,54891.000,
InventoryFinishedGoods,,,,,,0.000,0.000
InventoryRawMaterials,,,,,,0.000,0.000
InventoryWorkInProcess,,,,,,186102.000,304957.000
Land,,,,527000.000,527000.000,,
Liabilities,467670.000,183829.000,403896.000,1546841.000,1630214.000,4176047.000,4390535.000
LiabilitiesAndStockholdersEquity,874414.000,853422.000,767528.000,1006948.000,892047.000,445876.000,572155.000
LiabilitiesCurrent,467670.000,183829.000,403896.000,1327816.000,1294814.000,4176047.000,4390535.000
LoansPayableCurrent,250000.000,,,,,,
LongTermDebtCurrent,,,,350000.000,350000.000,,
LongTermDebtNoncurrent,,,,120000.000,97000.000,,
LongTermInvestments,,,,,,25000.000,50000.000
MarketableSecuritiesEquitySecurities,,,,20000.000,20000.000,,
MineralPropertiesGross,240000.000,293700.000,319950.000,319950.000,319950.000,,
MineralPropertiesNet,,,,,,45187.000,
MinorityInterest,,,,-38418.000,-73061.000,-666283.000,-707223.000
NotesPayableCurrent,,,,726034.000,698912.000,392000.000,392000.000
OtherAssets,,24398.000,20833.000,,,,
PreferredStockParOrStatedValuePerShare,,,,,,,0.001
PreferredStockSharesAuthorized,,,,,,,10000000.000
PreferredStockSharesIssued,,,,,,,0.000
PreferredStockSharesOutstanding,,,,,,,0.000
PreferredStockValue,,,,,,,0.000
PrepaidExpenseAndOtherAssetsCurrent,410989.000,335388.000,257518.000,,,,
PrepaidExpenseAndOtherAssetsNoncurrent,15625.000,1898.000,,85072.000,16690.000,,
PrepaidExpenseCurrent,,,,,,45431.000,30666.000
PropertyPlantAndEquipmentNet,240000.000,293700.000,319950.000,4314.000,4314.000,7862.000,11903.000
PublicUtilitiesPropertyPlantAndEquipmentNet,,,,851264.000,851264.000,,
SecurityDeposit,,28500.000,,,,,
StockholdersEquity,406744.000,669593.000,363632.000,-539893.000,-738167.000,-3730171.000,-3818380.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,406744.000,669593.000,363632.000,-539893.000,-738167.000,-3730171.000,-3818380.000
