,2011-02-28
AccountsPayableCurrent,13704000.000
AccountsReceivableNetCurrent,113361000.000
AccruedIncomeTaxesCurrent,982000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,89097000.000
AdditionalPaidInCapitalCommonStock,895872000.000
Assets,1407770000.000
AssetsCurrent,488389000.000
CashAndCashEquivalentsAtCarryingValue,302189000.000
CommonStockParOrStatedValuePerShare,0.010
CommonStockSharesAuthorized,750000000.000
CommonStockSharesIssued,204112000.000
CommonStockSharesOutstanding,163756000.000
CommonStockValue,2041000.000
DeferredRevenueCurrent,220180000.000
DeferredRevenueNoncurrent,10263000.000
DeferredTaxAssetsNetCurrent,21371000.000
DeferredTaxAssetsNetNoncurrent,40384000.000
DeferredTaxLiabilitiesCurrent,7422000.000
DeferredTaxLiabilitiesNoncurrent,59580000.000
EmployeeRelatedLiabilitiesCurrent,60287000.000
FiniteLivedIntangibleAssetsNet,178769000.000
Goodwill,634729000.000
IncomeTaxesReceivable,6378000.000
Liabilities,648781000.000
LiabilitiesAndStockholdersEquity,1407770000.000
LiabilitiesCurrent,334767000.000
LongTermDebtAndCapitalLeaseObligations,230387000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,2273000.000
OtherAssetsNoncurrent,13474000.000
OtherLiabilitiesCurrent,29919000.000
OtherLiabilitiesNoncurrent,13784000.000
PreferredStockParOrStatedValuePerShare,0.010
PreferredStockSharesAuthorized,42562000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
RestrictedCashAndCashEquivalentsAtCarryingValue,9127000.000
RestrictedCashAndCashEquivalentsNoncurrent,1145000.000
RetainedEarningsAccumulatedDeficit,96753000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,758989000.000
TreasuryStockShares,40356000.000
TreasuryStockValue,324774000.000
