,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,128000000.000,111000000.000,166000000.000,15000000.000,11000000.000,,92000000.000,,95000000.000,87000000.000,81000000.000,329000000.000,370000000.000,305000000.000,173000000.000,216000000.000,248000000.000,351000000.000,315000000.000,292000000.000,243000000.000,286000000.000,263000000.000,332000000.000,287000000.000
AccountsPayableRelatedPartiesCurrent,,,,,,,0.000,,1000000.000,1000000.000,1000000.000,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,179000000.000,169000000.000,180000000.000,6000000.000,5000000.000,,131000000.000,,87000000.000,106000000.000,94000000.000,420000000.000,409000000.000,367000000.000,243000000.000,270000000.000,268000000.000,439000000.000,436000000.000,402000000.000,339000000.000,392000000.000,374000000.000,386000000.000,394000000.000
AccountsReceivableRelatedPartiesCurrent,,,,,,1000000.000,0.000,,1000000.000,0.000,0.000,,,,,,,,,,,,,,
AccountsReceivableRelatedPartiesNoncurrent,,,,,,,0.000,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,2434000000.000,2499000000.000,2571000000.000,1544000000.000,1449000000.000,,1166000000.000,,74000000.000,116000000.000,164000000.000,212000000.000,270000000.000,326000000.000,381000000.000,430000000.000,471000000.000,643000000.000,784000000.000,888000000.000,1059000000.000,1130000000.000,1270000000.000,1458000000.000,1654000000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,0.000,0.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,48000000.000,24000000.000,-11000000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-52000000.000,-51000000.000,-50000000.000,-53000000.000,-50000000.000,-48000000.000,-24000000.000,11000000.000,11000000.000,4000000.000,50000000.000,58000000.000,55000000.000,54000000.000,53000000.000,20000000.000,19000000.000,14000000.000,24000000.000,19000000.000,18000000.000,17000000.000,15000000.000,21000000.000,34000000.000
AdditionalPaidInCapital,6068000000.000,6071000000.000,6073000000.000,6077000000.000,6079000000.000,6080000000.000,5159000000.000,,2600000000.000,2605000000.000,2609000000.000,2614000000.000,2618000000.000,2623000000.000,2628000000.000,3351000000.000,3332000000.000,3435000000.000,3309000000.000,3187000000.000,3186000000.000,3547000000.000,3541000000.000,3547000000.000,3321000000.000
