,2011-02-25,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalOther,,0.000,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,11377000.000,14177000.000,10805000.000,14829000.000,16622000.000,18951000.000
AmortizationOfAboveAndBelowMarketLeases,,,,-15693000.000,-16084000.000,-19100000.000,-18198000.000
AmortizationOfDebtDiscountPremium,,-9073000.000,-1060000.000,0.000,0.000,,
AmortizationOfFinancingCosts,,4512000.000,4211000.000,4214000.000,4097000.000,,8927000.000
BusinessCombinationAcquisitionRelatedCosts,,0.000,0.000,607000.000,786000.000,1771000.000,2868000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,1504000.000,1504000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,134558000.000,-33774000.000,-328997000.000,-25383000.000,82975000.000,11129000.000
CashDivestedFromDeconsolidation,,0.000,,,,,
CommonStockDividendsPerShareCashPaid,,0.460,0.580,0.720,0.800,0.840,0.880
CommonStockDividendsPerShareDeclared,,0.490,0.630,0.740,0.810,0.850,0.890
ComprehensiveIncomeNetOfTax,,-28964000.000,29131000.000,77748000.000,65086000.000,79188000.000,109838000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,-5789000.000,9705000.000,14651000.000,12813000.000,14417000.000,26726000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,-34753000.000,38836000.000,92399000.000,77899000.000,93605000.000,136564000.000
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangeDueToNetIncomeAttributableToParentAndEffectsOfChangesNet,,,,,,82087000.000,107959000.000
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesNet,,,,,,23703000.000,22562000.000
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesPurchaseOfInterestByParent,,,,,,0.000,498000.000
ContributionOfProperty,,0.000,,,,,
DeconsolidationGainOrLossAmount,,0.000,,,,,
DeferredRevenueRevenueRecognized,,,,,,1900000.000,
DeferredRevenueRevenueRecognized1,,,,,,,2600000.000
DepreciationAndAmortization,,205696000.000,184849000.000,191351000.000,202512000.000,205333000.000,248914000.000
DerivativeGainLossOnDerivativeNet,,,,-88000.000,-50000.000,66000.000,196000.000
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,,,,,-11549000.000,
DilutiveSecurities,,,,,,312000.000,468000.000
DividendsCommonStockCash,,62403000.000,88441000.000,105519000.000,116941000.000,124410000.000,133356000.000
EarningsPerShareBasic,,0.010,0.160,0.320,0.310,0.398,0.569
EarningsPerShareDiluted,,0.010,0.160,0.310,0.300,0.386,0.554
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,578000.000,561000.000,800000.000,1100000.000,1358000.000,1503000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedPeriodForRecognition,,,21.000,,,,
EquityMethodInvestmentDividendsOrDistributions,,,752000.000,783000.000,909000.000,1068000.000,2668000.000
EquityMethodInvestmentRealizedGainLossOnDisposal,,0.000,,,,,
EquityMethodInvestmentSummarizedFinancialInformationIncomeLossFromContinuingOperationsBeforeExtraordinaryItems,,,,10151000.000,11738000.000,17866000.000,19542000.000
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,,-1673000.000,-1433000.000,-801000.000,254000.000,6323000.000,8278000.000
EquityMethodInvestmentSummarizedFinancialInformationRevenue,,12151000.000,13614000.000,63976000.000,66234000.000,69702000.000,73171000.000
EscrowDepositDisbursementsRelatedToPropertyAcquisition1,,,,,,2500000.000,75000000.000
GainLossOnComponentsExcludedFromAssessmentOfInterestRateCashFlowHedgeEffectiveness,,50000.000,,,,,
GainLossOnContractTermination,,8340000.000,985000.000,576000.000,2600000.000,2200000.000,2400000.000
GainLossOnInterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstruments,,,42000.000,,,,
GainLossOnSaleOfProperties,,,,,,,14327000.000
GainLossOnSaleOfPropertiesNetOfApplicableIncomeTaxes,,,,,,,14327000.000
GeneralAndAdministrativeExpense,,29286000.000,27943000.000,26614000.000,27332000.000,30496000.000,34957000.000
ImpairmentOfIntangibleAssetsFinitelived,,,,,,,0.000
IncomeLossBeforeGainOrLossOnSaleOfPropertiesExtraordinaryItemsAndCumulativeEffectsOfAccountingChanges,,,,,,,81763000.000
