,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccruedLiabilitiesFairValueDisclosure,,,264000.000,269000.000,139000.000,133000.000,128000.000,148000.000,149000.000,251000.000,307000.000,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,8223000.000,,,,8906000.000,,,,9124000.000,,,,9771000.000,,,,10418000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,641000.000,627000.000,295000.000,-2273000.000,-2688000.000,-3591000.000,-2547000.000,-1577000.000,-1805000.000,-1055000.000,32000.000,-1439000.000,-1079000.000,-1214000.000,-510000.000,-201000.000,-63000.000,-160000.000,83000.000
AdditionalPaidInCapitalCommonStock,25846000.000,60286000.000,60291000.000,60296000.000,60302000.000,60311000.000,60313000.000,60314000.000,60317000.000,60322000.000,60331000.000,60346000.000,60365000.000,60387000.000,60412000.000,60437000.000,60461000.000,60495000.000,60536000.000
AdvancePaymentsByBorrowersForTaxesAndInsurance,1006000.000,4663000.000,2483000.000,3571000.000,1118000.000,2911000.000,3132000.000,4416000.000,1786000.000,3134000.000,4367000.000,4245000.000,1806000.000,2790000.000,3213000.000,3935000.000,1659000.000,2534000.000,3224000.000
AdvancesFromFederalHomeLoanBanks,,,,,38000000.000,,,,48000000.000,,,,103000000.000,,,,118000000.000,,
Assets,711812000.000,688030000.000,684176000.000,665907000.000,601554000.000,594041000.000,584554000.000,578088000.000,542264000.000,603170000.000,631106000.000,624244000.000,655690000.000,727148000.000,763986000.000,796305000.000,821272000.000,879002000.000,961815000.000
AssetsFairValueDisclosureNonrecurring,,,10320000.000,8874000.000,3388000.000,,,2567000.000,1917000.000,260000.000,,,,,,,,,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,107375000.000,103679000.000,137385000.000,113509000.000,132689000.000,129480000.000,118503000.000,101070000.000,79984000.000,65940000.000,65755000.000,62023000.000
AvailableForSaleSecurities,,,,125451000.000,124667000.000,123826000.000,122208000.000,104985000.000,100943000.000,135786000.000,113557000.000,130509000.000,128354000.000,116767000.000,100895000.000,80555000.000,66387000.000,65108000.000,61672000.000
