,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AccountsPayableCurrent,24120000.000,11824000.000,11491000.000,9765000.000,23779000.000,9109000.000,9072000.000,14170000.000,11691000.000,20717000.000,27703000.000
AccountsReceivableNetCurrent,33729000.000,27364000.000,49308000.000,56720000.000,65671000.000,55968000.000,50494000.000,69107000.000,63912000.000,50414000.000,74211000.000
AccruedLiabilitiesCurrent,,,19413000.000,29187000.000,31633000.000,33850000.000,33007000.000,44425000.000,39039000.000,46723000.000,46886000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,10025000.000,12555000.000,15449000.000,18594000.000,21836000.000,25423000.000,29153000.000,32309000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-12000.000,-24000.000,-8000.000,-15000.000,8000.000,-12000.000,-84000.000,-110000.000,-370000.000,-336000.000,-372000.000
AdditionalPaidInCapital,392462000.000,500185000.000,518061000.000,531478000.000,555837000.000,575272000.000,582738000.000,599292000.000,618165000.000,632062000.000,648376000.000
AllowanceForDoubtfulAccountsReceivable,,,,953000.000,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,2146000.000,2320000.000,2598000.000,953000.000,1687000.000,1780000.000,1780000.000,1990000.000,1806000.000,2083000.000,2683000.000
Assets,392486000.000,489627000.000,512159000.000,541020000.000,591911000.000,605065000.000,595195000.000,607448000.000,588197000.000,594205000.000,587346000.000
AssetsCurrent,310545000.000,403713000.000,422325000.000,446640000.000,495364000.000,508292000.000,484591000.000,388148000.000,374708000.000,385688000.000,383355000.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,65568000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,,,10500000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,,,3899000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssets,,,,3669000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilities,,,,826000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccountsPayable,,,,706000.000,,,,,,,
