,2011-08-31,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsAndOtherReceivablesNetCurrent,,,31468.000,29238.000,477802.000,1834.000,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesNoncurrent,,,,,,,,,,,,,,,,325247.000
AccountsPayableCurrent,60800.000,77181.000,52442.000,15986.000,1203365.000,997363.000,1026537.000,2236896.000,2364001.000,386838.000,561058.000,294129.000,263728.000,354447.000,302101.000,369798.000
AccountsReceivableBilledForLongTermContractsOrPrograms,,,,237400.000,,,,,,,,,,,,
AccruedLiabilitiesCurrent,20000.000,201613.000,231554.000,12297.000,9685.000,28124.000,77347.000,69781.000,81156.000,106192.000,94901.000,70100.000,42507.000,72579.000,98764.000,107486.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,432733.000
AccruedProfessionalFeesCurrent,,,,,,,,,,,,,,,42500.000,42500.000
AccruedSalariesCurrent,,,,,17046.000,36053.000,112000.000,162531.000,278393.000,394351.000,458361.000,565804.000,621072.000,737448.000,941731.000,644741.000
AccruedSalariesCurrentAndNoncurrent,,,,188320.000,,,,,,,,,,,,
AccruedVacationCurrent,,,,,70846.000,78762.000,75327.000,69991.000,75557.000,87138.000,91263.000,82178.000,84681.000,96222.000,90195.000,74635.000
AccruedVacationCurrentAndNoncurrent,,,,,,,,,,,,,,,,25229.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,-391647.000,,,,403493.000,,,,413158.000,,,
AdditionalPaidInCapital,,19972937.000,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,9784.000,,20192231.000,20270640.000,20494792.000,20553390.000,20608516.000,20790758.000,20836811.000,23908526.000,26375235.000,26547138.000,26933171.000,27228210.000,27419343.000,27793118.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,2282.000,0.000,28800.000,28800.000,,,,,,,,,,
AllowanceForDoubtfulOtherReceivablesCurrent,,,,,,,28800.000,28800.000,28800.000,28800.000,28800.000,28800.000,,,,
Assets,,2834751.000,2433347.000,1358564.000,1305932.000,704614.000,400917.000,574900.000,257042.000,333899.000,1941174.000,1286915.000,748311.000,504292.000,178379.000,81597.000
AssetsCurrent,,2795315.000,2397556.000,1330852.000,1282375.000,665543.000,362404.000,537165.000,221530.000,295090.000,1912339.000,1260458.000,721743.000,480232.000,155485.000,61281.000
AssetsFairValueDisclosureRecurring,,,,,,,,,,,,,,,0.000,0.000
BridgeLoan,,,,,,,,,,,,,,,125000.000,275000.000
BusinessCombinationStepAcquisitionEquityInterestInAcquireePercentage,,,,,1.000,,,,,,,,,,,
Cash,,2741519.000,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,0.000,,2366088.000,1296149.000,794207.000,654052.000,347786.000,330365.000,142532.000,284407.000,1400867.000,1090790.000,707011.000,447225.000,111429.000,23218.000
CashEquivalentsAtCarryingValue,,,,,0.000,,,,,,,,,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,1.000,,1.000,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByEachWarrantOrRight,,,,,,,,,,,,,327455.000,,,
ClassOfWarrantOrRightOutstanding,,,,,11979518.000,,,,,,18053661.000,18053661.000,,,16767775.000,16705275.000
CommonStockParOrStatedValuePerShare,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,2600000.000,,24722632.000,24665083.000,,24786833.000,,,,,,,,,,
CommonStockSharesOutstanding,2600000.000,24582632.000,24722632.000,24665083.000,24761832.000,24786833.000,24811833.000,24936833.000,24936833.000,27869863.000,30271726.000,30397460.000,30477460.000,30826549.000,30826549.000,30826549.000
CommonStockValue,260.000,2458.000,2472.000,2467.000,2476.000,2479.000,2481.000,2494.000,2494.000,2787.000,3027.000,3040.000,3048.000,3083.000,3083.000,3083.000
DebtInstrumentInterestRateEffectivePercentage,,,,,,,,1.560,1.560,1.560,1.560,1.560,1.560,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,0.080,0.080,0.080,,0.080,0.080,,0.050,0.050
DeferredFinanceCostsCurrentNet,,,,,,,,188333.000,63333.000,,,,,,,
DeferredTaxAssetsInProcessResearchAndDevelopment,,,,,,,,,794750.000,,,,884477.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,8064635.000,,,,8805743.000,,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,,,-358.000,,,,339.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,,,,,,140274.000,,,,271219.000,,,
DeferredTaxAssetsValuationAllowanceCurrent,,,,,,,,,140274.000,,,,295570.000,,,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,,,,,,8929632.000,,,,9917825.000,,,
DepositsAssetsNoncurrent,,7513.000,,,,,,,,,,,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsLiabilityAtFairValue,,,,,,,,,,,,130577.000,,,,
DerivativeLiabilitiesCurrent,,,,,,,,,,99344.000,143634.000,130577.000,32175.000,7461.000,,
