,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,13992.000,50948.000,119535.000,251012.000,316216.000,234011.000,239844.000,386827.000,634741.000,448133.000,525255.000,454916.000,572562.000,908066.000,1040866.000,1299091.000
AccountsPayableCurrent,1730.000,321.000,109.000,697.000,760.000,,,,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,38992.000,122845.000,81871.000,147755.000,25400.000,4599.000,4599.000,,,,32297.000,44000.000,44000.000,,,
AccountsReceivableNetCurrent,,,,,,,,,,,,10103.000,34350.000,1193856.000,10453.000,3287.000,11514.000,3287.000,,202.000,
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,,4633.000,4633.000,,,225000.000,195000.000,284182.000,306403.000,180712.000,190012.000,180612.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,,,,,,,,,,,,,,,39910.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,579963.000,,,,,,,63252.000,,,,114583.000,93931.000,118866.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,-2209900.000,-2092860.000,-2200660.000,-2194500.000,-2194500.000,-2193765.000,-2193830.000,-2193730.000,-2193730.000,-2148300.000,-2109800.000,-2156000.000,-2156000.000,-2186800.000,-2171400.000,-2186800.000
AdditionalPaidInCapital,389514.000,389513.000,389514.000,389514.000,397014.000,3547843.000,3518752.000,3835425.000,3922980.000,4465478.000,5293772.000,6343257.000,8132215.000,8077417.000,8058665.000,8183583.000,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,,,8393781.000,8859550.000,9841715.000,9864798.000,9864798.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,0.000,0.000,,,,,,,
AssetRetirementObligation,,,,,,4072.000,7760.000,7979.000,8199.000,8419.000,8639.000,156238.000,151895.000,156191.000,162321.000,87169.000,,,96063.000,96680.000,99698.000
AssetRetirementObligationCurrent,,,,,,,7760.000,,,,,,,,,,90169.000,93169.000,,,
AssetRetirementObligationsNoncurrent,,,,,,,,,,,,,,,162321.000,87169.000,90169.000,93169.000,96063.000,96680.000,99698.000
Assets,,,,,,1247595.000,821925.000,735079.000,857958.000,1380341.000,1546795.000,4384163.000,4335871.000,5027670.000,4614810.000,4467066.000,4552398.000,3955566.000,872346.000,734117.000,659743.000
AssetsCurrent,170539.000,155187.000,41111.000,34964.000,10534.000,9048.000,145178.000,18393.000,73778.000,117883.000,85884.000,1532038.000,1105808.000,1630276.000,751815.000,687731.000,826834.000,588758.000,256441.000,246982.000,200252.000
AssetsFairValueDisclosure,,,,,,,,,23100.000,23100.000,23835.000,23770.000,23870.000,23870.000,69300.000,107800.000,61600.000,62725.000,30800.000,46200.000,18480.000
AssetsNoncurrent,,,,,,1000.000,,,,,,,,,,,,,,,
AvailableForSaleSecurities,,,,,,,,,,,,,,,,,,,30800.000,,
AvailableForSaleSecuritiesGrossUnrealizedGainLoss,,,,,,,120120.000,-107800.000,,,,,,,,,,,,,
BilledContractReceivables,,,,,,,,,,,,,,,,,,,621508.000,18591.000,31391.000
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,,,,,,,,,,,,,,1825000.000,1825000.000,,,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,,,,,,1.000,,,,,,,,,
CapitalizedComputerSoftwareGross,,,,,,,,,,,,,,,23527.000,,,,26652.000,26652.000,26652.000
CapitalizedCostsMineralInterestsInProvedProperties,,,,,,,,,671972.000,1182246.000,,,,,,,,,,,
CapitalizedCostsMineralInterestsInUnprovedProperties,,,,,,,,,,,1355631.000,2294261.000,2371150.000,2512889.000,3449487.000,3367085.000,3329945.000,2993341.000,310226.000,307429.000,306220.000
Cash,,60638.000,41111.000,34964.000,10534.000,1348.000,3460.000,1453.000,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,75990.000,60638.000,41111.000,34964.000,10534.000,1348.000,3460.000,1453.000,50678.000,66116.000,18694.000,1316627.000,813257.000,328903.000,115398.000,58602.000,231995.000,62286.000,24155.000,10367.000,584.000
CashFDICInsuredAmount,,,,,,,,,,,,,,,,,,,250000.000,,
CommonStockOtherSharesOutstanding,,,,,,3450000.000,3450000.000,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,,,,,,,,,,3500.000,3500.000,,,
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,,8587500.000,8587500.000,8587500.000,8625000.000,86250000.000,34545000.000,34777500.000,34828362.000,35413321.000,35944750.000,37718713.000,38280046.000,38055046.000,38040046.000,38385584.000,39704257.000,66290865.000,84374961.000,86479557.000,86479557.000
CommonStockSharesOutstanding,8562500.000,8545000.000,8545000.000,8587500.000,8625000.000,86250000.000,34545000.000,34777000.000,34828362.000,35413321.000,35944750.000,37718713.000,35180046.000,34955046.000,34940046.000,35285584.000,36604257.000,63190865.000,81274961.000,83379557.000,83379557.000
CommonStockValue,87.000,87.000,86.000,86.000,86.000,345.000,346.000,348.000,348.000,353.000,359.000,377.000,352.000,350.000,350.000,352.000,366.000,632.000,813.000,834.000,834.000
ConvertibleDebtNoncurrent,,,,,,,,,,,,,,,,,,,1149543.000,1316167.000,1466780.000
ConvertibleLongTermNotesPayable,,,,,,,,,144620.000,196077.000,202164.000,2884934.000,4054446.000,4129872.000,,158546.000,140528.000,71369.000,87818.000,99401.000,
ConvertibleNotesPayable,,,,,,,,108813.000,,,42500.000,,,,171000.000,171000.000,171000.000,529480.000,87818.000,99401.000,
ConvertibleNotesPayableCurrent,,,,,,,,,,149541.000,418306.000,208119.000,214140.000,321437.000,329894.000,745628.000,654625.000,458111.000,1061725.000,1216766.000,1466780.000
CreditRiskDerivativeLiabilitiesAtFairValue,,,,,,,,,,,,,,245096.000,,,,,,,
DebtInstrumentCarryingAmount,,,,,,,,,,,,,,,,,,1017915.000,,,
DebtInstrumentFaceAmount,,,,,,,,133000.000,,,,,,,,,,,,,
DebtInstrumentInterestRateEffectivePercentage,,,,,,0.040,0.040,,,,,,,0.120,,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,0.120,,,,,,,,,,,,0.120
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,,,,,-488435.000,,,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,,,,38380.000,65117.000,0.000,24881.000,18860.000,370128.000,0.000,92996.000,130085.000,119601.000,52902.000,45529.000,0.000
DeferredFinanceCostsGross,,,,,,,,,,,,,,,,,,,,9942.000,3431.000
DeferredFinanceCostsNet,,,,,,,,,,,,,,,,,,,,0.000,0.000
DeferredRevenueCurrent,,,,,,,,,,,,,,,,,,130000.000,,,
DeferredTaxAssetsNet,,,,,,,-329533.000,,,,0.000,,,,0.000,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,880011.000,,,,1674754.000,,,,2237676.000,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,880011.000,,,,1674754.000,,,,2237676.000,,
DepositAssets,,,,,,,,,,,49202.000,103552.000,102259.000,111135.000,73755.000,73755.000,60029.000,58552.000,56100.000,56100.000,54600.000
DerivativeFairValueOfDerivativeLiability,,,,,,,,,65019.000,167340.000,32528.000,0.000,,431704.000,382836.000,151091.000,1251412.000,,,,
DerivativeFairValueOfDerivativeNet,,,,,,,,,,,,,,,250942.000,,,,,,
DerivativeLiabilities,,,,,,,74240.000,49079.000,,,,0.000,0.000,,,,,3342642.000,2355580.000,9213742.000,6038713.000
DerivativeLiabilitiesCurrent,,,,,,,,,65019.000,167340.000,32528.000,,,431704.000,382836.000,868871.000,1251412.000,3342642.000,2355580.000,9213742.000,6038713.000
DerivativeLiabilitiesNoncurrent,,,,,,,,,,,,,,,,427577.000,427577.000,4500000.000,,,
DerivativeLiabilityFairValueOfCollateral,,,,,,,,,,,,,,113067.000,,,,,,,
DueFromRelatedPartiesCurrent,,,,,,,16978.000,,,,,,0.000,0.000,,,284182.000,306403.000,306403.000,,
DueToRelatedPartiesCurrent,,,,,,,,,,,,,0.000,,,,44000.000,44000.000,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,2000.000,122845.000,81871.000,147755.000,25400.000,4599.000,4599.000,,,,,,,,,
EmbeddedDerivativeFairValueOfEmbeddedDerivativeLiability,,,,,,,-74240.000,49079.000,65019.000,63000.000,63000.000,63000.000,,,63000.000,63000.000,,2105115.000,,,
EmbeddedDerivativeFairValueOfEmbeddedDerivativeNet,,,,,,,,,,,,,,,131902.000,131902.000,131902.000,,,,
EquityMethodInvestmentOwnershipPercentage,,,,,,,,,,,,,,,,,1.000,1.000,1.000,,
FairValueConcentrationOfRiskDerivativeFinancialInstrumentsLiabilities,,,,,,,,74240.000,,,,,,,,,,,,,
FinancialLiabilitiesFairValueDisclosure,,,,,,,,,,167340.000,32528.000,,,431704.000,382836.000,868871.000,1251412.000,3342642.000,2355580.000,9213742.000,6038713.000
InterestPayableCurrent,,,,,,,,,,,,,,,158535.000,,,,,,
InterestPayableCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,405000.000,540000.000,675000.000,810000.000
InventoryFinishedGoods,94549.000,94549.000,,,,,,,,,,,,,,,,,,,
LeaseholdImprovementsGross,,,,,,,,,,,,,,,25270.000,,,,25453.000,3630.000,3630.000
Liabilities,,,,,,57056.000,255793.000,420277.000,712105.000,1262993.000,1300247.000,3833734.000,5203061.000,6064942.000,6062687.000,7215441.000,7407408.000,9216830.000,9185062.000,16370956.000,13606944.000
LiabilitiesAndStockholdersEquity,170539.000,155187.000,41111.000,34964.000,10534.000,1247595.000,821925.000,735079.000,857958.000,1380341.000,1546795.000,4384163.000,4335871.000,5027670.000,4614810.000,4467066.000,4552398.000,3955566.000,872346.000,734117.000,659743.000
LiabilitiesCurrent,1730.000,321.000,109.000,697.000,760.000,52984.000,248033.000,303485.000,559286.000,658497.000,689444.000,452562.000,614905.000,1401820.000,5822758.000,6908946.000,7107430.000,8986791.000,8958676.000,16136007.000,13472300.000
LiabilitiesFairValueDisclosure,,,,,,,,,65019.000,167340.000,32528.000,0.000,,431704.000,382836.000,868871.000,1251412.000,3342642.000,2355580.000,9213742.000,6038713.000
LiabilitiesNoncurrent,,,,,,4072.000,7760.000,116792.000,152819.000,604496.000,610803.000,3381172.000,4588156.000,4663122.000,239929.000,306495.000,299978.000,230039.000,226386.000,234949.000,134644.000
LoansPayableCurrent,,,,,,,,,,,,,,,,,,,119584.000,150586.000,152211.000
LongTermDebt,,,,,,,,,,,,,,,295128.000,219693.000,,,,,
LongTermDebtCurrent,,,,,,,,,,,,,,,4204872.000,4279872.000,4345454.000,4422454.000,4500000.000,4500000.000,4500000.000
LongTermNotesPayable,,,,,,,,,,400000.000,400000.000,340000.000,340000.000,340000.000,,,,,,,
MarketableSecurities,,,,,,,,,23100.000,23100.000,23835.000,23770.000,23870.000,23870.000,69300.000,107800.000,61600.000,62725.000,30800.000,46200.000,18480.000
MarketableSecuritiesCurrent,,,,,,,,,,,,,,,69300.000,107800.000,61600.000,62725.000,30800.000,46200.000,18480.000
NotesAndLoansReceivableGrossNoncurrent,,,,,,,,,,,,,,,,,,,,30000.000,30000.000
NotesPayable,,,,,,20000.000,,,,,,,,,,,,,,,
NotesPayableCurrent,,,,,,,,53000.000,95500.000,,,,,,340000.000,340000.000,340000.000,,,,
OilAndGasPropertySuccessfulEffortMethodAccumulatedDepreciationDepletionAndAmortization,,,,,,,,,579963.000,579963.000,579963.000,579963.000,0.000,0.000,0.000,,,,,,
OilAndGasPropertySuccessfulEffortMethodGross,,,,,,,,,,,,,,35000.000,,,,,,,
OperatingLossCarryforwards,,,,,,,329533.000,,,,2256439.000,,,,4294241.000,,,,5737631.000,,
OtherAdditionalCapital,,,,,,,,,,,,,,,,,,,22068.000,,
OtherAssetsCurrent,,,,,,,3452.000,23452.000,,,,,,107517.000,,,33254.000,41155.000,,201.000,575.000
OtherAssetsNoncurrent,,,,,,,,,58107.000,23452.000,,,,,,,,,,,
OtherLongTermDebt,,,,,,,,,,,,,,,183000.000,183000.000,,,,,
PreferredStockNoParValue,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000
PreferredStockParOrStatedValuePerShare,,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,
PreferredStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,,,,,,,,,,,,,,1000000.000,1000000.000,1000000.000
PreferredStockSharesIssued,,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,1000000.000,1000000.000,1000000.000
PreferredStockSharesOutstanding,,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,1000000.000,1000000.000,1000000.000
PreferredStockValue,,,,,,,,,,,,,,,,,,,10.000,10.000,10.000
PrepaidExpenseAndOtherAssets,,,,,,,,,,,,379869.000,444743.000,452098.000,,,,,,,
PrepaidExpenseCurrent,,,,,,,,,,28667.000,38722.000,176905.000,234331.000,,331664.000,323042.000,204289.000,112902.000,20774.000,,
PrepaidExpenseCurrentAndNoncurrent,,,,,,,,,,,,83475.000,438600.000,,,,,,,,
PropertyPlantAndEquipmentFairValueDisclosure,,,,,,,,,,,,,,,,,250000.000,250000.000,,,
PropertyPlantAndEquipmentGross,,,,,,,,,,,,,,,403005.000,,,,358661.000,187537.000,187537.000
PropertyPlantAndEquipmentNet,,,,,,7963.000,20073.000,21262.000,54101.000,56760.000,56078.000,74443.000,311911.000,321273.000,339753.000,324097.000,307484.000,292797.000,244078.000,93606.000,68671.000
PurchaseObligation,,,,,,,,,,,,,,,,,,,25000.000,,
RelatedPartyTransactionDueFromToRelatedParty,,,,,,,,14345.000,38310.000,,,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,-220792.000,-234734.000,-348598.000,-355333.000,-387326.000,-147749.000,-860106.000,-1320311.000,-1582975.000,-2153983.000,-2850318.000,-3595875.000,-4789147.000,-4904429.000,-5341712.000,-6805630.000,-7076277.000,-9948566.000,-13955074.000,-21317701.000,-18612663.000
SaleLeasebackTransactionNetBookValue,,,,,,,,,,,,,,,,,,,,123000.000,
SaleOfStockPricePerShare,,,,,,,,1.000,,,,,,,,,,,1.000,,
SecurityDeposit,,,,,,1000.000,3452.000,3452.000,,,,,,,,,,,,,
SharePrice,,,,,,,,,,,,,,,,,,,0.003,0.007,0.005
SharesIssuedPricePerShare,,,,,,,,,,,,1.000,1.000,1.000,1.000,1.000,1.000,,,,
ShortTermInvestments,,,,,,7700.000,124740.000,16940.000,23100.000,23100.000,23835.000,,,,,,,,,,
StockholdersEquity,168809.000,154866.000,41002.000,34267.000,9774.000,1190539.000,566132.000,314802.000,145853.000,117348.000,246548.000,550429.000,-867190.000,-1037272.000,-1447877.000,-2748375.000,-2855010.000,-5261264.000,-8312716.000,-15636839.000,-12947201.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,1190539.000,566132.000,314802.000,145853.000,117348.000,246548.000,550429.000,-867190.000,-1037272.000,-1447877.000,-2748375.000,-2855010.000,-5261264.000,-8312716.000,-15636839.000,-12947201.000
TreasuryStockShares,,,,,,,,,,,,,,,300000.000,,,,,,
TreasuryStockValue,,,,,,,,,,,,,2013380.000,2013380.000,2013380.000,2013380.000,2013380.000,2013380.000,2013380.000,2013380.000,2013380.000
UnbilledContractsReceivable,,,,,,,,,,,,,,,,,,,180712.000,190012.000,180612.000
UnrecognizedTaxBenefitsResultingInNetOperatingLossCarryforward,,,,,,,844956.000,,,,,,,,,,,,,,
ValueOfPropertiesOtherThanThatAttributableToProvedReserves,,,,,,1229584.000,653222.000,671972.000,,,,,,,,,,,,,
WarrantsAndRightsOutstanding,,,,,,,4.000,,,,,,,,,,,,,,
