,2011-06-30,2011-09-30
AccumulatedOtherComprehensiveIncomeLossNetOfTax,225000.000,264000.000
AdditionalPaidInCapital,32108000.000,32114000.000
AdvancePaymentsByBorrowersForTaxesAndInsurance,1905000.000,2592000.000
Assets,208273000.000,202792000.000
AvailableForSaleSecuritiesCurrent,22722000.000,16400000.000
BankOwnedLifeInsurance,8751000.000,8831000.000
CashAndCashEquivalentsAtCarryingValue,25484000.000,29105000.000
CashAndDueFromBanks,3078000.000,2671000.000
CommonStockParOrStatedValuePerShare,0.010,0.010
CommonStockSharesAuthorized,9000000.000,9000000.000
CommonStockSharesIssued,2914028.000,2914028.000
CommonStockSharesOutstanding,1193174.000,1193174.000
CommonStockValue,29000.000,29000.000
Deposits,147162000.000,145155000.000
FederalFundsSold,2869000.000,1667000.000
FederalHomeLoanBankAdvances,-39800000.000,-35800000.000
FederalHomeLoanBankStock,5423000.000,5423000.000
InterestBearingDepositLiabilities,139121000.000,137828000.000
InterestBearingDepositsInBanks,19537000.000,24767000.000
InterestPayableCurrentAndNoncurrent,118000.000,131000.000
InterestReceivable,738000.000,691000.000
Liabilities,192266000.000,188063000.000
LiabilitiesAndStockholdersEquity,208273000.000,202792000.000
LoansAndLeasesReceivableAllowance,5823000.000,5974000.000
LoansAndLeasesReceivableNetReportedAmount,132678000.000,128920000.000
NoninterestBearingDepositLiabilities,8041000.000,7327000.000
OtherAssets,1414000.000,1629000.000
OtherLiabilities,681000.000,1785000.000
OtherRealEstateAndForeclosedAssets,2261000.000,3096000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010
PreferredStockSharesAuthorized,1000000.000,1000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000
PropertyPlantAndEquipmentNet,8802000.000,8697000.000
RetainedEarningsAccumulatedDeficit,14670000.000,13347000.000
SecuritiesSoldUnderAgreementsToRepurchase,2600000.000,2600000.000
StockholdersEquity,16007000.000,14729000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,16007000.000,14729000.000
TreasuryStockShares,1720854.000,1720854.000
TreasuryStockValue,31025000.000,31025000.000
